antiguedad_meses,cargo_mensual,cargos_totales,soporte_tecnico,tipo_contrato,factura_electronica,churn
10,32.15,342.86,Sin_Internet,Mes_a_Mes,Si,1
62,25.33,1602.06,Sin_Internet,Mes_a_Mes,No,1
64,28.41,1801.09,Si,Mes_a_Mes,No,0
24,103.98,2658.58,No,Mes_a_Mes,Si,1
41,25.11,977.21,Si,Mes_a_Mes,No,0
33,46.05,1466.43,No,Mes_a_Mes,Si,0
34,118.25,4240.44,Si,Un_Ano,Si,0
59,95.85,5758.11,No,Dos_Anos,Si,0
10,45.79,431.2,No,Un_Ano,No,1
5,46.08,248.55,Si,Mes_a_Mes,Si,0
37,68.54,2786.71,Si,Un_Ano,Si,0
31,32.22,927.81,No,Mes_a_Mes,No,0
23,87.04,1920.45,Si,Mes_a_Mes,No,1
11,72.18,833.59,Sin_Internet,Mes_a_Mes,Si,0
22,64.83,1318.85,Si,Mes_a_Mes,Si,1
37,71.58,2629.69,Si,Un_Ano,Si,0
27,50.83,1295.12,Si,Un_Ano,Si,0
1,45.29,46.78,No,Mes_a_Mes,No,0
63,31.51,1929.46,No,Un_Ano,No,0
5,84.42,451.49,Si,Mes_a_Mes,Si,1
11,71.94,784.74,Sin_Internet,Mes_a_Mes,Si,0
40,92.55,3729.04,Sin_Internet,Mes_a_Mes,No,0
28,109.97,3318.72,Si,Un_Ano,Si,0
29,119.34,3646.76,No,Mes_a_Mes,Si,0
16,46.61,791.82,Si,Mes_a_Mes,Si,1
1,40.96,36.97,Si,Mes_a_Mes,Si,0
63,111.65,7255.33,Si,Un_Ano,Si,0
4,63.15,250.88,Si,Mes_a_Mes,Si,0
51,101.33,5564.4,Sin_Internet,Mes_a_Mes,Si,0
61,37.86,2096.19,Sin_Internet,Mes_a_Mes,Si,0
26,53.01,1473.29,Si,Dos_Anos,Si,0
2,26.05,48.3,Sin_Internet,Un_Ano,Si,0
67,119.04,8122.19,No,Un_Ano,Si,0
45,25.54,1201.37,Si,Mes_a_Mes,No,0
60,41.31,2328.67,Si,Mes_a_Mes,No,0
20,77.96,1455.26,No,Mes_a_Mes,No,1
19,105.79,2083.29,Sin_Internet,Dos_Anos,Si,0
37,100.44,3468.94,No,Mes_a_Mes,No,0
15,49.05,737.67,Sin_Internet,Un_Ano,No,0
70,108.62,7242.27,Si,Mes_a_Mes,No,0
65,31.61,1862.2,Sin_Internet,Un_Ano,Si,0
13,56.52,671.15,Si,Mes_a_Mes,Si,0
56,49.99,2593.07,No,Dos_Anos,Si,0
57,87.31,5021.72,Sin_Internet,Dos_Anos,Si,0
3,28.63,80.93,Si,Dos_Anos,Si,0
45,106.16,5111.12,Si,Mes_a_Mes,No,1
28,116.33,2949.24,No,Mes_a_Mes,No,1
33,47.44,1615.46,Si,Dos_Anos,No,0
25,110.69,2540.06,No,Mes_a_Mes,Si,0
62,111.09,7425.32,Si,Dos_Anos,Si,0
65,84.51,4989.06,Si,Mes_a_Mes,No,1
71,73.16,4823.51,No,Un_Ano,Si,0
38,98.6,3580.2,Si,Un_Ano,Si,0
28,74.21,1911.9,No,Mes_a_Mes,Si,0
30,95.71,3107.62,No,Dos_Anos,Si,0
1,33.82,31.33,No,Mes_a_Mes,Si,0
18,52.09,859.42,Si,Dos_Anos,Si,0
2,62.46,113.92,Si,Un_Ano,No,0
71,44.48,3351.36,Si,Mes_a_Mes,No,0
59,46.89,2849.44,No,Mes_a_Mes,No,0
50,97.36,5118.12,No,Mes_a_Mes,Si,0
18,41.49,777.43,No,Mes_a_Mes,No,0
7,35.65,272.9,No,Mes_a_Mes,Si,1
61,51.64,3319.18,Si,Mes_a_Mes,No,0
68,40.2,2669.39,Si,Mes_a_Mes,Si,1
17,44.29,721.27,Sin_Internet,Mes_a_Mes,No,0
69,99.38,6571.95,Si,Dos_Anos,Si,0
55,66.9,3541.67,Sin_Internet,Mes_a_Mes,Si,1
13,66.24,807.11,No,Mes_a_Mes,Si,1
68,74.86,4981.69,Si,Mes_a_Mes,Si,0
40,33.47,1234.39,Si,Un_Ano,Si,0
15,118.78,1709.41,No,Dos_Anos,Si,0
28,105.48,2761.56,No,Mes_a_Mes,Si,0
57,52.81,3262.8,No,Mes_a_Mes,Si,0
64,30.39,1929.89,Sin_Internet,Un_Ano,Si,0
5,83.65,445.24,No,Mes_a_Mes,Si,1
62,81.25,5126.62,Sin_Internet,Mes_a_Mes,No,0
42,54.44,2331.54,Si,Dos_Anos,Si,0
66,57.36,3409.61,Si,Mes_a_Mes,Si,0
20,74.95,1352.92,Sin_Internet,Mes_a_Mes,No,1
40,108.52,4148.73,No,Mes_a_Mes,No,1
27,35.38,871.02,Si,Dos_Anos,Si,0
21,73.43,1473.32,No,Dos_Anos,Si,0
20,66.52,1361.8,No,Mes_a_Mes,Si,1
32,69.31,2310.7,Si,Dos_Anos,No,0
54,111.43,6152.35,Si,Un_Ano,No,0
36,76.71,2791.61,Si,Mes_a_Mes,Si,1
58,91.02,4837.06,No,Mes_a_Mes,No,0
67,111.7,6927.54,Sin_Internet,Mes_a_Mes,Si,0
30,53.73,1463.94,No,Mes_a_Mes,No,0
68,59.08,4268.47,Si,Mes_a_Mes,No,0
7,46.52,314.15,Sin_Internet,Mes_a_Mes,Si,0
24,86.93,2045.57,Sin_Internet,Un_Ano,Si,0
9,49.11,452.97,Si,Un_Ano,No,0
34,47.29,1758.65,Si,Mes_a_Mes,No,0
55,118.74,6681.03,Sin_Internet,Dos_Anos,Si,0
12,91.25,1011.19,No,Mes_a_Mes,No,0
58,102.37,6415.52,No,Dos_Anos,No,0
59,117.04,6531.97,No,Mes_a_Mes,Si,0
68,117.25,8436.45,Si,Un_Ano,No,0
17,56.64,1010.57,Si,Dos_Anos,Si,0
30,74.28,2190.55,No,Dos_Anos,No,0
63,112.72,7132.88,No,Mes_a_Mes,No,0
62,27.44,1608.94,Sin_Internet,Mes_a_Mes,No,1
62,112.04,7227.94,Si,Dos_Anos,No,0
18,106.51,2100.95,Si,Un_Ano,No,0
21,69.46,1437.41,Si,Dos_Anos,Si,0
35,74.11,2852.15,Sin_Internet,Un_Ano,No,0
17,29.53,477.15,No,Mes_a_Mes,Si,0
54,77.8,3882.42,Si,Mes_a_Mes,Si,0
24,36.7,968.61,No,Mes_a_Mes,Si,0
15,50.07,732.44,Si,Un_Ano,No,0
14,101.38,1521.33,No,Mes_a_Mes,No,0
47,72.94,3105.59,No,Un_Ano,Si,0
31,96.43,3065.91,No,Dos_Anos,Si,0
58,113.52,5930.11,Si,Mes_a_Mes,Si,1
40,41.26,1651.89,Sin_Internet,Un_Ano,Si,0
62,49.65,3223.94,Si,Dos_Anos,Si,0
54,80.76,4466.88,Si,Dos_Anos,Si,0
60,115.21,7089.06,Sin_Internet,Mes_a_Mes,Si,0
11,99.03,1051.55,Si,Un_Ano,No,1
26,85.74,2288.87,Sin_Internet,Mes_a_Mes,Si,0
27,89.52,2588.54,No,Dos_Anos,No,0
30,66.1,1981.67,Si,Mes_a_Mes,Si,0
53,63.35,3385.55,No,Mes_a_Mes,Si,1
37,118.75,4691.11,Sin_Internet,Mes_a_Mes,Si,1
3,106.36,294.95,Si,Mes_a_Mes,No,1
69,97.29,6848.73,Sin_Internet,Mes_a_Mes,Si,1
9,93.37,836.03,Si,Mes_a_Mes,Si,1
26,78.88,2016.95,No,Mes_a_Mes,Si,0
35,56.26,1932.73,Si,Mes_a_Mes,Si,0
69,66.12,4683.51,Si,Mes_a_Mes,Si,1
11,30.59,363.25,No,Mes_a_Mes,Si,0
30,33.48,1034.54,No,Mes_a_Mes,No,0
21,61.52,1231.04,No,Un_Ano,Si,0
4,35.99,133.53,No,Un_Ano,No,0
17,62.82,1170.09,Si,Un_Ano,No,1
60,45.27,2609.81,Sin_Internet,Mes_a_Mes,No,0
31,58.25,1793.54,Si,Un_Ano,No,0
6,61.03,330.83,Sin_Internet,Un_Ano,No,0
39,100.46,4161.77,No,Un_Ano,Si,0
42,90.13,4007.37,Sin_Internet,Mes_a_Mes,No,1
50,102.42,5320.4,No,Dos_Anos,Si,0
27,59.66,1564.45,Si,Dos_Anos,No,0
2,103.45,201.67,Si,Dos_Anos,Si,1
65,115.22,7483.32,No,Mes_a_Mes,No,0
14,51.36,704.95,No,Un_Ano,Si,0
15,93.28,1306.42,Si,Mes_a_Mes,Si,1
51,30.47,1470.37,Si,Dos_Anos,Si,0
22,74.5,1583.54,Sin_Internet,Mes_a_Mes,Si,1
58,39.85,2089.36,Si,Mes_a_Mes,Si,0
62,104.13,6251.08,No,Un_Ano,No,0
50,64.36,3424.65,No,Mes_a_Mes,Si,0
41,82.41,3358.03,Si,Mes_a_Mes,Si,1
32,80.31,2408.34,No,Un_Ano,No,0
33,34.91,1196.91,Si,Dos_Anos,Si,0
65,34.51,2028.54,No,Mes_a_Mes,Si,0
41,79.3,3026.68,No,Mes_a_Mes,No,1
59,54.92,3293.51,Sin_Internet,Un_Ano,No,0
58,35.58,2134.79,Si,Dos_Anos,Si,0
4,54.45,208.86,Si,Dos_Anos,Si,1
3,43.11,123.59,No,Un_Ano,Si,0
66,28.77,1716.78,No,Mes_a_Mes,Si,0
36,61.08,2104.3,Si,Dos_Anos,Si,0
23,89.67,2251.87,Si,Dos_Anos,No,0
11,35.76,385.26,Si,Mes_a_Mes,Si,1
35,80.59,2723.52,Sin_Internet,Un_Ano,No,0
29,39.41,1171.82,No,Mes_a_Mes,Si,1
61,31.5,2109.46,No,Mes_a_Mes,Si,0
62,33.76,2067.05,Si,Mes_a_Mes,Si,1
7,44.93,289.03,No,Mes_a_Mes,Si,0
19,69.23,1372.57,Si,Mes_a_Mes,Si,0
70,67.23,5080.17,Si,Mes_a_Mes,Si,0
62,70.26,4513.27,No,Mes_a_Mes,No,0
23,60.71,1395.57,No,Mes_a_Mes,Si,0
53,108.62,5464.92,Si,Un_Ano,No,0
11,109.04,1186.48,No,Mes_a_Mes,No,1
35,87.5,3014.87,Sin_Internet,Mes_a_Mes,Si,0
13,55.78,792.24,Si,Mes_a_Mes,Si,1
70,42.58,2704.56,Si,Un_Ano,Si,0
61,91.28,5417.36,Si,Dos_Anos,No,0
39,119.67,4490.76,Sin_Internet,Un_Ano,Si,0
68,102.84,7667.45,Si,Mes_a_Mes,No,0
43,56.14,2175.74,No,Un_Ano,Si,0
42,43.22,1739.9,No,Un_Ano,No,0
16,102.68,1798.57,No,Mes_a_Mes,Si,0
11,63.21,647.92,Sin_Internet,Un_Ano,Si,0
63,80.57,5369.61,No,Mes_a_Mes,Si,0
31,29.04,911.71,No,Dos_Anos,No,0
70,101.61,7690.18,No,Mes_a_Mes,Si,0
24,44.21,1140.22,Sin_Internet,Dos_Anos,Si,0
55,97.53,5445.94,No,Mes_a_Mes,Si,0
1,87.73,88.68,No,Dos_Anos,Si,1
38,64.19,2269.01,No,Un_Ano,Si,0
56,75.68,3865.48,Si,Mes_a_Mes,No,0
46,76.07,3661.65,No,Mes_a_Mes,Si,0
6,46.4,284.67,Sin_Internet,Dos_Anos,No,0
32,37.28,1263.43,Sin_Internet,Dos_Anos,No,0
12,101.96,1105.62,No,Dos_Anos,No,1
34,90.56,3346.11,Sin_Internet,Dos_Anos,Si,0
66,84.03,5072.39,No,Mes_a_Mes,Si,1
44,51.44,2446.53,No,Mes_a_Mes,Si,0
21,63.2,1245.24,No,Dos_Anos,Si,0
70,38.99,2598.29,Sin_Internet,Mes_a_Mes,No,0
6,96.67,623.15,Si,Un_Ano,No,1
12,26.43,314.08,No,Mes_a_Mes,No,0
4,25.27,105.01,No,Un_Ano,Si,0
7,74.49,563.14,Si,Mes_a_Mes,No,0
7,57.7,387.07,Sin_Internet,Dos_Anos,No,0
47,38.67,1685.09,Sin_Internet,Mes_a_Mes,Si,0
22,93.69,2077.86,Sin_Internet,Dos_Anos,No,0
27,113.55,2997.33,Si,Un_Ano,Si,0
38,51.66,2080.38,No,Mes_a_Mes,No,1
14,82.25,1037.51,Sin_Internet,Un_Ano,Si,0
40,95.76,3891.98,Sin_Internet,Mes_a_Mes,No,1
50,83.5,4188.3,Si,Mes_a_Mes,No,1
32,61.38,2101.54,No,Mes_a_Mes,Si,0
69,77.78,5449.0,Sin_Internet,Mes_a_Mes,Si,0
66,93.84,6807.43,No,Un_Ano,No,0
5,114.6,518.74,Si,Mes_a_Mes,Si,1
40,98.37,3937.61,No,Mes_a_Mes,Si,0
38,54.93,2286.06,Sin_Internet,Un_Ano,Si,0
62,88.82,5997.61,Sin_Internet,Mes_a_Mes,No,0
2,112.04,211.47,Si,Mes_a_Mes,Si,1
40,74.3,3166.5,Si,Mes_a_Mes,Si,1
71,34.08,2567.46,Sin_Internet,Un_Ano,Si,0
50,85.91,4692.82,No,Mes_a_Mes,No,1
22,82.47,1817.74,Si,Mes_a_Mes,Si,1
7,37.77,265.94,Si,Mes_a_Mes,No,1
35,47.76,1767.37,Sin_Internet,Mes_a_Mes,Si,0
24,88.83,2344.68,Si,Mes_a_Mes,Si,0
36,117.5,4068.53,Si,Un_Ano,No,0
53,41.51,2280.68,No,Un_Ano,Si,0
26,83.34,2241.01,No,Mes_a_Mes,Si,0
56,70.02,4201.34,No,Un_Ano,Si,0
43,57.27,2536.24,No,Mes_a_Mes,Si,1
41,111.85,4547.51,No,Mes_a_Mes,Si,1
38,114.04,4169.56,No,Mes_a_Mes,No,0
7,40.52,310.26,No,Mes_a_Mes,Si,0
40,92.1,3562.97,Si,Un_Ano,Si,0
24,98.53,2248.92,No,Dos_Anos,Si,1
22,112.71,2624.76,Sin_Internet,Mes_a_Mes,Si,0
46,31.95,1469.01,Sin_Internet,Un_Ano,Si,0
23,113.53,2445.77,Sin_Internet,Mes_a_Mes,Si,1
7,48.4,329.25,No,Mes_a_Mes,Si,1
34,106.53,3407.21,No,Dos_Anos,Si,0
11,103.68,1074.11,Si,Mes_a_Mes,Si,0
43,100.39,3950.53,Si,Mes_a_Mes,No,1
11,52.91,598.91,No,Mes_a_Mes,No,1
43,97.17,4070.73,Si,Mes_a_Mes,No,0
25,49.87,1136.91,No,Un_Ano,No,0
31,54.43,1738.28,Si,Mes_a_Mes,Si,0
26,102.63,2559.96,Si,Un_Ano,No,0
71,80.51,5329.86,No,Un_Ano,No,0
45,53.63,2635.53,Sin_Internet,Mes_a_Mes,No,0
58,91.46,4853.55,No,Mes_a_Mes,Si,0
64,106.47,6659.63,Sin_Internet,Un_Ano,Si,0
20,77.97,1595.43,Si,Mes_a_Mes,Si,1
62,45.78,3118.46,No,Mes_a_Mes,Si,0
61,80.08,4476.95,No,Mes_a_Mes,No,0
54,80.63,4729.79,Si,Mes_a_Mes,Si,1
35,84.94,3199.36,No,Un_Ano,Si,0
34,99.17,3560.04,Sin_Internet,Mes_a_Mes,Si,1
1,118.18,108.79,Sin_Internet,Mes_a_Mes,No,1
9,35.44,305.62,No,Mes_a_Mes,Si,0
21,43.2,865.67,Si,Mes_a_Mes,Si,1
22,102.42,2268.68,No,Mes_a_Mes,Si,1
31,75.25,2155.44,Si,Mes_a_Mes,Si,1
37,95.83,3769.99,No,Mes_a_Mes,Si,0
48,64.52,3209.8,Sin_Internet,Un_Ano,Si,0
2,104.69,224.5,Sin_Internet,Mes_a_Mes,No,1
16,65.01,982.46,Si,Mes_a_Mes,Si,1
50,114.94,5885.47,Sin_Internet,Mes_a_Mes,No,1
23,62.15,1529.78,No,Mes_a_Mes,No,0
6,51.73,282.47,No,Un_Ano,Si,0
61,34.69,2137.5,Si,Mes_a_Mes,Si,1
36,105.61,3974.74,No,Mes_a_Mes,Si,0
22,115.19,2469.09,No,Mes_a_Mes,Si,1
62,109.96,6617.82,No,Mes_a_Mes,Si,1
11,97.2,969.19,Sin_Internet,Dos_Anos,No,0
45,66.07,2967.03,Si,Mes_a_Mes,Si,0
56,54.26,3097.09,Si,Mes_a_Mes,Si,0
45,52.03,2453.92,No,Dos_Anos,Si,0
44,97.16,3921.35,Sin_Internet,Mes_a_Mes,Si,1
1,57.76,56.8,Sin_Internet,Mes_a_Mes,Si,1
28,99.59,2653.3,No,Mes_a_Mes,No,0
4,118.32,445.53,No,Mes_a_Mes,No,1
4,42.94,163.02,No,Mes_a_Mes,No,1
58,35.84,2020.75,No,Mes_a_Mes,No,0
42,36.35,1597.78,Sin_Internet,Un_Ano,Si,0
68,30.6,2054.04,Sin_Internet,Un_Ano,Si,0
65,90.64,5376.88,No,Dos_Anos,Si,1
40,81.33,3153.91,No,Mes_a_Mes,No,1
7,78.63,507.44,Si,Mes_a_Mes,No,1
2,80.25,151.25,No,Mes_a_Mes,Si,1
34,31.61,995.06,No,Mes_a_Mes,No,0
51,52.67,2939.74,Sin_Internet,Dos_Anos,No,0
12,50.26,648.97,No,Dos_Anos,Si,1
56,70.51,4047.23,No,Mes_a_Mes,Si,0
16,108.5,1649.39,No,Un_Ano,No,0
8,117.36,877.72,Si,Mes_a_Mes,No,0
42,83.14,3730.69,Si,Mes_a_Mes,Si,1
6,48.45,265.86,No,Mes_a_Mes,Si,1
49,61.16,3112.65,Sin_Internet,Dos_Anos,No,0
11,55.91,589.78,Si,Mes_a_Mes,Si,1
62,44.39,2746.46,No,Mes_a_Mes,No,0
30,117.96,3700.67,Si,Mes_a_Mes,No,1
10,37.5,340.23,No,Un_Ano,No,0
18,78.81,1326.53,Sin_Internet,Mes_a_Mes,Si,0
62,100.87,6437.99,Sin_Internet,Mes_a_Mes,Si,0
9,114.26,1114.67,No,Mes_a_Mes,Si,1
6,44.09,251.74,Si,Mes_a_Mes,Si,0
2,43.27,80.48,Si,Mes_a_Mes,Si,0
26,72.23,2037.54,Sin_Internet,Mes_a_Mes,No,0
9,61.51,594.04,Si,Un_Ano,Si,0
5,48.69,263.4,Si,Mes_a_Mes,Si,0
17,33.97,534.15,Si,Un_Ano,No,0
62,59.64,4010.91,Sin_Internet,Dos_Anos,Si,0
47,51.75,2471.8,Si,Un_Ano,No,0
39,41.34,1666.09,No,Un_Ano,No,0
59,59.98,3506.35,Sin_Internet,Un_Ano,No,0
6,32.76,190.88,Si,Mes_a_Mes,No,1
68,112.13,7034.45,No,Dos_Anos,Si,0
38,81.91,2940.53,Si,Dos_Anos,No,0
56,70.53,4018.9,No,Mes_a_Mes,Si,0
14,37.32,503.34,Si,Mes_a_Mes,Si,1
54,98.86,4932.4,No,Mes_a_Mes,Si,1
32,32.16,1072.27,No,Mes_a_Mes,No,0
31,118.58,3696.96,No,Dos_Anos,Si,0
69,105.06,6583.79,No,Mes_a_Mes,Si,1
17,69.74,1226.49,Sin_Internet,Un_Ano,Si,0
4,88.82,380.97,Si,Mes_a_Mes,Si,1
6,33.45,211.77,No,Dos_Anos,No,0
64,71.41,4958.42,Sin_Internet,Mes_a_Mes,Si,0
30,102.86,2985.76,No,Dos_Anos,No,0
9,32.43,267.82,Sin_Internet,Dos_Anos,Si,0
24,45.62,1141.77,No,Un_Ano,Si,0
20,98.84,2135.72,Sin_Internet,Mes_a_Mes,Si,1
13,68.55,858.89,Si,Mes_a_Mes,Si,1
55,88.17,4621.78,Si,Un_Ano,Si,0
19,102.72,2035.55,No,Un_Ano,No,0
47,38.82,1907.81,Sin_Internet,Mes_a_Mes,Si,0
71,69.51,5260.49,Si,Mes_a_Mes,Si,0
67,78.45,5514.62,No,Mes_a_Mes,Si,1
40,83.42,3270.35,No,Mes_a_Mes,No,1
58,105.54,6027.06,No,Un_Ano,Si,0
31,70.25,2310.43,No,Mes_a_Mes,Si,0
45,55.14,2365.75,No,Mes_a_Mes,Si,1
54,101.23,5038.69,No,Mes_a_Mes,No,0
27,110.2,2807.56,No,Un_Ano,No,0
52,59.07,3074.92,No,Mes_a_Mes,No,0
55,94.0,5242.88,No,Un_Ano,No,0
27,45.13,1113.87,No,Mes_a_Mes,No,0
45,33.56,1450.81,Si,Dos_Anos,No,0
43,60.77,2743.4,No,Un_Ano,No,0
42,63.66,2867.55,Si,Mes_a_Mes,Si,1
6,35.83,199.07,Sin_Internet,Dos_Anos,No,0
48,34.72,1672.8,No,Mes_a_Mes,No,0
58,92.09,4967.06,Si,Mes_a_Mes,Si,1
27,93.29,2630.69,No,Mes_a_Mes,Si,0
32,31.89,950.47,Sin_Internet,Un_Ano,Si,0
38,73.14,2555.12,Si,Mes_a_Mes,Si,0
53,78.17,4093.89,No,Dos_Anos,No,0
27,72.37,1795.61,Si,Un_Ano,Si,0
40,118.02,5019.23,Sin_Internet,Mes_a_Mes,Si,1
35,68.48,2553.48,Si,Mes_a_Mes,No,1
62,76.8,4772.77,No,Mes_a_Mes,Si,0
1,54.47,55.26,No,Un_Ano,No,0
27,48.97,1225.03,Si,Un_Ano,No,0
22,102.8,2160.57,Si,Mes_a_Mes,No,0
48,113.15,5019.52,Si,Mes_a_Mes,Si,0
24,55.57,1257.49,Sin_Internet,Mes_a_Mes,Si,1
23,105.53,2375.99,No,Mes_a_Mes,No,1
53,65.06,3573.59,No,Mes_a_Mes,No,0
35,74.83,2738.46,No,Dos_Anos,Si,0
27,41.92,1119.27,Si,Un_Ano,Si,0
7,80.52,540.31,No,Mes_a_Mes,Si,0
24,115.5,2943.67,Si,Mes_a_Mes,Si,1
23,29.8,676.84,Sin_Internet,Un_Ano,No,0
7,49.82,352.96,Sin_Internet,Mes_a_Mes,Si,1
56,90.97,4856.66,No,Mes_a_Mes,No,1
22,50.53,1015.28,Sin_Internet,Un_Ano,Si,0
20,59.96,1118.74,Sin_Internet,Mes_a_Mes,Si,0
6,52.56,328.8,Sin_Internet,Mes_a_Mes,No,0
31,116.91,3462.25,Sin_Internet,Un_Ano,No,0
62,71.28,4089.13,No,Dos_Anos,Si,0
42,37.72,1629.24,Si,Mes_a_Mes,No,0
13,36.62,473.97,No,Un_Ano,Si,1
27,54.48,1330.7,No,Dos_Anos,Si,0
47,63.09,3256.31,No,Mes_a_Mes,Si,1
57,52.44,2918.67,Sin_Internet,Dos_Anos,Si,0
4,77.3,318.8,Sin_Internet,Mes_a_Mes,Si,0
22,107.82,2601.45,No,Mes_a_Mes,No,0
54,99.88,5538.7,No,Mes_a_Mes,No,0
1,80.0,76.99,Sin_Internet,Mes_a_Mes,No,1
51,93.8,4772.63,Si,Un_Ano,Si,0
63,87.93,5099.52,Si,Mes_a_Mes,No,0
30,31.27,876.04,No,Un_Ano,No,0
34,85.3,2790.95,No,Un_Ano,Si,0
29,107.85,2867.9,No,Mes_a_Mes,Si,1
68,103.85,6515.93,No,Mes_a_Mes,Si,0
71,69.65,5280.96,Sin_Internet,Un_Ano,Si,0
57,55.96,3029.98,No,Mes_a_Mes,Si,0
33,60.89,1938.06,Sin_Internet,Un_Ano,Si,0
65,78.75,4784.58,Sin_Internet,Un_Ano,Si,0
34,63.91,2131.31,Si,Un_Ano,No,0
50,58.11,3020.44,No,Mes_a_Mes,No,0
57,36.27,2251.52,Si,Mes_a_Mes,Si,0
49,35.09,1732.75,Si,Mes_a_Mes,Si,0
48,27.79,1280.62,No,Mes_a_Mes,Si,0
56,119.42,6700.71,No,Dos_Anos,Si,0
12,59.45,660.27,No,Un_Ano,Si,1
56,31.9,1849.69,No,Dos_Anos,Si,1
9,78.93,686.0,No,Mes_a_Mes,No,0
29,89.13,2814.74,No,Dos_Anos,No,0
37,89.67,3422.99,No,Un_Ano,Si,0
21,117.09,2447.15,No,Mes_a_Mes,Si,1
1,45.26,42.82,No,Mes_a_Mes,Si,1
65,110.0,6566.47,Sin_Internet,Dos_Anos,Si,0
27,111.09,2812.37,Sin_Internet,Mes_a_Mes,Si,0
24,68.49,1666.78,No,Dos_Anos,No,1
49,115.52,5682.66,No,Un_Ano,Si,0
34,44.17,1354.44,No,Un_Ano,Si,0
57,57.25,3422.54,No,Mes_a_Mes,Si,0
50,97.14,4410.3,No,Mes_a_Mes,No,0
46,114.79,4834.7,Sin_Internet,Dos_Anos,No,1
10,32.4,337.73,Si,Mes_a_Mes,Si,1
7,88.91,640.56,No,Mes_a_Mes,Si,1
14,114.6,1513.09,Si,Mes_a_Mes,Si,0
15,34.78,538.69,No,Mes_a_Mes,Si,0
51,42.39,1953.9,No,Dos_Anos,No,0
55,89.34,4695.62,No,Mes_a_Mes,Si,0
32,85.05,2862.88,Si,Mes_a_Mes,No,1
59,53.35,3131.73,No,Un_Ano,Si,0
39,113.97,4760.93,Sin_Internet,Mes_a_Mes,No,1
47,61.73,2694.53,No,Mes_a_Mes,Si,1
33,57.43,2032.64,Si,Mes_a_Mes,No,0
33,104.92,3452.78,Si,Dos_Anos,No,0
38,78.36,2740.35,No,Mes_a_Mes,Si,1
21,66.99,1279.23,Sin_Internet,Mes_a_Mes,No,0
69,76.75,4767.55,Si,Un_Ano,Si,0
43,93.11,4113.47,Sin_Internet,Un_Ano,Si,0
11,32.92,341.99,Si,Mes_a_Mes,Si,1
60,56.7,3161.11,No,Un_Ano,No,0
46,106.75,5010.1,No,Un_Ano,No,0
56,94.59,5200.79,No,Mes_a_Mes,Si,1
41,32.0,1298.75,Sin_Internet,Mes_a_Mes,Si,1
43,68.73,2739.06,No,Mes_a_Mes,Si,0
52,54.26,2682.26,Si,Un_Ano,No,0
48,100.33,4429.62,No,Mes_a_Mes,Si,0
12,38.66,448.61,Si,Mes_a_Mes,No,0
7,38.77,261.0,Si,Mes_a_Mes,Si,1
44,95.45,4433.0,Sin_Internet,Dos_Anos,Si,0
6,118.78,782.06,No,Mes_a_Mes,Si,0
19,62.05,1296.65,Sin_Internet,Mes_a_Mes,No,1
16,107.03,1673.42,Sin_Internet,Dos_Anos,No,0
11,62.82,731.53,No,Dos_Anos,Si,0
59,87.39,4928.24,Sin_Internet,Un_Ano,No,0
35,71.24,2315.38,No,Mes_a_Mes,Si,0
60,95.61,5897.17,Si,Mes_a_Mes,Si,0
35,30.43,1060.13,No,Dos_Anos,Si,0
17,77.2,1336.99,No,Mes_a_Mes,Si,1
39,119.84,4548.78,Si,Un_Ano,No,0
4,96.4,370.33,Sin_Internet,Mes_a_Mes,No,1
48,46.87,2442.25,Si,Mes_a_Mes,Si,1
71,54.04,4131.13,Sin_Internet,Un_Ano,No,0
48,90.47,4015.81,Sin_Internet,Mes_a_Mes,Si,1
62,39.15,2501.24,No,Un_Ano,Si,0
23,25.67,573.63,Si,Mes_a_Mes,Si,1
60,98.42,5984.96,No,Mes_a_Mes,Si,0
28,81.95,2160.23,No,Dos_Anos,Si,0
42,88.93,3902.13,Si,Mes_a_Mes,Si,1
38,27.1,990.63,Si,Dos_Anos,No,0
58,60.97,3669.61,Sin_Internet,Dos_Anos,No,0
63,75.52,4418.25,No,Mes_a_Mes,No,1
59,91.29,4991.52,Si,Un_Ano,No,0
21,105.23,2142.51,Si,Mes_a_Mes,Si,0
50,52.22,2870.63,No,Un_Ano,Si,0
2,111.16,238.37,Si,Un_Ano,No,0
13,88.85,1182.95,Sin_Internet,Un_Ano,Si,1
56,62.86,3385.58,Sin_Internet,Mes_a_Mes,Si,0
17,87.88,1393.58,Sin_Internet,Mes_a_Mes,No,1
45,87.8,4143.74,Si,Dos_Anos,Si,0
53,45.29,2258.33,Sin_Internet,Un_Ano,No,0
37,25.59,930.06,No,Dos_Anos,Si,0
14,36.65,516.1,No,Mes_a_Mes,No,1
70,115.72,7440.29,No,Mes_a_Mes,No,1
41,106.54,4612.21,Si,Un_Ano,Si,0
56,41.38,2521.79,No,Dos_Anos,Si,0
44,87.65,3584.07,Si,Mes_a_Mes,Si,0
22,112.04,2646.08,No,Mes_a_Mes,Si,0
23,112.03,2568.81,Si,Mes_a_Mes,No,1
44,78.62,3207.29,Si,Mes_a_Mes,Si,0
32,93.73,3064.03,No,Dos_Anos,No,0
37,62.44,2509.08,No,Mes_a_Mes,No,1
46,31.85,1599.12,No,Un_Ano,Si,0
39,75.23,3062.93,Si,Mes_a_Mes,Si,0
