id_transaccion,items
TRX-000586,"Cafe,Leche"
TRX-000587,"Pasta,Queso,Vino"
TRX-000588,"Arroz,Leche,Manzanas,Queso,Vino"
TRX-000589,"Cafe,Leche,Pan"
TRX-000590,"Cerveza,Leche,Manzanas,Pan,Pañales"
TRX-000591,"Cafe,Leche,Pan"
TRX-000592,"Huevos,Leche"
TRX-000593,"Cafe,Leche,Pan"
TRX-000594,"Cafe,Manzanas,Queso,Vino"
TRX-000595,"Cafe,Leche,Pan,Vino"
TRX-000596,"Cafe,Leche,Pan,Pasta"
TRX-000597,Huevos
TRX-000598,"Cerveza,Pañales"
TRX-000599,"Arroz,Cerveza,Pañales"
TRX-000600,"Cerveza,Leche,Pañales"
TRX-000601,"Cerveza,Queso"
TRX-000602,Arroz
TRX-000603,"Cerveza,Pañales"
TRX-000604,"Cafe,Leche,Pan,Vino"
TRX-000605,"Huevos,Manzanas,Pan,Pañales"
TRX-000606,"Cerveza,Pañales"
TRX-000607,"Chocolate,Pañales,Vino"
TRX-000608,"Cafe,Cerveza,Leche,Pañales,Vino"
TRX-000609,"Cafe,Leche,Pan,Pañales"
TRX-000610,"Huevos,Leche,Manzanas,Queso,Vino"
TRX-000611,Cerveza
TRX-000612,"Cerveza,Chocolate,Pañales"
TRX-000613,"Arroz,Chocolate,Pan,Pañales,Vino"
TRX-000614,"Cerveza,Huevos,Leche,Pañales,Vino"
TRX-000615,"Cafe,Cerveza,Chocolate,Huevos,Pasta"
TRX-000616,"Cafe,Leche,Pan"
TRX-000617,"Cerveza,Chocolate,Pasta,Pañales"
TRX-000618,Huevos
TRX-000619,"Cafe,Cerveza,Pañales"
TRX-000620,"Cafe,Leche,Pan"
TRX-000621,"Chocolate,Leche,Manzanas,Pan"
TRX-000622,"Arroz,Cerveza,Manzanas,Pañales,Vino"
TRX-000623,"Arroz,Cafe,Chocolate,Pañales,Queso"
TRX-000624,"Cerveza,Pañales"
TRX-000625,"Arroz,Cerveza,Huevos,Pan"
TRX-000626,"Pan,Pasta,Vino"
TRX-000627,"Chocolate,Vino"
TRX-000628,"Cerveza,Pañales"
TRX-000629,"Cerveza,Pañales"
TRX-000630,"Cafe,Manzanas,Vino"
TRX-000631,"Cerveza,Pasta,Pañales,Vino"
TRX-000632,"Arroz,Huevos,Pasta,Pañales,Queso"
TRX-000633,Leche
TRX-000634,"Cafe,Queso,Vino"
TRX-000635,Huevos
TRX-000636,Pañales
TRX-000637,"Cafe,Leche,Pan"
TRX-000638,Pañales
TRX-000639,"Arroz,Cafe,Cerveza,Manzanas,Pasta"
TRX-000640,"Cerveza,Pan,Pasta,Queso,Vino"
TRX-000641,"Cerveza,Pasta,Pañales"
TRX-000642,Huevos
TRX-000643,Leche
TRX-000644,"Arroz,Huevos,Manzanas,Pan,Queso"
TRX-000645,"Cerveza,Pañales"
TRX-000646,"Arroz,Chocolate,Pan,Pañales,Queso"
TRX-000647,"Cafe,Leche,Pan"
TRX-000648,Cafe
TRX-000649,"Cafe,Leche,Pan,Pasta"
TRX-000650,"Cerveza,Pañales"
TRX-000651,"Cafe,Cerveza,Manzanas,Pan,Pañales"
TRX-000652,"Chocolate,Leche,Queso,Vino"
TRX-000653,"Cerveza,Huevos,Vino"
TRX-000654,"Cerveza,Chocolate,Huevos,Pasta,Pañales"
TRX-000655,"Cerveza,Pañales"
TRX-000656,"Pan,Pañales"
TRX-000657,"Cafe,Leche,Pan"
TRX-000658,"Cafe,Leche,Pan"
TRX-000659,"Cafe,Leche,Pan"
TRX-000660,"Cafe,Leche,Pan"
TRX-000661,"Huevos,Pasta,Pañales,Queso,Vino"
TRX-000662,"Pasta,Pañales"
TRX-000663,"Cerveza,Chocolate,Pan,Pañales"
TRX-000664,"Arroz,Cafe,Cerveza,Chocolate"
TRX-000665,"Cafe,Leche,Queso,Vino"
TRX-000666,"Cafe,Chocolate,Leche,Pan"
TRX-000667,"Arroz,Chocolate,Huevos,Queso"
TRX-000668,Leche
TRX-000669,"Cerveza,Manzanas,Queso"
TRX-000670,"Cafe,Leche,Pan"
TRX-000671,"Cafe,Leche,Pan"
TRX-000672,"Cerveza,Pañales"
TRX-000673,"Manzanas,Pan,Queso"
TRX-000674,Pañales
TRX-000675,"Arroz,Cafe,Cerveza,Leche,Pan"
TRX-000676,"Cafe,Leche,Pan"
TRX-000677,"Cerveza,Chocolate,Pan,Pasta,Queso"
TRX-000678,"Arroz,Cafe,Pañales"
TRX-000679,"Cafe,Leche,Pan"
TRX-000680,"Arroz,Pasta,Queso"
TRX-000681,"Cafe,Cerveza,Leche,Pan,Pasta"
TRX-000682,"Cerveza,Pañales"
TRX-000683,"Pan,Vino"
TRX-000684,"Cerveza,Pañales"
TRX-000685,"Cafe,Leche,Pan"
TRX-000686,"Cerveza,Pañales,Vino"
TRX-000687,"Pan,Queso"
TRX-000688,"Cerveza,Pañales"
TRX-000689,"Cerveza,Pañales"
TRX-000690,"Arroz,Cafe,Huevos,Pan,Pasta"
TRX-000691,"Cafe,Huevos,Leche,Pan,Pasta"
TRX-000692,"Cafe,Leche,Pan"
TRX-000693,"Cafe,Leche,Pan"
TRX-000694,"Cerveza,Pañales"
TRX-000695,"Cafe,Huevos,Manzanas,Pañales"
TRX-000696,"Arroz,Chocolate,Huevos,Manzanas,Queso"
TRX-000697,"Arroz,Leche,Pan,Queso,Vino"
TRX-000698,"Cerveza,Pañales,Vino"
TRX-000699,"Cafe,Cerveza,Pañales,Vino"
TRX-000700,"Cafe,Leche,Pan"
TRX-000701,"Huevos,Pan,Queso"
TRX-000702,"Cerveza,Pañales"
TRX-000703,"Chocolate,Pañales"
TRX-000704,"Arroz,Cafe,Leche,Pan,Queso"
TRX-000705,"Arroz,Huevos,Leche,Pasta,Queso"
TRX-000706,"Cafe,Chocolate,Leche,Pan"
TRX-000707,"Arroz,Leche"
TRX-000708,"Cafe,Leche,Pan"
TRX-000709,"Leche,Pasta"
TRX-000710,"Pan,Pasta,Queso,Vino"
TRX-000711,"Chocolate,Manzanas"
TRX-000712,"Arroz,Cafe,Huevos,Leche,Manzanas"
TRX-000713,"Arroz,Cafe,Cerveza,Manzanas,Pañales"
TRX-000714,"Arroz,Cafe,Pañales"
TRX-000715,"Cerveza,Pañales,Vino"
TRX-000716,"Cerveza,Chocolate,Huevos,Pan,Pañales"
TRX-000717,"Cafe,Manzanas"
TRX-000718,"Cerveza,Pañales"
TRX-000719,"Cafe,Cerveza,Pan,Pasta,Pañales"
TRX-000720,"Cafe,Chocolate,Leche,Manzanas,Pañales"
TRX-000721,"Cerveza,Pañales"
TRX-000722,"Chocolate,Manzanas,Pañales"
TRX-000723,"Leche,Pañales"
TRX-000724,Chocolate
TRX-000725,"Cafe,Pañales"
TRX-000726,"Huevos,Leche,Manzanas,Pan,Pañales"
TRX-000727,"Pan,Vino"
TRX-000728,"Cafe,Cerveza,Manzanas,Pañales"
TRX-000729,"Cerveza,Pañales,Queso"
TRX-000730,"Arroz,Chocolate,Pañales"
TRX-000731,"Arroz,Cafe,Queso"
TRX-000732,"Cafe,Leche,Pan,Pañales"
TRX-000733,"Arroz,Cerveza,Huevos,Pan"
TRX-000734,"Cafe,Leche,Pan"
TRX-000735,"Cafe,Huevos,Pasta,Queso"
TRX-000736,"Cafe,Leche,Pan,Pasta,Pañales"
TRX-000737,"Cafe,Cerveza,Huevos,Leche,Pan"
TRX-000738,"Cerveza,Pañales"
TRX-000739,"Cafe,Leche,Pan,Vino"
TRX-000740,"Cafe,Leche,Pan"
TRX-000741,Arroz
TRX-000742,"Arroz,Chocolate,Manzanas,Pañales"
TRX-000743,"Cafe,Cerveza,Chocolate,Huevos,Pañales"
TRX-000744,"Cafe,Cerveza,Pan"
TRX-000745,"Arroz,Leche,Pan,Pañales"
TRX-000746,"Cafe,Leche,Manzanas,Queso"
TRX-000747,"Cafe,Cerveza,Manzanas,Pasta,Queso"
TRX-000748,"Cafe,Chocolate,Huevos,Leche,Pan"
TRX-000749,Arroz
TRX-000750,"Cafe,Huevos,Leche,Pan"
TRX-000751,"Cafe,Cerveza,Chocolate,Pasta,Queso"
TRX-000752,"Cafe,Leche,Pan"
TRX-000753,"Cerveza,Pañales,Queso,Vino"
TRX-000754,"Arroz,Cafe,Leche,Pan"
TRX-000755,"Cerveza,Pañales"
TRX-000756,"Cerveza,Pasta,Pañales,Vino"
TRX-000757,"Cafe,Pan,Vino"
TRX-000758,"Cafe,Huevos,Leche,Pan"
TRX-000759,"Cafe,Leche,Manzanas,Pan"
TRX-000760,"Arroz,Cerveza,Leche,Pasta,Pañales"
TRX-000761,"Arroz,Leche,Manzanas,Queso"
TRX-000762,"Cafe,Leche,Pan,Pañales"
TRX-000763,"Cerveza,Manzanas,Pañales,Vino"
TRX-000764,"Cafe,Leche,Pan"
TRX-000765,"Cerveza,Leche,Pan,Pañales"
TRX-000766,Huevos
TRX-000767,"Cerveza,Manzanas,Pan,Pasta,Pañales"
TRX-000768,Huevos
TRX-000769,"Cafe,Leche,Pan"
TRX-000770,"Chocolate,Huevos"
TRX-000771,"Cerveza,Pañales"
TRX-000772,"Cafe,Leche,Pan,Pañales"
TRX-000773,"Leche,Manzanas,Pasta"
TRX-000774,"Cafe,Chocolate,Pan,Pasta,Pañales"
TRX-000775,"Huevos,Pan"
TRX-000776,"Cerveza,Pañales"
TRX-000777,"Cerveza,Pañales"
TRX-000778,"Arroz,Cerveza,Leche"
TRX-000779,"Cafe,Leche,Pan"
TRX-000780,"Cerveza,Pañales"
TRX-000781,"Cafe,Leche,Pan"
TRX-000782,"Cafe,Leche,Pan"
TRX-000783,"Cafe,Leche,Pan"
TRX-000784,"Arroz,Huevos,Pan,Pañales"
TRX-000785,"Pasta,Pañales"
TRX-000786,"Cafe,Leche,Pan"
TRX-000787,"Cafe,Chocolate,Vino"
TRX-000788,"Cafe,Leche,Pan"
TRX-000789,"Cafe,Leche,Pan"
TRX-000790,"Arroz,Cerveza,Pan,Pañales"
TRX-000791,"Huevos,Manzanas,Pan,Vino"
TRX-000792,"Cafe,Leche,Pan"
TRX-000793,"Cerveza,Chocolate,Pañales"
TRX-000794,"Cafe,Leche,Pan,Queso"
TRX-000795,"Arroz,Cafe,Chocolate"
TRX-000796,"Cerveza,Huevos,Pañales"
TRX-000797,"Cerveza,Huevos,Pasta,Pañales,Queso"
TRX-000798,Manzanas
TRX-000799,"Cafe,Leche,Pan"
TRX-000800,"Pan,Pasta,Vino"
TRX-000801,Cerveza
TRX-000802,Manzanas
TRX-000803,"Manzanas,Queso,Vino"
TRX-000804,"Cafe,Pasta,Pañales,Queso,Vino"
TRX-000805,"Cafe,Leche,Pan,Pañales"
TRX-000806,Pasta
TRX-000807,"Cafe,Leche,Pan,Vino"
TRX-000808,"Cafe,Leche,Pan"
TRX-000809,"Cerveza,Leche,Pañales,Queso"
TRX-000810,"Arroz,Cerveza,Chocolate,Queso"
TRX-000811,"Cerveza,Pañales"
TRX-000812,"Cafe,Leche,Pan"
TRX-000813,"Cerveza,Pañales"
TRX-000814,"Pasta,Vino"
TRX-000815,"Cerveza,Leche,Pasta,Pañales,Queso"
TRX-000816,"Arroz,Cerveza,Leche"
TRX-000817,"Cafe,Leche,Pan,Pañales"
TRX-000818,"Cafe,Chocolate,Vino"
TRX-000819,"Cerveza,Pañales"
TRX-000820,"Cafe,Leche,Pan"
TRX-000821,Cerveza
TRX-000822,"Cafe,Chocolate,Leche,Manzanas,Pasta"
TRX-000823,"Cafe,Huevos,Leche,Pan"
TRX-000824,"Cafe,Leche,Pan"
TRX-000825,"Cafe,Huevos,Leche,Manzanas,Vino"
TRX-000826,Vino
TRX-000827,"Cerveza,Pasta,Pañales"
TRX-000828,"Cerveza,Pañales,Queso,Vino"
TRX-000829,"Cafe,Leche,Pan"
TRX-000830,"Arroz,Cafe"
TRX-000831,"Cafe,Cerveza,Manzanas,Pañales"
TRX-000832,"Cafe,Leche,Pan,Pasta,Vino"
TRX-000833,"Cafe,Leche,Pan"
TRX-000834,"Arroz,Cerveza,Pañales"
TRX-000835,Cafe
TRX-000836,"Cafe,Leche,Pan"
TRX-000837,"Cafe,Cerveza,Vino"
TRX-000838,"Pan,Pasta,Queso"
TRX-000839,"Cafe,Leche,Manzanas,Pan"
TRX-000840,"Queso,Vino"
TRX-000841,"Cafe,Pasta"
TRX-000842,"Cafe,Leche,Pan"
TRX-000843,"Cerveza,Manzanas"
TRX-000844,"Cerveza,Pañales"
TRX-000845,"Cerveza,Huevos,Pañales,Queso"
TRX-000846,"Cerveza,Huevos,Pasta"
TRX-000847,"Cerveza,Huevos,Pasta,Pañales"
TRX-000848,"Cerveza,Chocolate,Pañales"
TRX-000849,"Chocolate,Pan,Queso,Vino"
TRX-000850,"Arroz,Pasta,Queso"
TRX-000851,"Cerveza,Pañales"
TRX-000852,"Cerveza,Pañales"
TRX-000853,"Cerveza,Chocolate,Pañales"
TRX-000854,"Cerveza,Pañales"
TRX-000855,"Cerveza,Pañales"
TRX-000856,"Manzanas,Pan,Queso,Vino"
TRX-000857,"Arroz,Cerveza,Huevos,Pañales,Queso"
TRX-000858,"Cafe,Leche,Pan"
TRX-000859,"Cerveza,Chocolate,Pasta"
TRX-000860,"Cerveza,Huevos,Pañales"
TRX-000861,"Cafe,Leche,Pan"
TRX-000862,"Cafe,Leche,Pan"
TRX-000863,Huevos
TRX-000864,"Cafe,Leche,Pan,Vino"
TRX-000865,Pan
TRX-000866,"Cerveza,Huevos,Manzanas,Pañales,Vino"
TRX-000867,"Cafe,Leche,Vino"
TRX-000868,"Cafe,Leche,Pan"
TRX-000869,"Huevos,Manzanas,Pañales,Vino"
TRX-000870,Arroz
TRX-000871,"Arroz,Manzanas,Pan"
TRX-000872,"Pan,Pasta"
TRX-000873,"Cerveza,Pañales"
TRX-000874,"Chocolate,Pañales"
TRX-000875,"Cafe,Leche,Pan"
TRX-000876,"Cerveza,Chocolate,Huevos,Manzanas,Queso"
TRX-000877,"Cerveza,Pañales"
TRX-000878,"Cafe,Huevos,Leche,Pan"
TRX-000879,"Cafe,Leche,Pan"
TRX-000880,"Cafe,Huevos,Manzanas,Queso,Vino"
TRX-000881,"Cafe,Leche,Pan,Queso"
TRX-000882,Chocolate
TRX-000883,"Cafe,Cerveza,Pañales"
TRX-000884,"Arroz,Huevos,Manzanas,Queso"
TRX-000885,"Arroz,Manzanas,Pasta"
TRX-000886,"Cafe,Cerveza,Leche,Pan,Pañales"
TRX-000887,"Cafe,Leche,Pan"
TRX-000888,"Cafe,Chocolate,Leche,Pan,Vino"
TRX-000889,"Cafe,Leche,Pan"
TRX-000890,"Arroz,Pan"
TRX-000891,"Cafe,Leche,Pan,Queso"
TRX-000892,"Cerveza,Pañales"
TRX-000893,"Cafe,Leche,Pan"
TRX-000894,"Arroz,Cafe,Cerveza,Chocolate,Huevos"
TRX-000895,Pan
TRX-000896,"Cafe,Leche,Pan"
TRX-000897,Queso
TRX-000898,"Arroz,Cafe,Huevos,Pasta,Pañales"
TRX-000899,"Arroz,Chocolate,Manzanas"
TRX-000900,"Cerveza,Huevos,Pasta,Pañales"
TRX-000901,"Manzanas,Queso"
TRX-000902,"Arroz,Chocolate,Leche,Vino"
TRX-000903,"Cerveza,Pañales"
TRX-000904,Pañales
TRX-000905,Chocolate
TRX-000906,"Cafe,Leche,Pan"
TRX-000907,"Cerveza,Pañales"
TRX-000908,"Cerveza,Pañales"
TRX-000909,"Arroz,Cafe,Cerveza,Pan,Queso"
TRX-000910,"Cerveza,Pan,Pañales"
TRX-000911,"Cerveza,Chocolate,Pañales"
TRX-000912,"Huevos,Pan"
TRX-000913,"Cerveza,Huevos,Pañales"
TRX-000914,"Chocolate,Leche,Manzanas,Pasta"
TRX-000915,Queso
TRX-000916,"Cafe,Leche,Pan"
TRX-000917,"Pan,Pasta"
TRX-000918,Arroz
TRX-000919,Pan
TRX-000920,"Arroz,Chocolate,Manzanas"
TRX-000921,"Cerveza,Pañales"
TRX-000922,"Cerveza,Huevos,Pañales"
TRX-000923,"Cerveza,Chocolate,Pañales,Vino"
TRX-000924,"Cerveza,Chocolate,Pasta"
TRX-000925,"Cerveza,Pañales"
TRX-000926,"Cafe,Cerveza,Huevos,Manzanas,Pañales"
TRX-000927,"Cerveza,Pañales"
TRX-000928,"Cerveza,Pañales"
TRX-000929,"Manzanas,Pan,Pasta,Pañales,Vino"
TRX-000930,"Cafe,Leche,Pan"
TRX-000931,"Manzanas,Queso"
TRX-000932,Pasta
TRX-000933,"Leche,Pasta"
TRX-000934,"Cerveza,Leche,Pan,Pasta,Pañales"
TRX-000935,"Leche,Pasta,Pañales,Vino"
TRX-000936,"Cafe,Leche,Pan"
TRX-000937,"Cerveza,Pan,Pañales"
TRX-000938,"Cerveza,Pañales"
TRX-000939,"Cafe,Cerveza,Leche,Pan"
TRX-000940,"Cerveza,Pañales"
TRX-000941,"Huevos,Leche,Pan,Queso"
TRX-000942,"Arroz,Cafe,Leche,Pan,Pasta"
TRX-000943,"Arroz,Cerveza,Huevos,Pañales"
TRX-000944,"Cafe,Leche,Pan"
TRX-000945,"Pañales,Queso"
TRX-000946,"Cerveza,Manzanas,Pañales"
TRX-000947,"Cafe,Leche,Pan"
TRX-000948,"Cerveza,Manzanas,Pan,Pasta,Pañales"
TRX-000949,Leche
TRX-000950,"Cafe,Leche,Pan,Queso,Vino"
TRX-000951,"Cafe,Huevos,Leche,Pan"
TRX-000952,"Cerveza,Huevos,Pan,Pañales"
TRX-000953,"Cerveza,Pañales"
TRX-000954,"Arroz,Cafe,Pan"
TRX-000955,"Cerveza,Pasta,Pañales"
TRX-000956,"Huevos,Leche,Pañales"
TRX-000957,"Cafe,Cerveza,Leche,Pan"
TRX-000958,"Cafe,Leche,Pan,Pasta,Queso"
TRX-000959,"Cafe,Leche,Pan"
TRX-000960,"Cafe,Chocolate,Huevos,Leche,Pan"
TRX-000961,"Cerveza,Pañales"
TRX-000962,"Cafe,Leche,Pan,Pasta"
TRX-000963,"Cafe,Leche,Pan"
TRX-000964,Arroz
TRX-000965,"Cafe,Manzanas,Pañales,Queso"
TRX-000966,"Cerveza,Pañales"
TRX-000967,"Cerveza,Pañales"
TRX-000968,"Cafe,Leche,Pan"
TRX-000969,"Cafe,Cerveza,Pañales"
TRX-000970,"Arroz,Huevos,Manzanas,Queso"
TRX-000971,"Cafe,Leche,Pan"
TRX-000972,Huevos
TRX-000973,"Cerveza,Pañales,Vino"
TRX-000974,"Cafe,Leche,Pan"
TRX-000975,"Cafe,Leche,Pan"
TRX-000976,"Arroz,Cafe,Chocolate,Pan,Queso"
TRX-000977,"Cerveza,Manzanas"
TRX-000978,"Cafe,Leche,Pan"
TRX-000979,"Arroz,Chocolate,Pan,Vino"
TRX-000980,"Cerveza,Leche,Pan,Vino"
TRX-000981,"Chocolate,Huevos,Pan,Pañales"
TRX-000982,"Cerveza,Pañales"
TRX-000983,"Arroz,Cafe,Pan,Pañales,Queso"
TRX-000984,"Cerveza,Pañales"
TRX-000985,"Cafe,Huevos,Manzanas,Pan,Pañales"
TRX-000986,"Cerveza,Pañales"
TRX-000987,"Cerveza,Pañales"
TRX-000988,"Cerveza,Pasta,Pañales"
TRX-000989,"Cafe,Leche,Pan"
TRX-000990,"Huevos,Pañales,Vino"
TRX-000991,"Cafe,Leche,Pan"
TRX-000992,"Cerveza,Pañales"
TRX-000993,Pan
TRX-000994,"Huevos,Leche"
TRX-000995,"Cafe,Leche,Pan"
TRX-000996,"Arroz,Chocolate,Queso"
TRX-000997,"Cerveza,Pañales"
TRX-000998,"Cafe,Leche,Pan"
TRX-000999,"Cafe,Leche,Pan,Queso"
TRX-001000,"Huevos,Leche"
TRX-001001,"Cafe,Chocolate,Huevos,Manzanas,Pañales"
TRX-001002,"Cafe,Leche,Pan"
TRX-001003,"Cafe,Leche,Pan"
TRX-001004,"Cafe,Leche,Pan"
TRX-001005,"Leche,Pan,Pasta,Pañales,Vino"
TRX-001006,"Cerveza,Huevos,Pan,Pañales"
TRX-001007,"Cafe,Leche"
TRX-001008,Arroz
TRX-001009,"Cafe,Leche,Pan"
TRX-001010,"Cerveza,Pan,Pañales"
TRX-001011,"Arroz,Leche,Pan"
TRX-001012,"Cerveza,Huevos,Pan,Pañales"
TRX-001013,"Cerveza,Pan,Pasta,Pañales,Vino"
TRX-001014,"Huevos,Vino"
TRX-001015,"Chocolate,Pasta"
TRX-001016,"Huevos,Leche,Manzanas,Pasta,Vino"
TRX-001017,"Huevos,Pasta,Pañales,Vino"
TRX-001018,"Cafe,Chocolate,Leche,Pan,Pañales"
TRX-001019,"Cerveza,Leche,Manzanas,Pan,Queso"
TRX-001020,"Cerveza,Pañales"
TRX-001021,"Cafe,Leche,Pan"
TRX-001022,"Cafe,Leche,Pan"
TRX-001023,"Cafe,Leche,Pan"
TRX-001024,"Chocolate,Huevos,Pan,Queso"
TRX-001025,Arroz
TRX-001026,"Cafe,Leche,Pan"
TRX-001027,"Cafe,Cerveza,Manzanas,Queso,Vino"
TRX-001028,"Arroz,Huevos,Queso"
TRX-001029,"Cerveza,Pañales,Vino"
TRX-001030,"Cafe,Leche,Pan"
TRX-001031,"Cafe,Leche,Pan"
TRX-001032,"Cafe,Leche,Pan"
TRX-001033,"Cafe,Huevos,Leche,Pan"
TRX-001034,"Cafe,Pan,Pasta,Queso,Vino"
TRX-001035,"Arroz,Cerveza,Chocolate,Pan,Pañales"
TRX-001036,"Cafe,Pañales"
TRX-001037,"Cafe,Leche,Pan"
TRX-001038,"Cerveza,Pañales"
TRX-001039,"Cafe,Leche,Pan,Vino"
TRX-001040,"Cafe,Cerveza,Manzanas,Pañales,Vino"
TRX-001041,"Cafe,Huevos,Leche,Pan,Pasta"
TRX-001042,"Arroz,Cerveza,Pasta,Pañales,Vino"
TRX-001043,"Cafe,Leche,Manzanas,Pan,Vino"
TRX-001044,"Cerveza,Pañales"
TRX-001045,"Cafe,Leche,Pan"
TRX-001046,"Cafe,Leche,Pan"
TRX-001047,"Arroz,Cerveza,Pañales,Vino"
TRX-001048,"Pañales,Queso,Vino"
TRX-001049,"Cafe,Leche,Pan"
TRX-001050,"Cafe,Leche,Pan"
TRX-001051,"Pañales,Queso"
TRX-001052,"Cafe,Leche,Pan"
TRX-001053,"Arroz,Huevos,Pan,Pasta"
TRX-001054,"Cafe,Leche,Pan"
TRX-001055,"Cerveza,Pañales,Vino"
TRX-001056,"Cafe,Leche,Pan"
TRX-001057,"Cafe,Leche,Pan"
TRX-001058,"Cafe,Leche,Pan"
TRX-001059,"Cafe,Leche,Pan,Pasta,Pañales"
TRX-001060,"Cerveza,Pañales"
TRX-001061,"Arroz,Cafe,Cerveza,Chocolate,Leche"
TRX-001062,"Pan,Pañales,Queso"
TRX-001063,"Cafe,Pan,Pañales,Queso,Vino"
TRX-001064,"Chocolate,Leche,Pasta,Queso"
TRX-001065,"Cafe,Chocolate,Pañales"
TRX-001066,"Cafe,Leche,Pan"
TRX-001067,"Cerveza,Huevos,Pasta"
TRX-001068,"Chocolate,Queso"
TRX-001069,"Cafe,Leche,Pan"
TRX-001070,"Cerveza,Pañales"
TRX-001071,"Cerveza,Pañales,Queso"
TRX-001072,"Arroz,Cerveza,Leche,Pan"
TRX-001073,"Pasta,Vino"
TRX-001074,"Cafe,Pan,Pasta,Pañales"
TRX-001075,Leche
TRX-001076,"Cerveza,Pañales"
TRX-001077,"Cerveza,Chocolate,Manzanas,Pasta,Pañales"
TRX-001078,"Arroz,Leche,Pan,Pasta,Pañales"
TRX-001079,"Cerveza,Pañales"
TRX-001080,"Cafe,Leche,Pan,Pañales"
TRX-001081,"Cafe,Leche,Pan"
TRX-001082,"Chocolate,Leche,Pañales,Queso"
TRX-001083,"Cafe,Cerveza,Chocolate,Pan"
TRX-001084,"Arroz,Cafe,Leche,Manzanas,Pan"
TRX-001085,Manzanas
TRX-001086,Cerveza
TRX-001087,"Cerveza,Pan"
TRX-001088,"Cafe,Leche,Pan"
TRX-001089,Pañales
TRX-001090,"Cafe,Leche,Pan"
TRX-001091,"Arroz,Cerveza,Huevos,Leche,Pan"
TRX-001092,"Cerveza,Pañales"
TRX-001093,Chocolate
TRX-001094,"Cerveza,Leche,Pasta,Queso"
TRX-001095,"Cerveza,Manzanas,Pan,Pañales,Vino"
TRX-001096,"Cerveza,Chocolate,Leche,Pañales"
TRX-001097,"Cafe,Leche,Pan"
TRX-001098,"Cerveza,Huevos,Leche,Vino"
TRX-001099,"Arroz,Cerveza,Pan,Pasta,Pañales"
TRX-001100,"Arroz,Cafe,Leche"
TRX-001101,"Arroz,Manzanas,Queso"
TRX-001102,"Cafe,Leche,Pan"
TRX-001103,"Arroz,Cerveza,Pañales,Vino"
TRX-001104,"Huevos,Leche,Pan,Pasta,Pañales"
TRX-001105,"Huevos,Leche,Pañales"
TRX-001106,"Arroz,Cafe,Cerveza,Leche,Pan"
TRX-001107,"Cerveza,Pañales"
TRX-001108,"Cafe,Vino"
TRX-001109,"Cafe,Chocolate,Leche,Pañales,Queso"
TRX-001110,"Cerveza,Pañales"
TRX-001111,"Leche,Pasta"
TRX-001112,"Cafe,Manzanas,Vino"
TRX-001113,"Cerveza,Pan,Pañales,Queso"
TRX-001114,"Cerveza,Pañales,Vino"
TRX-001115,"Cafe,Leche,Pan"
TRX-001116,"Arroz,Cerveza,Pañales"
TRX-001117,"Manzanas,Queso"
TRX-001118,"Huevos,Queso,Vino"
TRX-001119,"Cerveza,Pasta,Pañales"
TRX-001120,"Cafe,Leche,Pan"
TRX-001121,"Cafe,Leche,Pan"
TRX-001122,"Cerveza,Pan,Pañales"
TRX-001123,"Cafe,Leche,Pan"
TRX-001124,Vino
TRX-001125,"Cerveza,Pasta,Pañales,Vino"
TRX-001126,"Cerveza,Pañales,Queso"
TRX-001127,"Cerveza,Manzanas,Queso"
TRX-001128,Vino
TRX-001129,"Cafe,Leche,Pan"
TRX-001130,"Cafe,Leche,Pan"
TRX-001131,"Arroz,Manzanas"
TRX-001132,"Cafe,Manzanas,Pan,Vino"
TRX-001133,"Arroz,Cafe,Leche,Pan"
TRX-001134,"Arroz,Cafe,Leche,Manzanas,Vino"
TRX-001135,"Cerveza,Pañales"
TRX-001136,"Cafe,Huevos,Leche,Pan,Pasta"
TRX-001137,"Cafe,Leche,Pan"
TRX-001138,"Chocolate,Pañales"
TRX-001139,"Cerveza,Huevos,Leche,Pasta"
TRX-001140,"Cerveza,Pañales"
TRX-001141,"Cerveza,Huevos,Leche,Pañales"
TRX-001142,"Manzanas,Pan"
TRX-001143,"Chocolate,Huevos,Queso"
TRX-001144,"Cerveza,Leche,Pan,Queso"
TRX-001145,"Pasta,Queso,Vino"
TRX-001146,"Cafe,Leche,Pan"
TRX-001147,Manzanas
TRX-001148,"Cerveza,Pañales"
TRX-001149,"Arroz,Chocolate,Pasta"
TRX-001150,"Cafe,Leche,Pan,Pasta"
TRX-001151,Cafe
TRX-001152,"Cafe,Leche,Pan"
TRX-001153,"Cerveza,Huevos,Leche,Pañales"
TRX-001154,"Arroz,Cerveza,Chocolate,Manzanas,Pasta"
TRX-001155,Leche
TRX-001156,"Cafe,Leche,Pan"
TRX-001157,"Cerveza,Pan,Pañales"
TRX-001158,"Cerveza,Manzanas,Pañales"
TRX-001159,"Cerveza,Pañales"
TRX-001160,"Cafe,Leche,Pan"
TRX-001161,"Cafe,Huevos,Queso,Vino"
TRX-001162,"Cafe,Leche,Pan"
TRX-001163,Pañales
TRX-001164,"Arroz,Vino"
TRX-001165,Vino
TRX-001166,"Manzanas,Queso"
TRX-001167,"Cafe,Leche,Pan,Pañales"
TRX-001168,"Cerveza,Pañales"
TRX-001169,"Cafe,Huevos,Leche,Pan"
TRX-001170,"Cerveza,Pañales"
TRX-001171,"Cafe,Leche,Pan,Vino"
