id_cliente,edad,ingreso_mensual,escolaridad,canal_contacto,score_credito,tasa_interes,monto_prestamo
CLI-000351,42.0,3770224.98,Primaria,App Movil,,2.49,22409269.85
CLI-000352,,,Secundaria,Sucursal,684.6,2.91,
CLI-000353,,187499.56,Primaria,Sucursal,545.5,2.27,588466.13
CLI-000354,36.0,,Pregrado,Sucursal,625.0,3.25,
CLI-000355,38.0,9260981.55,,Web,625.9,1.51,34649621.23
CLI-000356,26.0,38672.81,,App Movil,532.2,3.25,220968.63
CLI-000357,38.0,944554.64,Secundaria,Web,588.7,2.11,5655935.92
CLI-000358,35.0,13418046.79,Pregrado,Web,719.9,1.26,77942587.99
CLI-000359,42.0,3991551.85,Pregrado,App Movil,718.8,3.02,20169191.66
CLI-000360,28.0,1274138.25,Secundaria,Web,519.7,3.11,5674374.12
CLI-000361,44.0,291230.24,Secundaria,Sucursal,687.8,2.61,1330165.44
CLI-000362,56.0,120104.65,Primaria,Sucursal,532.4,1.44,526835.69
CLI-000363,37.0,1178939.76,Pregrado,Call Center,617.9,4.15,5864839.28
CLI-000364,43.0,8957435.17,Secundaria,Sucursal,642.2,3.22,35525692.13
CLI-000365,46.0,2258367.11,Secundaria,Web,710.2,1.58,10935496.88
CLI-000366,33.0,5351459.36,Secundaria,App Movil,636.0,2.89,15656456.42
CLI-000367,41.0,10518976.14,Pregrado,Web,568.9,2.84,36079389.42
CLI-000368,38.0,2202131.37,Pregrado,App Movil,555.3,1.4,11948788.24
CLI-000369,39.0,891656.96,Pregrado,Web,663.4,3.2,5049561.48
CLI-000370,29.0,3057527.84,Pregrado,Web,599.3,3.87,13411934.02
CLI-000371,38.0,10024882.38,Pregrado,App Movil,617.3,3.67,26172207.65
CLI-000372,44.0,6852521.44,Primaria,Sucursal,727.6,1.87,39363675.54
CLI-000373,55.0,286006.04,Secundaria,Sucursal,684.8,4.05,1417796.26
CLI-000374,50.0,4953971.27,,App Movil,777.0,2.33,19563716.71
CLI-000375,64.0,3563249.25,,App Movil,568.5,4.32,16370729.75
CLI-000376,29.0,9996624.2,Pregrado,App Movil,593.3,1.44,40028601.79
CLI-000377,48.0,548760.02,Secundaria,Sucursal,664.7,2.8,2265658.52
CLI-000378,40.0,3207318.0,Primaria,Web,795.5,3.17,17973279.36
CLI-000379,64.0,8886343.1,Secundaria,Sucursal,586.4,2.02,27225932.35
CLI-000380,28.0,2216226.85,Posgrado,App Movil,653.1,3.75,6344707.25
CLI-000381,28.0,2762634.95,Pregrado,Web,755.7,3.27,6932972.21
CLI-000382,31.0,306877.91,Posgrado,Web,654.0,1.26,1104454.0
CLI-000383,13.0,1368902.25,Pregrado,Web,731.6,3.21,4128538.25
CLI-000384,32.0,1647710.25,Primaria,App Movil,806.6,2.82,5387928.87
CLI-000385,29.0,12191133.85,Primaria,Sucursal,673.6,1.85,30957390.42
CLI-000386,40.0,1395305.58,Primaria,App Movil,686.7,4.49,4597788.55
CLI-000387,42.0,2594744.06,Pregrado,App Movil,709.4,4.16,9508415.05
CLI-000388,61.0,,Secundaria,web,577.7,2.17,
CLI-000389,49.0,743215.3,Pregrado,Web,531.5,2.99,3439351.01
CLI-000390,31.0,2798850.85,Pregrado,Web,662.7,2.24,12569082.81
CLI-000391,27.0,5634175.25,Secundaria,App Movil,600.0,3.76,15998946.16
CLI-000392,44.0,8468536.1,Secundaria,Sucursal,734.2,4.27,38807356.48
CLI-000393,22.0,4133610.47,Primaria,Sucursal,675.1,2.38,24782188.2
CLI-000394,-3.0,4644354.1,Pregrado,App Movil,732.9,3.86,26963454.14
CLI-000395,52.0,566997.04,Secundaria,APP,553.9,2.84,1422793.16
CLI-000396,32.0,12241491.5,Secundaria,Sucursal,730.1,2.51,64681887.68
CLI-000397,17.0,597345.68,Posgrado,Web,466.1,4.3,2232650.24
CLI-000398,54.0,6258849.74,Pregrado,Sucursal,560.4,2.88,17041469.62
CLI-000399,37.0,1292066.62,Pregrado,Web,700.6,2.74,4568671.66
CLI-000400,53.0,11390210.88,Pregrado,Sucursal,609.8,3.42,41301790.89
CLI-000401,19.0,5345848.97,Pregrado,Web,617.5,2.06,23154768.8
CLI-000402,31.0,5887000.41,Pregrado,Sucursal,658.6,2.27,28338802.46
CLI-000403,38.0,1038474.77,Secundaria,App Movil,763.8,4.28,5318750.67
CLI-000404,39.0,2458099.61,Secundaria,Call Center,496.3,3.44,8260838.63
CLI-000405,33.0,4039752.24,Pregrado,App Movil,749.9,3.93,14648937.44
CLI-000406,45.0,6172157.35,Pregrado,Sucursal,754.6,2.09,22092224.84
CLI-000407,25.0,461032.02,Pregrado,Web,609.7,2.99,1737896.64
CLI-000408,36.0,13775282.72,Posgrado,web,594.4,4.41,82635125.78
CLI-000409,39.0,9278988.7,Posgrado,Sucursal,640.6,2.25,48462316.66
CLI-000410,44.0,1323791.2,Secundaria,Web,592.7,1.73,7826871.29
CLI-000411,47.0,7267058.0,Secundaria,APP,677.6,2.89,35796718.95
CLI-000412,25.0,3068030.41,Secundaria,App Movil,688.0,2.48,12032654.06
CLI-000413,20.0,2602055.75,Pregrado,Sucursal,525.7,1.73,10054615.7
CLI-000414,53.0,1585544.77,Secundaria,Sucursal,576.4,4.13,6675197.4
CLI-000415,42.0,3653199.44,Secundaria,Web,555.2,4.47,14463178.21
CLI-000416,29.0,5497475.46,Primaria,APP,667.2,3.08,29681649.89
CLI-000417,57.0,2222703.79,Secundaria,App Movil,719.8,3.76,9174225.55
CLI-000418,39.0,4167005.67,Primaria,Web,,4.03,14728907.68
CLI-000419,52.0,5047077.67,Secundaria,Call Center,719.2,3.51,26305424.03
CLI-000420,39.0,5215350.81,Pregrado,Sucursal,576.0,1.35,28634734.63
CLI-000421,63.0,224133.07,Primaria,Web,707.5,1.72,890144.79
CLI-000422,59.0,8250114.97,Primaria,Web,627.3,1.43,39908528.66
CLI-000423,35.0,,Pregrado,Sucursal,614.7,1.23,
CLI-000424,50.0,1278376.72,Pregrado,Web,741.4,2.21,5564936.19
CLI-000425,46.0,1162397.31,Secundaria,web,793.0,2.49,3088994.11
CLI-000426,54.0,2770906.75,Primaria,Sucursal,494.7,2.0,7210364.71
CLI-000427,26.0,9151286.63,Pregrado,App Movil,698.0,1.41,42509895.04
CLI-000428,46.0,1996571.45,Secundaria,App Movil,664.2,2.95,7111136.3
CLI-000429,51.0,,Primaria,App Movil,702.6,2.1,
CLI-000430,17.0,427694.42,Secundaria,App Movil,534.9,3.83,2410609.34
CLI-000431,24.0,2714761.61,Primaria,Sucursal,563.3,1.23,8111352.35
CLI-000432,14.0,20117291.56,Pregrado,APP,596.3,3.98,101307259.05
CLI-000433,35.0,6180641.35,Posgrado,App Movil,667.0,4.35,26581825.89
CLI-000434,47.0,992844.43,Pregrado,App Movil,591.4,3.56,2871720.48
CLI-000435,56.0,2923344.02,Pregrado,Web,624.2,3.62,13975262.77
CLI-000436,39.0,1117550.13,Secundaria,Sucursal,716.4,4.28,5177759.29
CLI-000437,58.0,2212933.08,Pregrado,Sucursal,,1.89,9526116.01
CLI-000438,21.0,6360940.87,Secundaria,Sucursal,710.7,4.48,36528652.1
CLI-000439,18.0,,Secundaria,Web,718.8,3.75,
CLI-000440,37.0,1087383.19,Pregrado,Call Center,635.5,3.6,6488201.18
CLI-000441,43.0,10726437.17,Posgrado,App Movil,578.8,2.39,45933830.99
CLI-000442,38.0,3771103.06,Secundaria,Sucursal,,3.0,10956872.57
CLI-000443,13.0,2007237.53,Pregrado,Sucursal,645.4,3.36,8323310.26
CLI-000444,37.0,2927508.59,Secundaria,Sucursal,557.2,3.25,9186963.04
CLI-000445,22.0,3902009.66,Secundaria,App Movil,715.2,3.53,17910096.35
CLI-000446,46.0,3447073.53,Primaria,Sucursal,771.6,1.47,16980155.33
CLI-000447,42.0,2798545.39,Pregrado,Web,659.8,2.37,11584644.34
CLI-000448,,2952859.46,Pregrado,Sucursal,736.7,2.63,8391909.61
CLI-000449,32.0,815156.01,Pregrado,Web,746.7,2.06,3374945.51
CLI-000450,25.0,7035921.32,Secundaria,App Movil,567.2,1.77,19595672.36
CLI-000451,150.0,3277524.23,Primaria,Web,511.0,1.66,16018705.79
CLI-000452,49.0,590117.05,Pregrado,Call Center,610.1,2.41,3107726.8
CLI-000453,26.0,6103044.21,Secundaria,App Movil,657.7,2.83,35814684.42
CLI-000454,44.0,11318151.92,Secundaria,Sucursal,554.3,1.41,34189956.79
CLI-000455,32.0,12361737.14,,Sucursal,763.8,4.32,53940083.68
CLI-000456,28.0,1934005.58,Pregrado,Call Center,805.9,3.73,8676685.47
CLI-000457,37.0,,Secundaria,Web,664.3,3.61,
CLI-000458,26.0,3068690.56,Primaria,Sucursal,571.5,1.77,14408939.07
CLI-000459,31.0,501773.33,Primaria,App Movil,688.9,3.19,1509978.33
CLI-000460,24.0,11415221.69,Pregrado,Web,571.2,2.95,45971719.07
CLI-000461,62.0,851868.76,Pregrado,Web,741.4,4.44,4081873.0
CLI-000462,38.0,1223782.15,Pregrado,Web,631.5,3.67,6058939.93
CLI-000463,30.0,2192182.14,Secundaria,Web,708.2,3.1,12102509.27
CLI-000464,41.0,2029241.98,Primaria,App Movil,722.2,4.01,6355129.14
CLI-000465,37.0,6649029.34,,Web,693.0,1.71,38766484.13
CLI-000466,,2559432.09,,App Movil,792.8,1.25,6928351.81
CLI-000467,45.0,786473.61,Pregrado,Web,,3.48,4674144.38
CLI-000468,47.0,1305763.07,Primaria,Web,609.7,1.52,7184549.75
CLI-000469,32.0,,Pregrado,web,481.8,1.58,
CLI-000470,31.0,670017.67,Posgrado,App Movil,467.3,3.66,3398654.08
CLI-000471,35.0,3972624.18,Pregrado,Web,702.2,2.09,10942283.52
CLI-000472,150.0,3503340.42,Pregrado,App Movil,635.3,3.27,9266964.33
CLI-000473,,5267732.99,Primaria,Web,584.8,4.23,15045595.13
CLI-000474,,11658645.34,Primaria,Web,560.9,2.24,32711353.19
CLI-000475,58.0,10219924.66,Primaria,Web,709.3,1.92,45129494.03
CLI-000476,,12264724.7,Posgrado,APP,571.3,1.55,39910075.92
CLI-000477,45.0,1178775.81,Pregrado,Sucursal,780.5,1.63,6495903.11
CLI-000478,42.0,592464.14,Pregrado,Sucursal,838.1,1.41,2405475.61
CLI-000479,75.0,1511717.23,Primaria,,578.0,1.49,7459246.17
CLI-000480,51.0,9469346.99,Posgrado,web,703.6,2.63,45311353.98
CLI-000481,36.0,15025342.09,Pregrado,Sucursal,685.2,2.26,54384009.87
CLI-000482,27.0,8237471.2,Secundaria,Sucursal,571.0,3.53,27604478.59
CLI-000483,19.0,489525.66,Posgrado,App Movil,571.4,4.07,1810558.14
CLI-000484,-3.0,12371400.65,Secundaria,Web,640.2,3.79,65423731.36
CLI-000485,29.0,2312241.55,Secundaria,App Movil,558.9,2.95,10525251.79
CLI-000486,21.0,39286.39,Secundaria,App Movil,737.3,1.54,133078.14
CLI-000487,,2453229.22,Posgrado,APP,630.3,3.54,13155349.82
CLI-000488,25.0,198089.28,Posgrado,App Movil,560.3,2.4,533188.57
CLI-000489,58.0,3296978.11,Secundaria,Sucursal,642.9,1.48,16310618.26
CLI-000490,49.0,1735973.29,Pregrado,App Movil,687.3,3.98,7007868.67
CLI-000491,38.0,2693797.56,Pregrado,Web,592.0,2.32,13629312.8
CLI-000492,56.0,3989037.74,Pregrado,App Movil,490.6,1.92,22921467.52
CLI-000493,39.0,8530371.17,Secundaria,App Movil,,4.08,43719170.28
CLI-000494,28.0,4554556.57,Pregrado,App Movil,552.6,4.18,18431738.17
CLI-000495,56.0,2390839.69,Pregrado,App Movil,586.5,2.32,7240454.51
CLI-000496,44.0,7188824.49,Primaria,Web,687.5,2.37,38260565.97
CLI-000497,26.0,9912105.01,Secundaria,App Movil,603.0,3.11,40763227.99
CLI-000498,36.0,535754.7,Pregrado,Sucursal,638.7,3.62,1480608.01
CLI-000499,27.0,3188403.89,Secundaria,App Movil,766.2,1.41,15995246.32
CLI-000500,21.0,1406119.66,,App Movil,621.8,3.16,4951624.9
CLI-000501,49.0,202459.29,Primaria,Web,811.7,4.34,540790.79
CLI-000502,61.0,4637927.03,,Web,709.2,2.06,26248944.24
CLI-000503,21.0,8341630.9,Secundaria,App Movil,575.5,4.2,34958555.74
CLI-000504,45.0,746822.63,Primaria,App Movil,611.9,4.34,2601454.83
CLI-000505,30.0,7028767.4,Secundaria,App Movil,549.0,2.09,35195519.19
CLI-000506,32.0,8064077.23,Pregrado,Call Center,701.0,3.69,45164141.25
CLI-000507,31.0,10320972.79,Pregrado,Web,756.0,1.99,25813524.57
CLI-000508,28.0,1294745.47,Secundaria,Web,621.3,3.63,6353940.93
CLI-000509,39.0,9840256.87,Secundaria,App Movil,501.1,3.83,51017214.5
CLI-000510,28.0,1623877.9,Pregrado,App Movil,678.8,2.02,5252832.53
CLI-000511,41.0,3375610.67,Secundaria,App Movil,581.0,3.56,14223754.68
CLI-000512,37.0,217675.99,Pregrado,Call Center,593.1,3.88,612213.86
CLI-000513,35.0,188466.55,Primaria,Call Center,674.9,2.38,963747.18
CLI-000514,27.0,5352057.76,Pregrado,Web,748.6,1.75,29254861.86
CLI-000515,31.0,2468972.63,Pregrado,web,709.2,1.5,7107316.21
CLI-000516,47.0,,,Web,684.4,3.1,
CLI-000517,44.0,887172.93,Pregrado,Sucursal,637.4,4.43,4613738.92
CLI-000518,26.0,4655791.13,Secundaria,Sucursal,544.4,3.92,17292523.68
CLI-000519,39.0,1686.82,Primaria,Sucursal,677.8,2.64,8292.43
CLI-000520,47.0,6885212.43,Pregrado,Web,707.4,2.97,17214190.78
CLI-000521,18.0,346778.44,Pregrado,App Movil,602.4,2.12,1997891.78
CLI-000522,45.0,892759.37,Posgrado,App Movil,620.7,1.74,3951657.69
CLI-000523,30.0,2050210.82,Pregrado,Web,738.8,2.79,9576916.13
CLI-000524,45.0,2785919.32,Pregrado,Web,618.6,2.73,13445704.55
CLI-000525,29.0,1841689.04,Secundaria,App Movil,628.4,2.92,8222757.68
CLI-000526,16.0,1624183.39,Secundaria,App Movil,642.9,4.34,8930854.34
CLI-000527,18.0,13952005.45,Secundaria,Sucursal,703.2,3.19,64652985.12
CLI-000528,39.0,4309405.41,Primaria,Web,673.5,3.2,24465183.89
CLI-000529,41.0,99589.87,Pregrado,Call Center,667.5,1.62,451954.83
CLI-000530,27.0,2362195.82,Secundaria,Web,771.4,4.49,7320275.89
CLI-000531,,8733946.8,Secundaria,Call Center,617.2,3.75,49761390.66
CLI-000532,18.0,1506780.98,Primaria,App Movil,574.0,4.09,7361674.17
CLI-000533,37.0,417186.96,Secundaria,App Movil,731.8,2.57,2063964.27
CLI-000534,23.0,5965716.89,Primaria,Call Center,668.5,2.86,35491160.16
CLI-000535,30.0,3912045.8,Pregrado,Web,602.9,2.92,10809717.77
CLI-000536,39.0,3547727.81,Secundaria,Web,621.2,1.84,14191174.21
CLI-000537,28.0,231273.83,Pregrado,App Movil,548.1,3.48,771722.35
CLI-000538,33.0,635893.87,Pregrado,Web,668.5,4.18,2992829.81
CLI-000539,50.0,4092125.39,,App Movil,533.1,1.74,21785824.49
CLI-000540,31.0,978480.26,Primaria,Web,704.6,1.48,5755506.49
CLI-000541,48.0,2945546.74,Secundaria,Call Center,608.2,3.64,12050486.13
CLI-000542,24.0,3306231.03,Secundaria,Sucursal,538.5,2.1,17363544.46
CLI-000543,44.0,1400225.68,Secundaria,Web,737.8,3.26,7994841.36
CLI-000544,55.0,12451829.19,Posgrado,Call Center,830.5,3.5,60909853.46
CLI-000545,8.0,7762028.21,Pregrado,App Movil,685.0,2.26,25999409.74
CLI-000546,28.0,5382210.21,Pregrado,App Movil,627.2,3.89,24906121.39
CLI-000547,45.0,341054.29,Secundaria,App Movil,573.2,3.01,2010457.8
CLI-000548,36.0,471218.79,Pregrado,Sucursal,670.9,4.07,2806785.7
CLI-000549,42.0,2851015.01,Primaria,App Movil,700.9,3.72,13537358.77
CLI-000550,31.0,735852.49,Pregrado,Sucursal,650.6,4.07,4124053.75
CLI-000551,39.0,16081181.51,Pregrado,Web,721.6,1.27,51479444.47
CLI-000552,36.0,724891.91,Secundaria,APP,771.1,2.0,2436561.14
CLI-000553,52.0,2807245.6,Secundaria,Sucursal,549.2,1.5,16380577.45
CLI-000554,41.0,1901537.71,Pregrado,Web,673.5,2.66,5653887.36
CLI-000555,42.0,4283782.92,Primaria,Sucursal,497.7,4.14,13574762.03
CLI-000556,33.0,580251.44,Primaria,App Movil,584.9,2.74,2304712.36
CLI-000557,32.0,2363231.68,Secundaria,Web,707.6,4.0,10784714.13
CLI-000558,33.0,1348942.79,Secundaria,Web,646.3,2.28,6223159.07
CLI-000559,43.0,9185569.41,Pregrado,Web,521.1,2.32,32350804.15
CLI-000560,33.0,174015.65,Pregrado,Call Center,734.0,4.16,995743.42
CLI-000561,41.0,10291026.14,Pregrado,App Movil,606.5,2.61,58688175.09
CLI-000562,63.0,7516850.75,Secundaria,App Movil,718.1,3.81,29107036.51
CLI-000563,48.0,1483484.3,Pregrado,Web,691.0,1.98,5963638.33
CLI-000564,34.0,6540557.54,Posgrado,App Movil,583.3,4.33,32432923.7
CLI-000565,52.0,133186.55,Secundaria,App Movil,719.5,3.1,642023.85
CLI-000566,33.0,14310163.4,Secundaria,Sucursal,675.5,3.71,54922973.13
CLI-000567,14.0,,Posgrado,APP,664.0,1.5,
CLI-000568,150.0,1517767.2,Primaria,App Movil,612.5,2.83,5643265.32
CLI-000569,16.0,1891392.47,Secundaria,App Movil,561.8,4.17,6286700.18
CLI-000570,34.0,288594.32,Primaria,App Movil,616.5,4.09,1184242.25
CLI-000571,38.0,19077028.98,Primaria,Call Center,614.8,1.35,93525505.85
CLI-000572,58.0,168355.78,Primaria,Web,718.1,2.2,858089.79
CLI-000573,42.0,4468555.1,Secundaria,App Movil,518.1,2.66,23352927.1
CLI-000574,35.0,2455807.43,Pregrado,Sucursal,767.7,1.77,9360462.4
CLI-000575,48.0,12492010.5,Secundaria,Web,772.0,3.61,64661469.29
CLI-000576,11.0,,Pregrado,Web,598.7,1.81,
CLI-000577,41.0,3189784.59,Secundaria,Sucursal,,2.34,13300364.36
CLI-000578,47.0,2765565.33,,Web,569.6,3.39,14598494.02
CLI-000579,20.0,5097008.94,,App Movil,740.2,2.79,23982224.86
CLI-000580,52.0,295820.46,Pregrado,App Movil,584.4,3.64,1230382.65
CLI-000581,-3.0,904721.77,Posgrado,App Movil,732.7,4.37,4303080.23
CLI-000582,33.0,1014372.85,Pregrado,Web,535.0,1.58,5755867.03
CLI-000583,46.0,5627942.63,Posgrado,web,736.6,3.54,25226331.56
CLI-000584,65.0,880564.69,Secundaria,Web,753.1,1.96,4666333.9
CLI-000585,40.0,3578919.13,Secundaria,Sucursal,532.4,2.57,21232293.98
CLI-000586,41.0,1018005.28,Pregrado,Web,790.6,1.31,5058965.74
CLI-000587,32.0,8306707.61,Secundaria,App Movil,731.5,1.65,37435342.23
CLI-000588,28.0,11972162.51,Pregrado,Web,490.2,2.26,31501163.75
CLI-000589,48.0,3069504.72,Posgrado,Web,610.8,2.33,11696877.67
CLI-000590,28.0,1824233.75,Secundaria,Web,733.0,4.17,8170833.39
CLI-000591,39.0,1119923.85,Pregrado,App Movil,707.8,3.65,5924646.91
CLI-000592,32.0,214463.74,Secundaria,App Movil,658.9,4.41,865010.92
CLI-000593,44.0,1313164.28,Secundaria,Web,724.2,3.18,7695410.52
CLI-000594,42.0,4460392.36,Pregrado,APP,580.1,2.0,15394054.62
CLI-000595,50.0,3203541.38,Secundaria,Web,653.8,2.28,16357234.82
CLI-000596,32.0,12109192.08,Pregrado,App Movil,582.4,2.26,48032441.91
CLI-000597,35.0,2119488.97,Pregrado,Web,660.8,2.28,8903887.81
CLI-000598,26.0,4971639.47,Secundaria,App Movil,730.1,3.42,26393226.43
CLI-000599,33.0,2822473.45,Pregrado,Sucursal,712.5,2.95,9982392.62
CLI-000600,43.0,3018209.63,Pregrado,App Movil,667.8,2.47,8568220.86
CLI-000601,47.0,1308999.3,Secundaria,Web,729.2,1.69,5656047.94
CLI-000602,27.0,2548892.52,Secundaria,Web,737.1,1.27,11089673.51
CLI-000603,48.0,2672714.09,Posgrado,Sucursal,793.8,1.92,14138890.6
CLI-000604,54.0,5150726.08,Pregrado,Web,743.4,1.55,30333229.66
CLI-000605,43.0,11861365.6,Secundaria,App Movil,702.5,3.79,31949209.8
CLI-000606,61.0,1677753.25,Primaria,Web,724.7,1.57,7668864.41
CLI-000607,29.0,181090.48,Pregrado,Web,669.5,3.59,884531.9
CLI-000608,23.0,2880211.95,Pregrado,Web,627.6,2.47,17138138.78
CLI-000609,,3302353.63,Primaria,Call Center,719.4,1.44,19150565.83
CLI-000610,56.0,774700.45,Pregrado,Sucursal,710.6,3.88,3868526.87
CLI-000611,46.0,,Secundaria,App Movil,673.4,3.11,
CLI-000612,37.0,17618958.45,Pregrado,Web,634.4,1.98,54007987.59
CLI-000613,41.0,12241353.61,Secundaria,App Movil,630.0,4.15,47063327.74
CLI-000614,24.0,922037.03,Secundaria,App Movil,617.3,1.35,4193358.15
CLI-000615,67.0,8745877.1,Secundaria,App Movil,750.5,1.87,44063490.15
CLI-000616,40.0,5120072.61,,Web,744.3,3.68,24186703.07
CLI-000617,39.0,2540392.36,Pregrado,APP,740.8,3.54,12700513.28
CLI-000618,47.0,3267003.27,Pregrado,App Movil,565.9,2.15,13074657.4
CLI-000619,-3.0,7956723.73,Pregrado,web,621.3,1.4,40155161.98
CLI-000620,41.0,2747581.2,Secundaria,Web,,4.03,8251245.7
CLI-000621,29.0,1961986.01,Posgrado,Web,601.5,2.24,6021437.27
CLI-000622,44.0,2854876.7,Primaria,Web,799.0,1.85,8764221.7
CLI-000623,61.0,3634809.43,Pregrado,Sucursal,682.0,2.9,20420458.79
CLI-000624,54.0,880248.52,Secundaria,App Movil,676.3,4.2,2434872.35
CLI-000625,,9709156.15,Secundaria,Call Center,612.7,1.34,51509785.19
CLI-000626,32.0,,Pregrado,Call Center,719.0,3.73,
CLI-000627,,4213131.07,Pregrado,Sucursal,825.3,3.09,17440276.25
CLI-000628,36.0,440163.88,Pregrado,Sucursal,656.5,2.6,2511508.23
CLI-000629,39.0,3892477.69,Pregrado,Sucursal,631.3,3.66,17713810.81
CLI-000630,51.0,541487.64,Secundaria,Sucursal,642.8,4.39,1751935.56
CLI-000631,18.0,344261.57,Posgrado,App Movil,624.2,1.96,1202958.44
CLI-000632,56.0,3147133.04,Secundaria,Sucursal,649.8,1.67,18006520.54
CLI-000633,36.0,2165011.76,Pregrado,Call Center,601.1,4.21,8649230.07
CLI-000634,33.0,3732542.27,Pregrado,App Movil,579.1,3.41,16999674.12
CLI-000635,26.0,392516.39,Secundaria,APP,648.3,2.65,1613149.21
CLI-000636,18.0,,Primaria,Web,656.5,3.09,
CLI-000637,48.0,806876.28,Secundaria,App Movil,628.2,3.66,2647745.91
CLI-000638,39.0,18272245.44,Secundaria,Web,766.6,3.75,89564521.9
CLI-000639,23.0,3459111.99,Primaria,Web,683.2,4.24,17343458.59
CLI-000640,22.0,4884384.9,Primaria,Call Center,709.4,2.61,16910218.32
CLI-000641,34.0,1653382.31,Secundaria,web,711.5,2.17,8699333.77
CLI-000642,58.0,,Pregrado,Sucursal,658.4,3.31,
CLI-000643,35.0,15642207.65,Pregrado,APP,667.5,2.57,89510387.74
CLI-000644,20.0,1416387.74,Secundaria,Web,581.2,3.16,4340156.85
CLI-000645,35.0,2315521.58,Secundaria,Web,702.5,2.59,8251900.42
CLI-000646,35.0,4407620.3,Secundaria,App Movil,623.3,1.7,24291438.83
CLI-000647,,105031.05,Pregrado,Call Center,598.8,2.75,335562.73
CLI-000648,37.0,6980803.13,Pregrado,Web,754.2,3.48,17536752.03
CLI-000649,35.0,3230293.93,Pregrado,,543.4,3.84,17921333.44
CLI-000650,46.0,1369330.19,Pregrado,Sucursal,787.5,2.83,4987885.24
CLI-000651,60.0,267067.46,Pregrado,APP,781.2,1.75,1055114.45
CLI-000652,52.0,744794.92,Pregrado,App Movil,632.2,2.57,3025482.9
CLI-000653,35.0,9467293.27,Secundaria,App Movil,792.8,3.79,51776258.64
CLI-000654,25.0,4865445.66,Pregrado,Sucursal,578.9,2.56,17917599.69
CLI-000655,69.0,1207714.38,Posgrado,Sucursal,729.5,3.5,6790953.32
CLI-000656,39.0,284976.24,Pregrado,Web,651.3,2.87,1327786.09
CLI-000657,38.0,4927313.3,Pregrado,web,505.5,2.0,21411657.36
CLI-000658,38.0,3568257.71,Primaria,Call Center,599.5,3.83,12987211.94
CLI-000659,40.0,2177224.05,Posgrado,Web,636.0,1.48,7300212.51
CLI-000660,36.0,1898173.09,Secundaria,Web,712.3,2.93,8891431.02
CLI-000661,31.0,1026418.75,Secundaria,App Movil,611.8,1.89,4171498.78
CLI-000662,31.0,4651438.29,Primaria,App Movil,628.1,1.42,26451827.34
CLI-000663,38.0,95000000.0,,Sucursal,693.3,2.86,400969873.11
CLI-000664,31.0,811604.78,Posgrado,Web,689.0,2.85,3482825.15
CLI-000665,29.0,3818254.18,Posgrado,Sucursal,642.7,3.53,15114679.39
CLI-000666,,2318269.58,Pregrado,Sucursal,,3.66,12199709.34
CLI-000667,35.0,2485705.09,Secundaria,Web,725.1,3.6,9910350.08
CLI-000668,56.0,1231553.92,Posgrado,App Movil,625.3,2.55,4239866.98
CLI-000669,6.0,7323709.35,,Web,554.8,3.28,40405695.88
CLI-000670,51.0,2789156.25,Pregrado,Web,618.4,3.1,12799155.7
CLI-000671,53.0,3292633.52,Secundaria,App Movil,693.7,2.59,15048276.12
CLI-000672,13.0,1526697.83,Pregrado,APP,638.1,3.17,7080637.86
CLI-000673,34.0,842767.04,,Web,,4.33,4227268.16
CLI-000674,34.0,377272.01,Posgrado,App Movil,549.6,1.84,1356571.29
CLI-000675,21.0,5259156.55,Posgrado,Web,638.5,4.19,13770866.33
CLI-000676,29.0,917479.28,Posgrado,Web,668.2,1.38,4896656.7
CLI-000677,25.0,4919989.57,Posgrado,App Movil,569.4,2.22,14519714.25
CLI-000678,59.0,2078637.28,Pregrado,Sucursal,634.9,2.15,10447998.15
CLI-000679,49.0,2257368.77,Pregrado,Web,562.5,3.27,6293777.87
CLI-000680,53.0,2659975.84,Secundaria,APP,639.7,1.63,10144023.87
CLI-000681,47.0,1925300.03,Pregrado,Web,788.0,4.11,5237954.4
CLI-000682,24.0,445408.39,Pregrado,Call Center,663.7,3.93,1927615.21
CLI-000683,32.0,1556226.9,Posgrado,Call Center,523.5,3.35,7448063.36
CLI-000684,44.0,4577386.12,Secundaria,App Movil,676.5,2.71,14189970.18
CLI-000685,23.0,4603069.76,Primaria,Web,754.9,4.28,17494871.88
CLI-000686,47.0,1416183.39,Primaria,App Movil,539.3,3.94,8151322.48
CLI-000687,,2588780.07,Pregrado,Sucursal,566.4,2.85,10480318.63
CLI-000688,34.0,902940.99,Pregrado,Call Center,670.7,3.52,4793625.67
CLI-000689,47.0,992012.42,Secundaria,App Movil,643.0,3.07,5699256.79
CLI-000690,43.0,97930.67,Secundaria,App Movil,746.9,3.14,578790.86
CLI-000691,34.0,9536388.26,Secundaria,Call Center,635.5,2.29,53824587.12
CLI-000692,52.0,993792.44,Primaria,,716.0,2.72,3588503.66
CLI-000693,25.0,1084301.92,Secundaria,Sucursal,772.2,1.46,6363773.5
CLI-000694,45.0,1377392.75,Secundaria,Call Center,580.6,2.38,7359937.48
CLI-000695,45.0,572406.53,Secundaria,App Movil,709.8,3.5,3108233.02
CLI-000696,34.0,4282344.34,Secundaria,Sucursal,617.9,4.35,10933276.65
CLI-000697,42.0,328087.61,Secundaria,Sucursal,472.8,4.38,1915977.84
CLI-000698,23.0,605237.41,Posgrado,Sucursal,688.1,3.03,3161346.12
