id_cliente,edad,ingreso_mensual,ciudad,gasto_anual,cliente_activo
CLI-00465,41.0,6555614.54,Tunja,4755114.79,Si
CLI-00466,30.0,6644186.7,Tunja,3133344.19,Si
CLI-00467,24.0,6696681.47,Medellín,2740796.72,No
CLI-00468,74.0,3657618.1,Medellín,1578351.66,Si
CLI-00469,53.0,7484782.61,Tunja,548738.32,No
CLI-00470,62.0,5026413.76,Tunja,134627.76,SI
CLI-00471,37.0,6939570.61,TUNJA,1400186.05,No
CLI-00472,18.0,3746070.58,Tunja,4616273.67,
CLI-00473,25.0,4052104.89,TUNJA,1556202.7,Si
CLI-00474,63.0,4911041.03,Tunja,3169525.14,No
CLI-00475,33.0,4727816.41,Medellín,1957435.78,No
CLI-00476,31.0,6382217.92,Bogotá,213681.87,
CLI-00477,29.0,4151806.02,tunja,343945.2,No
CLI-00478,68.0,6246922.49,Medellín,502015.34,Si
CLI-00479,40.0,5598351.76,Bogotá,221083.11,0
CLI-00480,32.0,4179911.67,Tunja,1045728.07,No
CLI-00481,,5482014.93,Medellín,4448477.73,Si
CLI-00482,51.0,3790102.43,Medellín,1719856.05,No
CLI-00483,19.0,,Tunja,660700.22,TRUE
CLI-00484,49.0,503501.52,Tunja,5417.59,No
CLI-00485,,5509414.81,Cali,450987.4,Si
CLI-00486,39.0,1853106.14,Bogotá,897781.34,SI
CLI-00487,68.0,4161514.95,Medellín,470320.06,No
CLI-00488,42.0,4371587.87,Bogotá,141236.79,No
CLI-00489,39.0,6761450.34,tunja,701721.78,Si
CLI-00490,39.0,3461771.68,TUNJA,350434.31,Si
CLI-00491,66.0,6462017.87,,2879343.15,No
CLI-00492,69.0,2731775.04,Tunja,128774.27,SI
CLI-00493,59.0,6520004.59,tunja,60482.07,Si
CLI-00494,23.0,3788481.84,Bogotá,6394.01,Si
CLI-00495,32.0,4610151.78,Medellín,477120.77,Si
CLI-00496,71.0,3995432.01,Bogotá,1295937.68,No
CLI-00497,,6423545.21,Tunja,1573040.3,Si
CLI-00498,54.0,6131609.76,BOGOTA,724541.99,Si
CLI-00499,50.0,5165252.58,Tunja,1383664.37,Si
CLI-00500,25.0,2772197.42,Medellín,535383.35,No
CLI-00501,70.0,3427467.2,Cali,1322444.17,Si
CLI-00502,61.0,2957135.21,Cali,49731.61,Si
CLI-00503,61.0,1127785.67,Tunja,594637.78,TRUE
CLI-00504,22.0,6391977.15,Bogotá,1877642.45,Si
CLI-00505,56.0,4008264.71,Cali,1949498.59,Si
CLI-00506,21.0,3992259.05,Bogotá,1511166.06,1
CLI-00507,23.0,6744153.35,Bogotá,274147.1,Si
CLI-00508,62.0,3786017.1,Bogotá,340754.99,No
CLI-00509,49.0,3239293.6,Bogotá,6652670.94,Si
CLI-00510,69.0,4162881.57,tunja,130945.1,No
CLI-00511,47.0,2800996.42,Bogotá,239111.32,Si
CLI-00512,64.0,5016533.65,Medellín,167150.7,SI
CLI-00513,52.0,3939506.88,Bogotá,476380.35,Si
CLI-00514,72.0,3739092.88,Bogotá,283133.92,Si
CLI-00515,57.0,3609145.24,Tunja,826240.51,No
CLI-00516,69.0,4340667.76,Bogotá,775563.73,0
CLI-00517,33.0,4625221.69,Bogotá,2781306.94,Si
CLI-00518,30.0,3720037.37,Medellín,42429.28,SI
CLI-00519,67.0,3961851.1,Bogotá,462582.48,Si
CLI-00520,59.0,4377715.76,Bogotá,1089564.21,No
CLI-00521,47.0,4226372.8,Bogotá,1114041.33,Si
CLI-00522,36.0,4546613.95,Tunja,785003.09,No
CLI-00523,34.0,3484993.8,BOGOTA,2029204.15,Si
CLI-00524,73.0,6006889.36,Bogotá,77730.64,Si
CLI-00525,36.0,4645242.27,Tunja,2028047.41,Si
CLI-00526,45.0,3744229.87,Tunja,819252.38,Si
CLI-00527,72.0,5016576.33,Desconocido,172312.89,TRUE
CLI-00528,43.0,4388447.1,Tunja,2602734.54,
CLI-00529,54.0,1899260.47,Cali,1257145.27,No
CLI-00530,43.0,5011429.04,Tunja,214300.05,Si
CLI-00531,70.0,2970740.7,BOGOTA,41074.69,Si
CLI-00532,40.0,5901641.67,tunja,182536.81,No
CLI-00533,26.0,4137375.54,Medellín,1126237.35,0
CLI-00534,29.0,5670105.45,Tunja,237111.67,Si
CLI-00535,70.0,3554672.17,Bogotá,307052.82,SI
CLI-00536,18.0,4604893.9,Bogotá,30553.35,0
CLI-00537,18.0,6315365.25,Bogotá,1540185.03,SI
CLI-00538,,4096475.18,Bogotá,1995181.13,Si
CLI-00539,51.0,3613774.35,Tunja,1912562.02,Si
CLI-00540,49.0,5482560.92,Medellín,163764.89,Si
CLI-00541,71.0,5453492.4,Bogotá,2803384.24,No
CLI-00542,65.0,3676876.3,Bogotá,1338710.55,Si
CLI-00543,42.0,,Tunja,2733806.11,Si
CLI-00544,57.0,3584965.53,,711225.08,No
CLI-00545,,5516039.28,Bogotá,689274.57,Si
CLI-00546,70.0,3337448.72,Cali,1841956.61,Si
CLI-00547,18.0,4483593.24,Bogotá,117529.53,No
CLI-00548,33.0,3513772.59,Tunja,882950.09,No
CLI-00549,56.0,1601749.26,Bogotá,2172281.4,No
CLI-00550,22.0,3486778.23,Bogotá,2127708.25,Si
CLI-00551,39.0,5509698.03,Cali,3751907.61,No
CLI-00552,46.0,944621.28,Medellín,1437877.56,No
CLI-00553,-5.0,4878251.03,Bogotá,279485.18,Si
CLI-00554,20.0,2720896.15,Desconocido,24586.54,No
CLI-00555,29.0,5412663.1,Bogotá,783364.36,Si
CLI-00556,43.0,5571478.4,,865125.01,Si
CLI-00557,33.0,4242078.1,,329738.89,Si
CLI-00558,68.0,4245497.76,Tunja,159822.81,Si
CLI-00559,54.0,3290455.95,Bogotá,1058870.7,Si
CLI-00560,39.0,2481624.9,Bogotá,1734008.91,SI
CLI-00561,74.0,7047139.36,Medellín,5980927.04,Si
CLI-00562,46.0,3202392.86,Bogotá,1704082.58,0
CLI-00563,31.0,6851694.2,Desconocido,1893715.56,No
CLI-00564,45.0,3210749.94,Medellín,1149976.38,Si
CLI-00565,22.0,5287785.59,Tunja,5115826.55,Si
CLI-00566,64.0,2793289.26,Tunja,1225836.12,No
CLI-00567,66.0,5285092.53,Medellín,2361508.42,No
CLI-00568,47.0,4011618.96,Tunja,3497749.36,Si
CLI-00569,63.0,4031225.76,Cali,3188688.79,Si
CLI-00570,69.0,5415034.75,Bogotá,576385.47,No
CLI-00571,22.0,3796287.95,Bogotá,98314.06,Si
CLI-00572,29.0,2357777.26,Tunja,226307.52,SI
CLI-00573,33.0,5641958.35,Medellín,73259.37,No
CLI-00574,43.0,2781149.12,Tunja,133650.19,Si
CLI-00575,43.0,5274775.93,Cali,244967.21,Si
CLI-00576,65.0,5959494.82,Bogotá,500609.85,Si
CLI-00577,38.0,85000000.0,Cali,941104.12,SI
CLI-00578,56.0,6273529.27,Medellín,1492429.74,Si
CLI-00579,53.0,5222675.56,Tunja,284276.24,Si
CLI-00580,50.0,3456207.87,Cali,1339602.76,No
CLI-00581,47.0,6602143.5,Tunja,1461925.75,Si
CLI-00582,54.0,,Bogotá,981425.27,Si
CLI-00583,40.0,3934949.36,Tunja,2807321.36,SI
CLI-00584,27.0,4190527.79,Cali,141182.65,Si
CLI-00585,71.0,,TUNJA,233936.0,1
CLI-00586,22.0,6173149.95,Medellín,671735.09,SI
CLI-00587,53.0,6079187.34,Bogotá,162588.87,Si
CLI-00588,51.0,4835622.48,Cali,1002472.0,Si
CLI-00589,69.0,4079596.34,Tunja,609795.94,Si
CLI-00590,48.0,1761023.64,TUNJA,401889.09,No
CLI-00591,27.0,2528781.22,Tunja,223580.77,Si
CLI-00592,36.0,,,490172.4,0
CLI-00593,49.0,1745892.02,Medellín,1123667.7,No
CLI-00594,18.0,3323264.04,Cali,1029018.45,Si
CLI-00595,,6216909.42,Medellín,214412.41,No
CLI-00596,22.0,4814569.95,Bogotá,160127.7,Si
CLI-00597,62.0,5892067.61,Medellín,32446.85,SI
CLI-00598,21.0,5314242.53,Tunja,15004.12,No
CLI-00599,33.0,6704373.81,Medellín,2542422.1,Si
CLI-00600,41.0,4943140.93,Medellín,55364.38,Si
CLI-00601,33.0,5495171.59,TUNJA,1576639.45,SI
CLI-00602,72.0,3413630.2,Bogotá,2466730.3,No
CLI-00603,19.0,5379499.46,Tunja,123845.87,0
CLI-00604,66.0,3905810.85,Bogotá,687882.73,Si
CLI-00605,45.0,3820341.2,Medellín,3933809.18,Si
CLI-00606,49.0,5842085.27,Tunja,2155923.77,Si
CLI-00607,44.0,5852435.06,Bogotá,807317.27,No
CLI-00608,37.0,7032663.23,Cali,1725464.55,Si
CLI-00609,41.0,6934894.78,Medellín,2150430.3,Si
CLI-00610,29.0,5875972.74,Bogotá,513302.49,No
CLI-00611,67.0,,Bogotá,2672449.14,No
CLI-00612,52.0,7241521.47,Medellín,762926.07,Si
CLI-00613,50.0,5876951.51,Bogotá,900441.9,Si
CLI-00614,50.0,3351209.86,Medellín,9765020.63,No
CLI-00615,68.0,5593363.73,Tunja,2224129.27,Si
CLI-00616,60.0,2944101.39,tunja,538867.88,Si
CLI-00617,54.0,5427945.18,Bogotá,12479.38,Si
CLI-00618,29.0,2525594.94,Bogotá,1180758.03,No
CLI-00619,20.0,3287672.39,Medellín,1460524.07,SI
CLI-00620,18.0,5564893.69,Medellín,1262541.79,Si
CLI-00621,50.0,6109330.11,Tunja,4125272.49,Si
CLI-00622,57.0,4988155.29,Cali,2385075.48,TRUE
CLI-00623,27.0,4070747.04,Bogotá,714858.07,
CLI-00624,60.0,1327700.56,TUNJA,77903.9,No
CLI-00625,61.0,4186468.35,Cali,775650.91,
CLI-00626,46.0,5300227.62,Bogotá,1402496.77,No
CLI-00627,,4024852.34,Cali,1122904.11,No
CLI-00628,-5.0,4466133.09,Bogotá,926984.54,Si
CLI-00629,48.0,4221573.8,Tunja,759182.84,Si
CLI-00630,63.0,4017440.67,Desconocido,417363.37,Si
CLI-00631,19.0,4613816.08,Medellín,389790.94,SI
CLI-00632,68.0,,Bogotá,832332.29,1
CLI-00633,67.0,6664934.33,Bogotá,210086.01,No
CLI-00634,,1190371.73,Bogotá,499865.4,Si
CLI-00635,40.0,3681236.12,,469837.85,Si
CLI-00636,34.0,3194615.66,Tunja,1061555.15,Si
CLI-00637,43.0,4828665.9,Bogotá,82811.55,Si
CLI-00638,25.0,,Bogotá,2124011.76,No
CLI-00639,46.0,6933289.65,Bogotá,991680.75,1
CLI-00640,43.0,7426713.07,Bogotá,1333405.03,Si
CLI-00641,27.0,3340374.82,Tunja,1457207.24,Si
CLI-00642,43.0,4500750.1,Tunja,413499.4,No
CLI-00643,51.0,4794456.63,Bogotá,762695.51,Si
CLI-00644,68.0,3303279.38,TUNJA,3755005.48,TRUE
CLI-00645,-5.0,5442573.05,Tunja,1746543.06,Si
CLI-00646,24.0,,Cali,4190274.12,Si
CLI-00647,21.0,2898547.72,Cali,1645707.45,Si
CLI-00648,70.0,4080647.54,Cali,231719.52,Si
CLI-00649,67.0,3003488.14,tunja,80054.99,No
CLI-00650,62.0,6054970.24,Bogotá,1034337.6,Si
CLI-00651,28.0,7352338.88,Tunja,531451.41,Si
CLI-00652,46.0,4867229.06,Bogotá,386658.51,Si
CLI-00653,73.0,4666915.15,Bogotá,1975390.72,Si
CLI-00654,53.0,4728652.15,Medellín,548729.06,Si
CLI-00655,42.0,6273351.04,Medellín,457514.21,No
CLI-00656,38.0,6241048.51,tunja,2276444.73,No
CLI-00657,74.0,4326519.65,Tunja,2247204.29,1
CLI-00658,53.0,4878884.89,TUNJA,528751.23,Si
CLI-00659,27.0,5478969.61,Bogotá,2144117.01,Si
CLI-00660,54.0,2793468.82,Bogotá,2282788.12,Si
CLI-00661,,6318912.36,Bogotá,661832.43,Si
CLI-00662,41.0,7102247.84,Cali,82542.64,No
CLI-00663,52.0,6247548.16,Bogotá,1903.08,SI
CLI-00664,66.0,2631609.13,BOGOTA,889022.53,No
CLI-00665,52.0,1544999.32,TUNJA,506051.49,Si
CLI-00666,65.0,5563078.01,tunja,7024924.14,Si
CLI-00667,53.0,3359715.83,Tunja,1776256.69,TRUE
CLI-00668,35.0,4930700.03,tunja,1718933.91,Si
CLI-00669,66.0,6802723.08,Cali,3727802.69,Si
CLI-00670,56.0,3514567.24,Tunja,2624158.44,0
CLI-00671,49.0,3933668.02,Tunja,459600.67,No
CLI-00672,41.0,4915084.46,Tunja,217807.87,No
CLI-00673,40.0,2553735.54,Tunja,1643996.34,Si
CLI-00674,49.0,3363215.71,Bogotá,570306.75,Si
CLI-00675,54.0,4537286.26,Desconocido,769058.88,Si
CLI-00676,29.0,4049317.7,Bogotá,1194393.36,No
CLI-00677,66.0,5412611.63,Bogotá,2861500.45,Si
CLI-00678,72.0,8648969.42,Desconocido,651786.69,SI
CLI-00679,30.0,4648707.51,Bogotá,1835183.18,SI
CLI-00680,-5.0,3237432.08,tunja,374926.88,No
CLI-00681,42.0,6627360.53,Bogotá,1436681.83,Si
CLI-00682,52.0,2116772.29,Medellín,1896.8,Si
CLI-00683,58.0,2416637.74,Bogotá,2462259.01,No
CLI-00684,47.0,3607344.84,Medellín,37020.72,No
CLI-00685,34.0,4075669.92,Tunja,1496898.52,No
CLI-00686,66.0,3571390.9,Cali,56834.74,Si
CLI-00687,37.0,4452731.51,Bogotá,371497.26,No
CLI-00688,65.0,4912112.85,tunja,825081.1,No
CLI-00689,42.0,6103439.3,Bogotá,653545.76,Si
CLI-00690,39.0,4636782.41,Tunja,255588.5,No
CLI-00691,-5.0,3657080.63,Medellín,487425.28,No
CLI-00692,36.0,6021968.08,Tunja,1561049.13,Si
CLI-00693,66.0,3273426.79,Cali,1327696.7,Si
CLI-00694,53.0,85000000.0,Desconocido,89428.52,No
CLI-00695,29.0,6308934.03,Cali,1650737.87,Si
CLI-00696,58.0,6212779.87,Tunja,65405.56,No
CLI-00697,36.0,3311552.41,Medellín,939492.99,No
CLI-00698,29.0,3901351.72,Medellín,361427.87,TRUE
CLI-00699,26.0,3124608.68,Cali,1063176.11,No
CLI-00700,24.0,4989936.33,Tunja,363482.2,Si
CLI-00701,45.0,7098073.94,Bogotá,5036288.37,Si
CLI-00702,31.0,5554322.7,Bogotá,444803.79,SI
CLI-00703,48.0,6053586.96,Tunja,332423.96,Si
CLI-00704,69.0,5729592.5,Bogotá,391649.75,No
CLI-00705,36.0,4499821.28,Bogotá,2721505.74,No
CLI-00706,,6125010.66,Cali,1213443.32,Si
CLI-00707,33.0,5617545.84,BOGOTA,1574244.28,Si
CLI-00708,-5.0,6659168.57,Medellín,3001397.05,No
CLI-00709,22.0,3810676.59,Bogotá,2914764.57,SI
CLI-00710,,1892832.54,Bogotá,1611632.89,Si
CLI-00711,29.0,6067876.52,,264513.33,1
CLI-00712,42.0,5024654.28,,2224668.17,No
CLI-00713,69.0,4055930.85,BOGOTA,273449.72,
CLI-00714,38.0,4139770.78,Cali,1629942.66,Si
CLI-00715,53.0,8332029.49,Bogotá,1388518.77,Si
CLI-00716,70.0,3536708.02,Cali,1706996.7,SI
CLI-00717,40.0,3220045.04,Bogotá,912903.82,SI
CLI-00718,33.0,4627926.35,Bogotá,1221742.93,Si
CLI-00719,74.0,6270736.32,Medellín,3677329.43,No
CLI-00720,56.0,7917602.98,Tunja,-50000.0,SI
CLI-00721,62.0,5486047.45,Tunja,443273.35,Si
CLI-00722,70.0,2594386.88,Bogotá,-50000.0,No
CLI-00723,59.0,7456296.41,Bogotá,3990889.3,SI
CLI-00724,56.0,4470796.95,TUNJA,120546.34,Si
CLI-00725,31.0,3243435.85,Tunja,27368.81,Si
CLI-00726,48.0,2880911.31,Tunja,68836.67,No
CLI-00727,22.0,5754493.08,Tunja,64594.57,Si
CLI-00728,52.0,4858244.08,Tunja,2860760.59,Si
CLI-00729,40.0,5017613.07,Tunja,1532961.99,0
CLI-00730,,6429754.68,Medellín,1356518.78,No
CLI-00731,60.0,3296768.11,Bogotá,887212.36,SI
CLI-00732,28.0,6549231.94,Cali,1827651.46,SI
CLI-00733,35.0,3721264.02,,203022.96,Si
CLI-00734,64.0,7746011.06,Medellín,596980.41,Si
CLI-00735,29.0,5398108.52,Tunja,808023.47,Si
CLI-00736,26.0,3119642.21,Tunja,140392.84,Si
CLI-00737,27.0,1461872.88,tunja,652666.91,No
CLI-00738,61.0,5713387.08,Bogotá,456637.47,No
CLI-00739,34.0,3938729.59,Cali,43476.74,Si
CLI-00740,55.0,4266651.46,tunja,176440.84,Si
CLI-00741,24.0,5649294.01,BOGOTA,1732895.42,Si
CLI-00742,63.0,6015620.74,BOGOTA,21843.09,No
CLI-00743,30.0,6335565.51,Medellín,3266334.94,Si
CLI-00744,57.0,2737738.04,Bogotá,108467.28,Si
CLI-00745,59.0,6638842.12,Desconocido,1926762.75,No
CLI-00746,26.0,3631432.0,Bogotá,2746614.39,Si
CLI-00747,,1115625.1,Tunja,3399022.23,Si
CLI-00748,44.0,2732339.48,Medellín,2425199.09,No
CLI-00749,19.0,4827037.64,Medellín,406854.72,Si
CLI-00750,22.0,,TUNJA,486115.05,No
CLI-00751,46.0,4367933.3,Medellín,667292.44,Si
CLI-00752,54.0,5007378.73,Bogotá,180006.51,Si
CLI-00753,55.0,4227921.9,Desconocido,27029.08,Si
CLI-00754,-5.0,3758468.49,Cali,2440184.09,1
CLI-00755,25.0,2623955.91,Medellín,969269.96,No
CLI-00756,65.0,4532915.71,Bogotá,1126007.26,
CLI-00757,,1402563.92,Bogotá,3140565.57,No
CLI-00758,18.0,3471002.94,Medellín,1312780.26,No
CLI-00759,39.0,3108323.84,Tunja,1408728.02,Si
CLI-00760,69.0,4140934.72,Bogotá,1855579.12,Si
CLI-00761,34.0,4180005.3,Medellín,148430.96,Si
CLI-00762,24.0,5939935.01,Bogotá,535848.6,Si
CLI-00763,42.0,,Bogotá,4138245.98,Si
CLI-00764,62.0,2823331.74,Tunja,3075650.63,Si
CLI-00765,21.0,7489248.94,Bogotá,2585777.29,Si
CLI-00766,53.0,3331056.6,Cali,721969.82,Si
CLI-00767,23.0,4758790.17,Bogotá,2335513.06,Si
CLI-00768,48.0,5266294.48,Tunja,59527.41,No
CLI-00769,36.0,8166874.13,Medellín,192931.49,SI
CLI-00770,61.0,3686576.49,Desconocido,641256.44,Si
CLI-00771,71.0,1804892.98,Medellín,792565.25,Si
CLI-00772,56.0,6735569.21,Tunja,367026.91,Si
CLI-00773,44.0,3249939.66,Bogotá,528956.4,TRUE
CLI-00774,27.0,3957617.13,tunja,213196.49,Si
CLI-00775,43.0,2823375.52,Tunja,805977.62,No
CLI-00776,36.0,3961944.34,Medellín,1894942.42,Si
CLI-00777,56.0,3239412.7,Bogotá,1299382.61,Si
CLI-00778,20.0,5514662.72,Tunja,136867.52,Si
CLI-00779,62.0,4621187.44,Cali,802336.57,Si
CLI-00780,30.0,3478417.26,Medellín,1435389.63,SI
CLI-00781,67.0,5993807.96,Medellín,905759.8,Si
CLI-00782,45.0,4882495.13,Tunja,596456.38,No
CLI-00783,37.0,1730927.62,Tunja,1167161.65,No
CLI-00784,-5.0,5879554.97,Medellín,4154615.43,No
CLI-00785,25.0,4777301.83,Medellín,119662.3,Si
CLI-00786,58.0,6586098.73,Tunja,593187.18,Si
CLI-00787,56.0,4685876.14,Tunja,626275.72,Si
CLI-00788,18.0,3312435.97,Tunja,1032366.99,Si
CLI-00789,20.0,4193557.0,,198096.68,No
CLI-00790,30.0,5705879.0,Cali,233238.52,Si
CLI-00791,45.0,3343894.41,BOGOTA,403173.96,No
CLI-00792,74.0,3839554.82,Tunja,3744739.72,Si
CLI-00793,66.0,4167467.13,Desconocido,1589600.7,1
CLI-00794,42.0,2775942.58,Tunja,1300562.88,Si
CLI-00795,73.0,3365514.86,Bogotá,2037645.52,Si
CLI-00796,50.0,4758825.29,Cali,163776.33,1
CLI-00797,55.0,6303716.62,Bogotá,2353630.32,Si
CLI-00798,70.0,4975720.48,Bogotá,1084146.29,0
CLI-00799,23.0,4431208.11,Tunja,490155.73,Si
CLI-00800,61.0,3253093.84,Tunja,2030439.81,Si
CLI-00801,62.0,6142740.62,Medellín,1946812.21,No
CLI-00802,49.0,,Medellín,2242694.57,TRUE
CLI-00803,62.0,3439905.35,Cali,147303.6,Si
CLI-00804,64.0,5847972.69,Medellín,4182587.48,1
CLI-00805,38.0,,Medellín,3851487.69,No
CLI-00806,33.0,3279704.48,Tunja,530809.46,SI
CLI-00807,71.0,4347932.62,Tunja,81798.45,Si
CLI-00808,38.0,3760840.91,,219346.16,Si
CLI-00809,28.0,8450306.91,Tunja,5925557.71,TRUE
CLI-00810,54.0,5297617.32,Medellín,993422.04,1
CLI-00811,,4780143.08,Tunja,529227.05,Si
CLI-00812,52.0,5208994.58,Medellín,407954.51,Si
CLI-00813,36.0,6568743.88,Medellín,356457.73,Si
CLI-00814,37.0,4374929.78,Tunja,1309318.66,No
CLI-00815,74.0,3615136.05,Bogotá,652406.72,Si
CLI-00816,35.0,5766424.84,Medellín,4037053.05,Si
CLI-00817,64.0,4237583.15,Bogotá,1381819.74,Si
CLI-00818,58.0,2895157.01,Tunja,1884517.92,No
CLI-00819,66.0,2602970.35,Medellín,415630.94,Si
CLI-00820,31.0,6793944.83,Tunja,98997.19,Si
CLI-00821,32.0,4697466.85,tunja,802901.63,No
CLI-00822,48.0,3615648.92,Bogotá,453270.9,No
CLI-00823,18.0,4148497.63,Tunja,270901.08,Si
CLI-00824,70.0,5711167.08,Medellín,3660026.74,Si
CLI-00825,71.0,4059891.73,Bogotá,704358.95,No
CLI-00826,71.0,2325870.41,Bogotá,230422.48,SI
CLI-00827,20.0,4988761.28,Bogotá,265749.95,No
CLI-00828,33.0,6312521.73,Bogotá,395388.37,1
CLI-00829,40.0,6212196.48,Bogotá,8745533.77,No
CLI-00830,74.0,3661005.09,Tunja,374388.57,No
CLI-00831,28.0,6403758.98,Bogotá,478428.97,Si
CLI-00832,29.0,4819424.96,Bogotá,1292202.62,Si
CLI-00833,27.0,6361721.02,Medellín,417702.4,Si
CLI-00834,49.0,5360530.55,Medellín,291715.93,Si
CLI-00835,33.0,,Bogotá,207278.77,No
CLI-00836,25.0,7120108.41,Cali,449951.02,Si
CLI-00837,55.0,4577675.78,Cali,134346.24,No
CLI-00838,29.0,5365190.74,Medellín,22587.15,Si
CLI-00839,41.0,2483933.06,Medellín,1959503.95,Si
CLI-00840,45.0,5257989.75,Bogotá,178053.77,
CLI-00841,70.0,6154391.6,TUNJA,1795207.06,Si
CLI-00842,25.0,7402980.5,Tunja,1916670.22,Si
CLI-00843,45.0,6600599.69,Bogotá,926419.46,Si
CLI-00844,53.0,5331337.06,Medellín,444723.43,TRUE
CLI-00845,43.0,2183433.97,Tunja,188030.52,Si
CLI-00846,25.0,4698409.19,Tunja,1601832.58,No
CLI-00847,67.0,3611235.65,Medellín,1103717.07,Si
CLI-00848,45.0,4852466.81,Medellín,1278631.31,No
CLI-00849,45.0,2675511.25,Medellín,10448.26,Si
CLI-00850,54.0,4184749.64,Cali,3149284.13,No
CLI-00851,58.0,3724225.37,Tunja,82307.5,SI
CLI-00852,53.0,3677750.47,Tunja,548373.89,No
CLI-00853,44.0,3692645.72,Medellín,618426.34,No
CLI-00854,71.0,4296217.93,Bogotá,1627.73,No
CLI-00855,34.0,4929292.14,Medellín,824811.21,No
CLI-00856,26.0,752259.62,Tunja,1677112.73,Si
CLI-00857,50.0,935350.72,Bogotá,2079749.42,No
CLI-00858,70.0,3991962.99,Bogotá,2538301.28,Si
CLI-00859,,4203346.43,Medellín,802658.06,Si
CLI-00860,30.0,4783666.82,Bogotá,1195167.82,Si
CLI-00861,45.0,3408491.47,Bogotá,99431.63,Si
CLI-00862,65.0,4514197.79,Bogotá,803406.38,Si
CLI-00863,46.0,4689784.81,Tunja,201840.76,No
CLI-00864,30.0,3398162.85,Tunja,553762.97,Si
CLI-00865,63.0,6020183.73,Bogotá,479329.51,Si
CLI-00866,52.0,4765479.47,Bogotá,661020.39,No
CLI-00867,23.0,5320441.64,Bogotá,1017340.1,Si
CLI-00868,35.0,4603268.6,Bogotá,2798128.11,No
CLI-00869,68.0,,Medellín,602010.4,No
CLI-00870,22.0,5394595.6,tunja,4764294.34,0
CLI-00871,64.0,3768010.03,Bogotá,1707689.68,No
CLI-00872,42.0,5731450.33,Tunja,859652.41,Si
CLI-00873,19.0,2043592.62,Tunja,1239478.57,Si
CLI-00874,,4679400.39,Medellín,129401.85,Si
CLI-00875,73.0,4978740.44,Bogotá,2233497.63,1
CLI-00876,47.0,4696531.14,Tunja,1047755.24,Si
CLI-00877,67.0,3999331.69,Medellín,5128235.54,Si
CLI-00878,62.0,2981589.96,Tunja,1214135.97,Si
CLI-00879,22.0,3315979.48,Medellín,2155727.89,SI
CLI-00880,72.0,4653112.37,Bogotá,1929902.8,Si
CLI-00881,73.0,2829721.15,Medellín,508589.21,
CLI-00882,50.0,7155251.42,Tunja,360694.86,Si
CLI-00883,71.0,538653.48,tunja,675582.27,Si
CLI-00884,18.0,4014843.2,Medellín,755624.11,Si
CLI-00885,35.0,4665584.46,Tunja,329457.96,SI
CLI-00886,49.0,5261131.39,Tunja,2699966.96,SI
CLI-00887,64.0,3126112.91,Bogotá,938499.62,Si
CLI-00888,66.0,,Cali,4604543.13,Si
CLI-00889,28.0,2409253.43,Cali,1992989.74,No
CLI-00890,38.0,3650807.12,Bogotá,973519.45,Si
CLI-00891,43.0,,tunja,3525868.34,Si
CLI-00892,999.0,,Tunja,843533.58,Si
CLI-00893,39.0,2393998.06,Tunja,2617572.59,Si
CLI-00894,44.0,8467555.19,TUNJA,532071.02,Si
CLI-00895,,3153762.66,Cali,571018.19,Si
CLI-00896,30.0,2531726.28,Bogotá,649811.28,Si
CLI-00897,50.0,5254072.34,Cali,949244.53,SI
CLI-00898,51.0,3977559.82,BOGOTA,967552.91,Si
CLI-00899,58.0,3755921.53,Cali,823165.0,No
CLI-00900,52.0,,Cali,438341.67,Si
CLI-00901,18.0,2209056.46,Cali,3144153.76,No
CLI-00902,38.0,1946798.4,Tunja,1065786.61,Si
CLI-00903,65.0,3603864.95,Cali,-50000.0,No
CLI-00904,72.0,,Tunja,1263828.64,Si
CLI-00905,23.0,3668917.06,TUNJA,1753049.56,TRUE
CLI-00906,45.0,,Bogotá,3884694.87,Si
CLI-00907,34.0,6301522.14,Medellín,830695.09,Si
CLI-00908,22.0,4924419.28,Bogotá,142673.37,0
CLI-00909,48.0,5009585.79,Tunja,697424.32,No
CLI-00910,22.0,4923003.94,Bogotá,782338.48,Si
CLI-00911,55.0,4739576.59,,2727562.56,1
CLI-00912,20.0,3950637.45,Desconocido,602637.08,Si
CLI-00913,70.0,4124718.25,Bogotá,3677437.01,Si
CLI-00914,40.0,2895059.77,,796613.45,
CLI-00915,54.0,1184935.82,Cali,4369502.29,Si
CLI-00916,,6156105.91,Medellín,9878.53,SI
CLI-00917,54.0,4735887.66,Tunja,2748970.15,Si
CLI-00918,27.0,4509317.03,TUNJA,3210475.18,No
CLI-00919,27.0,5097673.68,Medellín,3893676.71,No
CLI-00920,36.0,3257403.82,tunja,15795.34,
CLI-00921,34.0,2998406.68,Cali,226057.06,No
CLI-00922,38.0,4074472.96,Cali,1272763.33,Si
CLI-00923,31.0,6552147.72,Medellín,30963.29,No
CLI-00924,26.0,2746888.46,Bogotá,78866.58,Si
CLI-00925,63.0,559401.96,Bogotá,299814.59,No
CLI-00926,18.0,3717898.36,Bogotá,862009.73,SI
CLI-00927,68.0,6214049.87,Tunja,947332.17,Si
CLI-00928,62.0,1901183.96,Medellín,41834.15,No
CLI-00929,30.0,2729574.59,Medellín,224126.58,Si
CLI-00930,21.0,4895320.11,tunja,831070.44,Si
