id_sensor,temperatura_c,vibracion_hz,presion_psi,velocidad_rpm,desgaste_porcentaje,falla_inminente
SNS-00464,74.57,35.88,132.26,2895.6,9.2,0
SNS-00465,70.65,64.45,127.35,2502.5,18.34,1
SNS-00466,69.35,44.66,114.46,2610.1,5.0,0
SNS-00467,79.37,30.01,104.91,2856.8,7.71,0
SNS-00468,81.09,37.43,104.04,2889.2,5.0,0
SNS-00469,65.63,57.61,129.63,2443.2,6.06,0
SNS-00470,65.09,53.2,142.12,3116.2,17.09,1
SNS-00471,68.7,41.42,108.53,2971.6,9.44,0
SNS-00472,44.38,39.5,128.25,2588.6,15.32,1
SNS-00473,53.82,39.12,82.43,2338.7,5.0,0
SNS-00474,88.4,31.16,109.48,2756.5,8.57,0
SNS-00475,91.74,69.23,119.44,2666.2,19.11,1
SNS-00476,69.01,40.17,103.63,2833.9,5.63,0
SNS-00477,78.92,63.26,103.14,2691.1,6.33,0
SNS-00478,75.74,67.82,107.98,2197.8,10.37,0
SNS-00479,108.95,59.97,125.26,2683.5,20.58,1
SNS-00480,85.43,38.53,116.63,2708.3,7.02,0
SNS-00481,70.46,51.06,79.71,2990.1,5.0,0
SNS-00482,60.53,44.64,81.83,2590.5,5.0,0
SNS-00483,52.72,31.44,109.08,3303.6,11.69,0
SNS-00484,74.44,49.87,128.24,2226.5,11.28,0
SNS-00485,62.92,27.31,70.54,3193.4,6.16,0
SNS-00486,54.93,62.82,111.0,2732.7,12.39,0
SNS-00487,64.24,38.03,110.53,3057.9,5.0,0
SNS-00488,59.02,48.02,144.99,2823.9,15.17,0
SNS-00489,92.25,49.25,113.07,3141.9,12.13,0
SNS-00490,82.58,41.12,126.89,2683.8,11.1,0
SNS-00491,71.9,53.8,122.54,2470.4,14.14,0
SNS-00492,89.76,37.88,81.65,3226.2,9.04,0
SNS-00493,72.93,58.07,133.83,2766.0,7.68,0
SNS-00494,61.66,24.81,123.88,2866.5,5.0,0
SNS-00495,90.28,46.9,129.15,3170.4,20.36,1
SNS-00496,78.47,74.08,190.0,2490.4,30.16,1
SNS-00497,59.55,30.0,82.49,2978.6,5.0,0
SNS-00498,69.72,34.83,151.04,2623.0,11.12,0
SNS-00499,61.49,52.71,114.83,2760.3,9.48,0
SNS-00500,55.41,47.69,125.17,2821.7,8.4,0
SNS-00501,83.11,50.26,119.18,2349.9,8.33,0
SNS-00502,94.91,52.34,112.36,2566.3,10.89,0
SNS-00503,55.22,54.52,109.74,3205.3,14.36,0
SNS-00504,78.76,61.65,125.93,3065.9,18.8,1
SNS-00505,64.19,51.15,92.69,2781.2,5.0,0
SNS-00506,66.15,41.38,133.51,2872.9,11.43,0
SNS-00507,64.89,55.09,112.51,2711.7,7.03,0
SNS-00508,61.63,73.5,99.66,3207.0,17.12,1
SNS-00509,72.58,43.01,111.9,2739.9,5.0,0
SNS-00510,62.03,30.38,142.63,2869.6,5.0,0
SNS-00511,75.25,61.61,110.36,3143.8,13.9,0
SNS-00512,71.4,43.19,126.45,2566.8,10.37,0
SNS-00513,69.13,12.41,106.84,3267.6,6.99,0
SNS-00514,61.11,57.71,133.64,2340.9,12.11,0
SNS-00515,65.08,36.97,132.34,3288.9,9.29,0
SNS-00516,81.06,43.64,153.27,2688.2,11.14,0
SNS-00517,78.01,49.98,116.84,2727.2,5.0,0
SNS-00518,60.27,47.86,132.04,2233.0,7.3,0
SNS-00519,73.19,55.64,121.77,2663.6,8.98,0
SNS-00520,81.02,38.47,143.33,2488.1,11.17,0
SNS-00521,51.97,52.7,107.06,2617.7,6.42,0
SNS-00522,78.52,41.11,133.41,2758.8,5.0,0
SNS-00523,64.05,56.08,116.5,3087.3,15.24,0
SNS-00524,78.85,54.23,118.84,2862.3,11.35,0
SNS-00525,62.84,30.97,121.65,2892.3,5.53,0
SNS-00526,50.34,61.29,124.54,2471.3,11.96,0
SNS-00527,52.47,36.96,117.91,2535.8,5.0,0
SNS-00528,72.58,57.12,123.86,3339.6,18.07,1
SNS-00529,75.12,50.51,148.41,2579.4,13.5,0
SNS-00530,61.15,72.57,137.74,3296.9,20.4,1
SNS-00531,79.66,41.65,135.64,2727.1,7.0,0
SNS-00532,52.06,39.76,111.8,2800.7,5.0,0
SNS-00533,71.21,44.71,103.99,3121.1,7.71,0
SNS-00534,57.47,40.45,137.2,3181.6,15.31,1
SNS-00535,64.18,57.0,135.77,2766.8,9.29,0
SNS-00536,72.57,20.76,146.51,2683.5,7.04,0
SNS-00537,61.68,29.19,109.13,2783.2,5.0,0
SNS-00538,67.39,28.98,115.87,2901.4,5.0,0
SNS-00539,84.08,59.25,90.49,3067.4,10.32,0
SNS-00540,65.08,70.66,112.94,2801.3,18.9,1
SNS-00541,82.03,43.43,137.94,2985.7,8.23,0
SNS-00542,58.44,42.47,111.6,3291.5,10.76,0
SNS-00543,78.36,46.05,131.53,2914.4,5.0,0
SNS-00544,89.3,62.43,116.57,2893.5,14.77,0
SNS-00545,42.34,31.09,125.83,2344.3,5.0,0
SNS-00546,62.44,48.58,99.34,2010.8,10.95,0
SNS-00547,78.92,59.63,121.53,2916.5,12.82,0
SNS-00548,69.56,52.52,70.0,2771.6,5.0,0
SNS-00549,76.45,47.84,116.64,2645.6,5.0,0
SNS-00550,64.75,60.02,90.65,2873.1,7.43,0
SNS-00551,73.04,10.0,141.71,2781.9,13.25,0
SNS-00552,70.13,55.17,133.99,3138.3,16.07,1
SNS-00553,86.01,35.19,128.4,2825.8,9.51,0
SNS-00554,75.05,17.54,147.38,2575.9,13.61,0
SNS-00555,76.05,52.67,102.92,3097.0,7.51,0
SNS-00556,67.06,65.6,151.45,2734.9,21.79,1
SNS-00557,66.15,42.94,136.78,2958.0,5.0,0
SNS-00558,66.81,59.29,115.74,2656.8,6.54,0
SNS-00559,76.73,69.18,140.44,2605.1,13.54,0
SNS-00560,66.95,64.72,100.09,2825.3,10.0,0
SNS-00561,75.48,69.6,105.16,2803.8,15.28,0
SNS-00562,96.9,56.13,109.05,2943.9,16.0,1
SNS-00563,82.45,46.13,110.48,2719.4,6.87,0
SNS-00564,68.09,20.97,100.98,2249.1,5.0,0
SNS-00565,86.41,41.31,142.02,2670.2,10.44,0
SNS-00566,67.1,32.35,115.34,3038.1,5.0,0
SNS-00567,47.54,77.56,126.35,2710.8,28.04,1
SNS-00568,59.9,42.36,109.73,2726.1,5.0,0
SNS-00569,49.55,46.85,87.23,3095.9,5.0,0
SNS-00570,67.78,53.27,124.86,2586.4,14.0,0
SNS-00571,72.22,45.65,85.58,2337.2,5.0,0
SNS-00572,92.12,70.43,118.76,2751.8,17.74,1
SNS-00573,75.92,35.66,95.37,2654.7,5.0,0
SNS-00574,69.37,47.92,155.77,2510.1,11.14,0
SNS-00575,81.95,33.86,136.4,2747.4,10.11,0
SNS-00576,45.47,25.2,121.9,2947.5,9.12,0
SNS-00577,74.83,35.82,142.75,2797.2,17.67,1
SNS-00578,81.25,44.44,104.77,2892.1,5.0,0
SNS-00579,54.26,38.56,129.78,3344.0,14.47,0
SNS-00580,85.73,34.61,123.6,2697.1,5.46,0
SNS-00581,76.06,23.91,124.75,2883.5,5.0,0
SNS-00582,67.02,43.75,142.9,2647.2,6.24,0
SNS-00583,79.59,22.43,133.18,2546.1,5.0,0
SNS-00584,99.25,56.4,125.2,2624.5,23.11,1
SNS-00585,74.18,46.24,90.21,2656.4,5.0,0
SNS-00586,74.98,23.14,102.72,2907.8,5.0,0
SNS-00587,66.49,40.36,117.79,3504.7,18.56,1
SNS-00588,61.8,33.72,121.68,2585.2,5.0,0
SNS-00589,81.96,49.79,99.66,2675.0,5.0,0
SNS-00590,61.73,65.11,163.41,2781.1,12.55,0
SNS-00591,72.86,16.87,147.3,2918.7,8.61,0
SNS-00592,66.27,46.73,130.84,2879.1,9.06,0
SNS-00593,77.75,42.6,121.3,3185.2,11.09,0
SNS-00594,76.0,55.07,116.18,2072.1,11.09,0
SNS-00595,84.45,48.2,102.87,2083.9,5.0,0
SNS-00596,65.88,33.72,121.39,2651.2,6.53,0
SNS-00597,68.76,40.21,124.64,3129.2,9.71,0
SNS-00598,60.25,33.06,97.65,2330.3,5.0,0
SNS-00599,66.67,61.14,126.02,1897.7,8.89,0
SNS-00600,76.53,45.32,117.21,2971.4,9.14,0
SNS-00601,81.08,73.52,85.66,2873.1,12.46,0
SNS-00602,60.93,44.09,104.51,2472.9,5.0,0
SNS-00603,82.44,34.37,112.56,2504.3,6.42,0
SNS-00604,88.27,22.29,153.98,2509.1,12.89,0
SNS-00605,76.96,17.95,130.02,2833.2,5.23,0
SNS-00606,94.52,21.24,95.96,2612.1,6.11,0
SNS-00607,62.71,49.01,128.75,2948.2,5.0,0
SNS-00608,57.06,52.63,92.15,1943.6,10.08,0
SNS-00609,50.66,21.28,139.49,2542.9,6.27,0
SNS-00610,89.95,58.43,111.52,2462.2,16.61,1
SNS-00611,79.85,37.75,118.31,2723.1,5.0,0
SNS-00612,71.33,47.2,143.86,2638.6,7.95,0
SNS-00613,75.36,69.18,96.83,3039.4,13.22,0
SNS-00614,58.49,58.45,94.85,2242.2,9.45,0
SNS-00615,101.35,40.97,109.5,2813.6,9.44,0
SNS-00616,73.55,31.63,138.69,2967.5,11.18,0
SNS-00617,73.31,12.72,92.65,3357.0,8.18,0
SNS-00618,80.71,34.21,70.0,2655.5,5.0,0
SNS-00619,77.77,41.83,111.88,2897.3,5.0,0
SNS-00620,74.69,30.19,129.93,2258.8,5.0,0
SNS-00621,62.51,43.03,141.6,2082.4,9.49,0
SNS-00622,77.66,46.15,111.66,3053.4,5.0,0
SNS-00623,94.58,41.63,112.59,2798.3,13.08,0
SNS-00624,88.15,35.25,140.77,3153.6,14.25,0
SNS-00625,91.12,47.53,86.34,2388.0,5.0,0
SNS-00626,65.87,51.63,113.01,2956.0,10.24,0
SNS-00627,60.12,28.64,123.43,3360.6,14.31,0
SNS-00628,70.49,66.16,128.09,2925.9,16.97,1
SNS-00629,72.67,43.52,110.82,2883.0,5.0,0
SNS-00630,85.13,45.28,120.62,2802.6,5.0,0
SNS-00631,51.69,55.62,75.21,2328.7,5.0,0
SNS-00632,90.35,48.5,108.15,3206.7,11.4,0
SNS-00633,70.1,59.3,128.16,2616.7,12.11,0
SNS-00634,66.88,49.31,102.32,2951.3,5.0,0
SNS-00635,59.85,35.81,121.06,2331.1,6.12,0
SNS-00636,52.14,50.42,128.04,2446.2,5.74,0
SNS-00637,81.88,27.84,113.83,3230.5,9.64,0
SNS-00638,72.88,46.63,123.07,2695.8,11.03,0
SNS-00639,56.52,44.5,102.67,3236.0,8.76,0
SNS-00640,56.46,41.88,116.28,2776.5,5.0,0
SNS-00641,67.97,43.07,130.98,2247.4,5.0,0
SNS-00642,92.03,16.77,122.83,3067.6,10.96,0
SNS-00643,68.88,36.77,109.44,2623.0,5.0,0
SNS-00644,53.96,46.39,124.04,3009.6,6.64,0
SNS-00645,69.05,47.4,132.86,2807.6,11.35,0
SNS-00646,68.73,29.58,83.1,2337.1,5.0,0
SNS-00647,40.0,63.99,140.86,2849.3,13.87,0
SNS-00648,71.35,32.01,113.95,3458.9,18.15,1
SNS-00649,69.23,59.54,127.66,2947.9,14.68,0
SNS-00650,80.35,51.41,141.55,2782.7,7.85,0
SNS-00651,94.19,35.31,95.31,3122.6,7.7,0
SNS-00652,85.52,71.63,107.23,2863.2,19.91,1
SNS-00653,68.77,27.1,114.81,2862.9,9.96,0
SNS-00654,58.72,58.79,105.89,2472.5,5.0,0
SNS-00655,102.88,60.01,151.23,2870.2,28.87,1
SNS-00656,72.71,34.94,104.58,3110.6,10.32,0
SNS-00657,72.17,65.89,110.0,2549.2,10.37,0
SNS-00658,71.71,41.25,123.68,3227.3,9.57,0
SNS-00659,74.38,49.33,98.36,2772.5,5.0,0
SNS-00660,70.27,48.9,112.88,2533.7,5.0,0
SNS-00661,65.12,42.99,125.71,3099.3,8.8,0
SNS-00662,65.44,57.16,114.01,2714.0,10.92,0
SNS-00663,71.61,56.9,118.32,3027.9,15.81,1
SNS-00664,65.48,18.77,110.47,2712.5,5.0,0
SNS-00665,63.45,64.57,92.74,2782.1,5.0,0
SNS-00666,73.28,20.06,125.79,2948.1,7.47,0
SNS-00667,68.94,60.49,151.59,2887.3,18.1,1
SNS-00668,90.05,61.9,120.33,2201.3,17.47,1
SNS-00669,40.19,28.64,124.05,2463.6,5.0,0
SNS-00670,85.1,38.84,132.47,3078.8,12.43,0
SNS-00671,86.95,28.41,97.15,2760.4,9.21,0
SNS-00672,47.12,41.78,150.65,2642.9,11.08,0
SNS-00673,67.89,40.38,123.64,2392.4,5.0,0
SNS-00674,67.54,56.69,149.37,2476.1,11.65,0
SNS-00675,55.11,64.65,106.81,2193.5,11.09,0
SNS-00676,62.67,65.94,152.73,2769.6,24.73,1
SNS-00677,58.67,36.57,133.95,2620.5,5.0,0
SNS-00678,93.03,41.86,129.95,2510.0,11.0,0
SNS-00679,83.23,19.75,124.21,2779.6,6.26,0
SNS-00680,87.26,32.91,115.53,2909.2,11.63,0
SNS-00681,80.66,59.47,141.61,3428.0,30.8,1
SNS-00682,58.45,69.23,122.53,2346.4,17.52,1
SNS-00683,65.71,26.48,84.59,3147.8,5.0,0
SNS-00684,77.87,36.11,99.89,3091.9,5.51,0
SNS-00685,57.33,44.6,116.65,2566.3,5.0,0
SNS-00686,80.56,49.2,125.58,2861.0,12.81,0
SNS-00687,69.12,32.86,118.98,2662.7,5.0,0
SNS-00688,67.5,51.36,141.94,2855.7,12.99,0
SNS-00689,80.53,37.89,84.88,3252.7,5.0,0
SNS-00690,77.33,44.78,122.58,2981.7,7.61,0
SNS-00691,67.67,53.19,87.28,2952.6,5.0,0
SNS-00692,85.91,45.1,133.67,2670.9,14.1,0
SNS-00693,59.03,38.45,118.3,2354.8,5.0,0
SNS-00694,79.39,43.36,127.55,2737.5,15.29,0
SNS-00695,79.12,43.67,104.45,3162.0,9.88,0
SNS-00696,68.29,39.45,143.03,2341.8,5.0,0
SNS-00697,75.91,41.12,138.75,2483.5,7.62,0
SNS-00698,56.99,68.98,130.5,2837.9,15.64,1
SNS-00699,83.09,53.41,117.67,2504.6,5.0,0
SNS-00700,69.78,40.57,130.44,2562.2,11.57,0
SNS-00701,65.73,55.45,107.28,2672.9,9.2,0
SNS-00702,84.59,39.99,135.4,2390.3,11.12,0
SNS-00703,63.55,62.6,149.69,2507.8,16.6,1
SNS-00704,55.1,50.54,139.27,3011.0,7.16,0
SNS-00705,53.32,43.39,106.87,2407.8,5.0,0
SNS-00706,79.27,51.72,126.51,2320.6,12.87,0
SNS-00707,56.63,21.44,96.72,2611.0,5.0,0
SNS-00708,93.06,28.1,130.3,3019.6,5.0,0
SNS-00709,47.02,27.09,128.11,2740.9,5.0,0
SNS-00710,92.36,47.14,86.34,2660.6,5.3,0
SNS-00711,74.53,70.99,99.09,2813.3,15.82,1
SNS-00712,70.84,78.47,114.9,2276.3,24.67,1
SNS-00713,65.46,54.57,114.58,2948.4,11.41,0
SNS-00714,76.79,52.51,98.23,2915.0,7.83,0
SNS-00715,71.55,17.98,127.0,2677.2,10.37,0
SNS-00716,85.24,36.86,124.53,3101.8,5.55,0
SNS-00717,73.37,33.18,116.5,2461.8,5.23,0
SNS-00718,73.8,35.69,106.4,3138.4,8.44,0
SNS-00719,67.64,42.48,138.88,2846.3,5.0,0
SNS-00720,71.32,37.92,149.8,2699.0,5.0,0
SNS-00721,75.69,15.31,111.3,2794.0,5.0,0
SNS-00722,51.48,56.22,108.98,2767.8,5.61,0
SNS-00723,55.82,28.91,128.84,3166.1,11.5,0
SNS-00724,80.92,48.59,113.56,2477.0,5.0,0
SNS-00725,74.05,76.11,117.49,2571.2,17.67,1
SNS-00726,69.79,31.21,133.31,3110.9,7.08,0
SNS-00727,72.22,10.0,85.63,2621.3,5.85,0
SNS-00728,76.17,40.71,143.73,3070.2,12.08,0
SNS-00729,65.52,61.51,121.31,3309.8,17.22,1
SNS-00730,62.66,74.38,112.59,2679.5,17.61,1
SNS-00731,74.35,26.56,118.39,3004.4,10.95,0
SNS-00732,60.26,52.45,119.32,2453.9,5.0,0
SNS-00733,76.9,38.02,88.84,3026.4,7.64,0
SNS-00734,51.57,43.41,146.91,2859.8,10.86,0
SNS-00735,84.35,84.67,120.74,2941.9,31.37,1
SNS-00736,77.67,22.46,127.97,2606.3,15.08,0
SNS-00737,75.07,48.81,137.13,2301.7,6.23,0
SNS-00738,83.79,52.02,101.62,2951.0,7.75,0
SNS-00739,91.99,61.29,128.52,2181.0,13.93,0
SNS-00740,84.17,46.47,115.18,2704.8,11.12,0
SNS-00741,49.91,49.62,135.24,3082.4,18.18,1
SNS-00742,56.65,39.13,81.71,2857.6,5.1,0
SNS-00743,64.5,49.04,118.22,3384.5,17.84,1
SNS-00744,72.31,39.85,109.15,3107.5,5.91,0
SNS-00745,78.21,54.32,127.78,2603.8,9.39,0
SNS-00746,63.29,39.46,128.46,2808.2,5.0,0
SNS-00747,74.24,50.66,107.26,2785.8,13.46,0
SNS-00748,62.94,44.56,107.18,2325.3,5.0,0
SNS-00749,64.66,61.89,118.01,2517.9,9.23,0
SNS-00750,55.12,44.23,103.86,2631.8,7.14,0
SNS-00751,60.92,18.4,135.16,2189.1,5.0,0
SNS-00752,55.78,63.93,113.35,2814.2,13.71,0
SNS-00753,60.29,31.41,70.0,2725.3,5.0,0
SNS-00754,84.64,35.19,113.25,2298.1,7.88,0
SNS-00755,60.61,36.07,101.31,2921.3,5.0,0
SNS-00756,103.59,65.62,90.64,3014.8,15.82,1
SNS-00757,77.92,12.96,97.73,2868.1,5.21,0
SNS-00758,74.22,92.07,121.97,2702.8,39.21,1
SNS-00759,61.7,60.84,143.92,2977.4,16.39,1
SNS-00760,80.4,48.35,125.64,3004.1,13.87,0
SNS-00761,65.09,44.18,109.08,2892.2,5.0,0
SNS-00762,73.46,49.28,128.21,2552.6,8.05,0
SNS-00763,102.72,52.82,111.74,2883.0,14.33,0
SNS-00764,70.85,54.68,107.5,3158.6,13.54,0
SNS-00765,85.79,53.33,99.22,2621.0,7.82,0
SNS-00766,63.56,46.34,88.47,3429.4,11.52,0
SNS-00767,71.58,42.04,112.98,2642.3,7.79,0
SNS-00768,93.25,42.73,122.84,2809.7,13.63,0
SNS-00769,64.48,42.08,118.26,2598.3,5.06,0
SNS-00770,93.75,62.01,112.51,2867.0,13.62,0
SNS-00771,80.49,53.9,102.98,2277.3,7.6,0
SNS-00772,65.25,10.0,130.95,2636.2,6.3,0
SNS-00773,79.59,54.84,96.29,2472.4,5.1,0
SNS-00774,83.67,47.92,133.97,2840.6,10.32,0
SNS-00775,79.46,44.72,101.96,3098.3,5.0,0
SNS-00776,53.16,39.17,106.46,2993.8,5.0,0
SNS-00777,63.27,61.86,93.6,2088.5,6.57,0
SNS-00778,69.03,59.21,110.97,3412.6,17.89,1
SNS-00779,71.11,33.41,137.56,2888.6,5.0,0
SNS-00780,79.45,51.11,129.28,2567.1,9.95,0
SNS-00781,74.13,30.43,137.61,2847.1,14.5,0
SNS-00782,55.98,24.31,129.4,2852.9,9.58,0
SNS-00783,76.56,35.6,100.13,2599.9,7.49,0
SNS-00784,79.33,57.94,114.05,2859.4,12.88,0
SNS-00785,78.72,59.3,105.96,2617.8,13.74,0
SNS-00786,84.97,52.7,143.95,2678.7,11.62,0
SNS-00787,82.01,55.88,98.46,2594.1,5.38,0
SNS-00788,77.51,52.74,136.09,2370.2,5.0,0
SNS-00789,71.16,35.38,136.07,2843.8,11.6,0
SNS-00790,52.07,51.48,152.93,2975.6,19.6,1
SNS-00791,77.16,57.01,112.63,2954.5,9.33,0
SNS-00792,74.49,56.31,132.82,3046.0,13.61,0
SNS-00793,75.26,62.83,161.07,2897.3,17.89,1
SNS-00794,56.68,55.62,108.88,2640.2,8.18,0
SNS-00795,59.03,50.27,92.37,3051.9,9.13,0
SNS-00796,84.64,61.05,86.16,2392.7,5.0,0
SNS-00797,71.53,44.6,132.83,2529.8,8.74,0
SNS-00798,80.18,31.77,86.1,2510.7,5.0,0
SNS-00799,72.34,42.55,113.3,3124.0,8.31,0
SNS-00800,72.36,33.83,127.87,3082.8,10.06,0
SNS-00801,83.26,34.87,123.33,2946.2,7.73,0
SNS-00802,65.81,42.83,127.66,3121.6,9.14,0
SNS-00803,73.15,33.11,124.0,2536.2,5.0,0
SNS-00804,66.45,40.38,143.02,2904.6,12.56,0
SNS-00805,66.79,16.6,102.86,2762.4,5.0,0
SNS-00806,68.29,48.2,107.81,3054.1,8.01,0
SNS-00807,74.67,45.02,106.09,2765.4,5.0,0
SNS-00808,66.26,32.74,134.94,2684.5,5.0,0
SNS-00809,87.07,54.89,136.21,2962.3,19.33,1
SNS-00810,61.26,59.06,128.12,3062.9,14.28,0
SNS-00811,69.76,20.89,141.3,2599.5,9.74,0
SNS-00812,66.72,33.56,98.8,2781.7,7.12,0
SNS-00813,89.36,33.46,150.01,2482.5,15.55,1
SNS-00814,74.36,30.9,147.42,2050.6,10.5,0
SNS-00815,84.38,57.44,133.24,2860.1,13.49,0
SNS-00816,54.17,42.09,152.07,2982.7,5.0,0
SNS-00817,75.2,41.03,90.18,2878.6,5.0,0
SNS-00818,82.68,14.94,110.56,2215.1,5.64,0
SNS-00819,72.99,54.53,106.76,2694.7,8.42,0
SNS-00820,84.79,26.41,132.99,2134.5,8.92,0
SNS-00821,65.79,45.9,101.1,3210.9,6.29,0
SNS-00822,88.91,49.16,133.63,2474.2,5.94,0
SNS-00823,99.59,65.41,144.67,3176.6,25.86,1
SNS-00824,67.65,25.37,132.51,3083.8,10.42,0
SNS-00825,66.65,10.0,125.11,2529.8,13.2,0
SNS-00826,89.44,47.76,102.22,2460.2,6.86,0
SNS-00827,90.95,72.01,104.76,2905.1,22.41,1
SNS-00828,65.73,63.58,142.49,2546.7,18.92,1
SNS-00829,66.96,48.14,134.03,2830.7,6.24,0
SNS-00830,68.62,37.63,119.3,2655.2,5.26,0
SNS-00831,55.87,57.11,112.48,2265.7,5.79,0
SNS-00832,60.98,30.4,83.54,2130.9,5.0,0
SNS-00833,59.95,52.15,100.72,2868.0,5.92,0
SNS-00834,62.79,52.58,154.41,2631.5,13.5,0
SNS-00835,71.58,60.9,96.95,2634.1,5.29,0
SNS-00836,74.81,86.39,123.41,3008.8,35.11,1
SNS-00837,90.61,50.89,138.13,3152.0,25.44,1
SNS-00838,60.02,37.37,97.41,2718.2,5.0,0
SNS-00839,83.81,44.62,123.32,2697.8,7.25,0
SNS-00840,69.43,18.46,136.88,2950.0,9.88,0
SNS-00841,71.41,34.58,120.22,2392.9,6.72,0
SNS-00842,80.1,38.86,171.63,2866.9,12.78,0
SNS-00843,58.53,37.14,89.97,2965.6,5.0,0
SNS-00844,76.59,47.29,139.06,3004.1,16.92,1
SNS-00845,74.0,32.66,116.89,2219.0,7.02,0
SNS-00846,77.91,61.82,133.89,2571.6,8.74,0
SNS-00847,75.47,45.0,127.94,2536.5,5.08,0
SNS-00848,101.46,44.86,106.8,2830.0,17.96,1
SNS-00849,64.35,40.08,124.12,2944.2,11.57,0
SNS-00850,65.63,47.33,86.56,3249.0,9.44,0
SNS-00851,64.52,57.38,130.86,2651.5,10.34,0
SNS-00852,65.33,31.99,125.37,2650.7,5.0,0
SNS-00853,64.35,35.13,131.5,3144.9,8.73,0
SNS-00854,86.27,40.44,139.05,2889.0,15.64,1
SNS-00855,89.05,24.81,126.62,3180.3,9.99,0
SNS-00856,65.15,32.71,122.67,2886.6,5.0,0
SNS-00857,62.01,37.86,104.14,2452.9,5.0,0
SNS-00858,77.66,58.12,107.18,2400.1,8.9,0
SNS-00859,65.37,48.94,141.36,2334.5,14.32,0
SNS-00860,79.6,47.9,145.85,2998.6,11.5,0
SNS-00861,74.44,57.76,115.71,3156.6,13.68,0
SNS-00862,53.81,42.94,120.83,3354.8,8.73,0
SNS-00863,90.57,50.86,103.72,3052.9,11.79,0
SNS-00864,93.55,43.45,141.11,3148.9,12.28,0
SNS-00865,64.65,48.98,131.98,2626.0,6.24,0
SNS-00866,67.35,36.26,154.94,2453.1,5.0,0
SNS-00867,75.43,10.0,104.19,3055.0,10.53,0
SNS-00868,76.01,42.99,113.2,2925.3,8.93,0
SNS-00869,79.9,66.34,124.17,2832.2,11.22,0
SNS-00870,96.12,58.89,131.64,2916.2,24.35,1
SNS-00871,69.88,59.48,116.12,2897.0,20.18,1
SNS-00872,62.42,63.54,104.29,3185.1,14.53,0
SNS-00873,55.45,46.33,135.87,3188.5,10.11,0
SNS-00874,63.23,47.96,132.98,2963.3,19.61,1
SNS-00875,71.6,35.74,103.51,3053.7,5.0,0
SNS-00876,93.53,40.26,144.4,2954.2,15.26,0
SNS-00877,65.79,54.24,141.06,2661.6,11.92,0
SNS-00878,74.69,63.06,122.42,3027.0,20.67,1
SNS-00879,71.8,42.91,121.43,2381.7,6.64,0
SNS-00880,86.26,38.25,129.97,3116.2,10.54,0
SNS-00881,102.32,45.01,104.49,2441.6,8.14,0
SNS-00882,65.63,54.02,120.54,2885.7,8.15,0
SNS-00883,66.13,23.34,81.26,2546.5,5.0,0
SNS-00884,84.53,10.56,135.78,2966.0,13.74,0
SNS-00885,80.18,36.74,91.89,2789.8,5.0,0
SNS-00886,94.16,26.69,147.06,2321.6,8.07,0
SNS-00887,79.01,37.38,114.06,2926.2,10.56,0
SNS-00888,67.69,42.78,116.19,2626.6,5.0,0
SNS-00889,79.09,38.2,108.7,3064.3,5.0,0
SNS-00890,85.3,66.79,114.82,2800.4,16.56,1
SNS-00891,81.85,49.9,145.53,2918.6,14.38,0
SNS-00892,78.09,49.51,75.22,2512.7,5.0,0
SNS-00893,84.8,54.33,142.99,2623.2,15.57,1
SNS-00894,86.03,27.92,126.08,2662.4,5.0,0
SNS-00895,88.59,60.59,98.27,3057.0,20.4,1
SNS-00896,79.78,43.86,100.64,3303.2,11.88,0
SNS-00897,69.99,55.06,150.18,2558.4,11.68,0
SNS-00898,73.76,28.92,102.98,3123.1,5.0,0
SNS-00899,86.48,21.69,99.24,2149.1,5.0,0
SNS-00900,62.2,57.27,140.47,2441.7,14.22,0
SNS-00901,76.42,50.65,126.09,2512.4,8.59,0
SNS-00902,67.28,31.47,103.12,2394.2,5.0,0
SNS-00903,72.34,31.96,123.9,2324.9,5.0,0
SNS-00904,87.34,61.88,101.54,2923.9,11.78,0
SNS-00905,74.29,27.16,139.81,2735.8,6.41,0
SNS-00906,72.56,69.64,139.1,2913.8,13.64,0
SNS-00907,55.68,31.49,129.58,3007.1,10.53,0
SNS-00908,80.96,54.58,126.51,2879.7,13.49,0
SNS-00909,79.75,40.07,151.7,2997.3,10.28,0
SNS-00910,97.96,54.05,119.99,2779.1,22.25,1
SNS-00911,68.31,36.84,98.73,2443.9,5.0,0
SNS-00912,74.63,42.56,128.09,3117.3,6.73,0
SNS-00913,74.99,45.61,157.55,2623.3,14.86,0
SNS-00914,90.93,29.97,101.73,2519.3,6.44,0
SNS-00915,70.86,56.11,113.49,2746.6,10.06,0
SNS-00916,75.35,37.3,127.5,2526.2,5.0,0
SNS-00917,79.29,41.57,119.03,2674.8,7.67,0
SNS-00918,74.24,30.08,102.32,2903.2,5.0,0
SNS-00919,66.64,10.0,140.19,2904.5,13.03,0
SNS-00920,74.33,42.13,161.76,2530.7,5.0,0
SNS-00921,84.88,81.19,123.53,2653.7,26.31,1
SNS-00922,59.68,56.77,103.73,3122.3,16.19,1
SNS-00923,73.6,44.71,92.12,2948.9,5.0,0
SNS-00924,63.6,41.06,124.64,3422.5,11.14,0
SNS-00925,86.34,45.34,139.87,3154.0,14.04,0
SNS-00926,53.72,53.21,128.55,3143.3,8.67,0
SNS-00927,65.29,27.29,119.96,2383.6,5.0,0
