id_venta,fecha,id_cliente,categoria,producto,cantidad,precio_unitario,descuento,ciudad_venta,total_venta
VNT-0001527,2025-10-05 00:00:00,CLI-00038,Hardware,Firewall Hardware,11,3091978.43,0.0,Bucaramanga,34011762.73
VNT-0001528,2024-05-23 00:00:00,CLI-01481,Tecnología,Mouse Inalámbrico,5,116095.76,0.2,Cali,464383.04
VNT-0001529,2025-02-22 00:00:00,CLI-01015,Tecnología,Laptop Pro,4,4432213.21,0.1,Duitama,15955967.56
VNT-0001530,2025-08-06 04:00:00,CLI-00282,Hardware,Servidor Rack 2U,3,14953309.68,0.0,Cali,44859929.04
VNT-0001531,2024-03-03 22:00:00,CLI-00656,Tecnología,Laptop Pro,19,4416229.03,0.0,Tunja,83908351.57
VNT-0001532,2023-10-13 22:00:00,CLI-00377,Tecnología,Teclado Mecánico,9,262956.53,0.0,Medellín,2366608.77
VNT-0001533,2025-09-13 21:00:00,CLI-00397,Papelería,Marcadores Pro,15,36840.19,0.0,Duitama,552602.85
VNT-0001534,2025-04-22 03:00:00,CLI-01071,Hardware,Servidor Rack 2U,10,13847529.22,0.05,Bucaramanga,131551527.59
VNT-0001535,2023-12-20 08:00:00,CLI-01145,Muebles,Archivador Metálico,7,450744.53,0.05,Medellín,2997451.12
VNT-0001536,2025-03-24 13:00:00,CLI-00998,Hardware,Servidor Rack 2U,15,13092587.7,0.05,Sogamoso,186569374.72
VNT-0001537,2025-10-22 22:00:00,CLI-00944,Servicios Cloud,Instancia VM vCPU4,16,470916.25,0.05,Sogamoso,7157927.0
VNT-0001538,2023-02-05 13:00:00,CLI-00912,Tecnología,Mouse Inalámbrico,6,119126.32,0.0,Sogamoso,714757.92
VNT-0001539,2024-01-04 17:00:00,CLI-01085,Hardware,Servidor Rack 2U,16,14377554.07,0.0,Tunja,230040865.12
VNT-0001540,2025-12-28 21:00:00,CLI-01242,Muebles,Silla Ergonómica,4,785384.74,0.0,Tunja,3141538.96
VNT-0001541,2025-12-11 01:00:00,CLI-01000,Tecnología,Teclado Mecánico,1,294011.84,0.0,Cali,294011.84
VNT-0001542,2024-11-23 23:00:00,CLI-00316,Papelería,Resma Papel Bond,4,21511.51,0.05,Bogotá,81743.74
VNT-0001543,2023-12-28 03:00:00,CLI-01182,Muebles,Archivador Metálico,15,452183.77,0.0,Bogotá,6782756.55
VNT-0001544,2025-09-01 09:00:00,CLI-00434,Tecnología,Monitor 4K,12,1726818.91,0.1,Tunja,18649644.23
VNT-0001545,2023-02-26 17:00:00,CLI-01295,Tecnología,Mouse Inalámbrico,13,115633.73,0.1,Bogotá,1352914.64
VNT-0001546,2025-11-16 23:00:00,CLI-01096,Muebles,Escritorio Elevable,9,1654081.57,0.15,Cali,12653724.01
VNT-0001547,2023-10-26 21:00:00,CLI-00485,Servicios Cloud,Instancia VM vCPU4,4,515641.81,0.15,Bogotá,1753182.15
VNT-0001548,2025-01-16 06:00:00,CLI-00121,Papelería,Marcadores Pro,8,35750.59,0.1,Bogotá,257404.25
VNT-0001549,2023-02-21 17:00:00,CLI-00723,Hardware,Switch Gigabit 24p,10,1226504.13,0.0,Duitama,12265041.3
VNT-0001550,2024-07-10 14:00:00,CLI-00792,Tecnología,Mouse Inalámbrico,2,129361.89,0.05,Bucaramanga,245787.59
VNT-0001551,2023-03-07 06:00:00,CLI-00204,Tecnología,Mouse Inalámbrico,8,112561.61,0.0,Medellín,900492.88
VNT-0001552,2025-01-31 08:00:00,CLI-01191,Tecnología,Teclado Mecánico,4,261483.42,0.0,Bucaramanga,1045933.68
VNT-0001553,2024-04-23 12:00:00,CLI-00378,Tecnología,Teclado Mecánico,4,287048.2,0.0,Sogamoso,1148192.8
VNT-0001554,2025-12-09 02:00:00,CLI-01316,Tecnología,Laptop Pro,16,4228245.06,0.1,Tunja,60886728.86
VNT-0001555,2024-07-21 18:00:00,CLI-00116,Servicios Cloud,Almacenamiento S3 1TB,12,140400.1,0.05,Bogotá,1600561.14
VNT-0001556,2023-01-04 14:00:00,CLI-00845,Hardware,Switch Gigabit 24p,16,1195285.3,0.15,Bucaramanga,16255880.08
VNT-0001557,2025-09-07 07:00:00,CLI-01038,Hardware,Firewall Hardware,3,3436110.63,0.1,Sogamoso,9277498.7
VNT-0001558,2025-02-13 07:00:00,CLI-00704,Tecnología,Laptop Pro,3,4611976.65,0.1,Sogamoso,12452336.96
VNT-0001559,2025-03-16 12:00:00,CLI-00108,Hardware,Switch Gigabit 24p,9,1134083.11,0.0,Bucaramanga,10206747.99
VNT-0001560,2025-09-15 15:00:00,CLI-00810,Muebles,Escritorio Elevable,11,1587477.66,0.15,Tunja,14842916.12
VNT-0001561,2023-11-04 02:00:00,CLI-00076,Tecnología,Laptop Pro,5,4585773.04,0.0,Medellín,22928865.2
VNT-0001562,2025-11-26 10:00:00,CLI-00752,Hardware,Firewall Hardware,18,3340958.28,0.0,Sogamoso,60137249.04
VNT-0001563,2023-10-05 00:00:00,CLI-01048,Papelería,Cuaderno Cuadriculado,4,18872.98,0.1,Bogotá,67942.73
VNT-0001564,2023-08-29 10:00:00,CLI-00314,Tecnología,Teclado Mecánico,13,275962.99,0.2,Duitama,2870015.1
VNT-0001565,2025-01-09 04:00:00,CLI-00132,Muebles,Escritorio Elevable,14,1624344.81,0.0,Bogotá,22740827.34
VNT-0001566,2023-07-12 21:00:00,CLI-00674,Tecnología,Monitor 4K,6,1777634.93,0.0,Bogotá,10665809.58
VNT-0001567,2025-11-20 23:00:00,CLI-00420,Servicios Cloud,Base de Datos RDS,3,831616.05,0.2,Duitama,1995878.52
VNT-0001568,2025-12-29 21:00:00,CLI-01001,Muebles,Archivador Metálico,4,409413.0,0.0,Bogotá,1637652.0
VNT-0001569,2025-08-08 03:00:00,CLI-00610,Hardware,Switch Gigabit 24p,6,1242268.82,0.1,Medellín,6708251.63
VNT-0001570,2025-08-23 08:00:00,CLI-00191,Tecnología,Teclado Mecánico,15,269017.42,0.1,Bucaramanga,3631735.17
VNT-0001571,2023-06-12 02:00:00,CLI-00803,Muebles,Escritorio Elevable,17,1723773.87,0.1,Bucaramanga,26373740.21
VNT-0001572,2025-08-11 00:00:00,CLI-00337,Muebles,Archivador Metálico,9,413625.49,0.0,Cali,3722629.41
VNT-0001573,2025-12-06 11:00:00,CLI-00883,Papelería,Cuaderno Cuadriculado,13,16768.59,0.0,Cali,217991.67
VNT-0001574,2024-08-24 12:00:00,CLI-01102,Muebles,Escritorio Elevable,19,1580554.61,0.1,Medellín,27027483.83
VNT-0001575,2024-06-21 07:00:00,CLI-01380,Servicios Cloud,Instancia VM vCPU4,7,452024.56,0.0,Sogamoso,3164171.92
VNT-0001576,2024-12-12 15:00:00,CLI-00121,Hardware,Firewall Hardware,10,3444268.98,0.0,Tunja,34442689.8
VNT-0001577,2023-03-31 11:00:00,CLI-00288,Hardware,Servidor Rack 2U,11,14656101.41,0.0,Bucaramanga,161217115.51
VNT-0001578,2025-07-29 03:00:00,CLI-00892,Servicios Cloud,Instancia VM vCPU4,18,504765.64,0.0,Bogotá,9085781.52
VNT-0001579,2023-12-24 09:00:00,CLI-00649,Hardware,Firewall Hardware,12,2963027.72,0.0,Bucaramanga,35556332.64
VNT-0001580,2025-09-20 15:00:00,CLI-00213,Papelería,Cuaderno Cuadriculado,10,17101.18,0.1,Duitama,153910.62
VNT-0001581,2025-08-03 04:00:00,CLI-00643,Servicios Cloud,Instancia VM vCPU4,6,470257.43,0.15,Bucaramanga,2398312.89
VNT-0001582,2025-05-19 23:00:00,CLI-00337,Muebles,Silla Ergonómica,12,890946.41,0.0,Duitama,10691356.92
VNT-0001583,2025-01-09 00:00:00,CLI-00775,Muebles,Archivador Metálico,17,429084.84,0.0,Tunja,7294442.28
VNT-0001584,2023-10-04 23:00:00,CLI-01047,Muebles,Escritorio Elevable,10,1562041.14,0.0,Sogamoso,15620411.4
VNT-0001585,2023-12-23 07:00:00,CLI-00175,Muebles,Archivador Metálico,16,420062.9,0.0,Medellín,6721006.4
VNT-0001586,2023-10-31 04:00:00,CLI-01066,Tecnología,Mouse Inalámbrico,14,126825.86,0.0,Bogotá,1775562.04
VNT-0001587,2023-04-04 00:00:00,CLI-01051,Hardware,Switch Gigabit 24p,14,1272909.29,0.05,Bogotá,16929693.56
VNT-0001588,2024-05-11 12:00:00,CLI-00298,Muebles,Silla Ergonómica,1,804773.56,0.15,Cali,684057.53
VNT-0001589,2023-05-18 20:00:00,CLI-01418,Tecnología,Laptop Pro,2,4579017.17,0.0,Medellín,9158034.34
VNT-0001590,2024-12-19 08:00:00,CLI-01271,Papelería,Resma Papel Bond,16,22540.58,0.15,Sogamoso,306551.89
VNT-0001591,2023-02-07 12:00:00,CLI-00796,Tecnología,Mouse Inalámbrico,17,112135.29,0.0,Cali,1906299.93
VNT-0001592,2025-02-27 13:00:00,CLI-00791,Tecnología,Teclado Mecánico,16,261575.93,0.0,Bucaramanga,4185214.88
VNT-0001593,2023-06-05 00:00:00,CLI-00930,Tecnología,Monitor 4K,11,1871762.03,0.0,Bogotá,20589382.33
VNT-0001594,2024-10-04 00:00:00,CLI-00390,Muebles,Archivador Metálico,17,412788.08,0.1,Tunja,6315657.62
VNT-0001595,2024-05-11 18:00:00,CLI-00886,Muebles,Silla Ergonómica,5,839942.11,0.05,Bucaramanga,3989725.02
VNT-0001596,2024-01-20 04:00:00,CLI-01019,Servicios Cloud,Base de Datos RDS,17,919692.15,0.15,Bogotá,13289551.57
VNT-0001597,2025-10-15 23:00:00,CLI-00808,Servicios Cloud,Almacenamiento S3 1TB,17,159997.75,0.0,Bogotá,2719961.75
VNT-0001598,2025-10-27 02:00:00,CLI-00484,Muebles,Archivador Metálico,10,411835.35,0.1,Tunja,3706518.15
VNT-0001599,2023-02-07 10:00:00,CLI-00544,Muebles,Archivador Metálico,14,438302.63,0.0,Medellín,6136236.82
VNT-0001600,2025-12-14 06:00:00,CLI-00714,Muebles,Escritorio Elevable,8,1531568.42,0.0,Medellín,12252547.36
VNT-0001601,2024-02-22 18:00:00,CLI-01424,Servicios Cloud,Almacenamiento S3 1TB,17,147915.97,0.1,Duitama,2263114.34
VNT-0001602,2023-06-24 03:00:00,CLI-00562,Tecnología,Laptop Pro,7,4175934.69,0.05,Cali,27769965.69
VNT-0001603,2023-02-08 04:00:00,CLI-00151,Tecnología,Monitor 4K,16,1916927.26,0.15,Bogotá,26070210.74
VNT-0001604,2023-09-09 10:00:00,CLI-00394,Servicios Cloud,Instancia VM vCPU4,16,518164.5,0.0,Sogamoso,8290632.0
VNT-0001605,2024-02-02 21:00:00,CLI-00552,Muebles,Archivador Metálico,3,434727.83,0.0,Cali,1304183.49
VNT-0001606,2024-04-27 17:00:00,CLI-00443,Tecnología,Laptop Pro,6,4815921.62,0.15,Duitama,24561200.26
VNT-0001607,2024-05-14 23:00:00,CLI-01475,Tecnología,Teclado Mecánico,8,273703.0,0.0,Bucaramanga,2189624.0
VNT-0001608,2025-05-20 09:00:00,CLI-00606,Hardware,Switch Gigabit 24p,18,1238913.27,0.0,Bucaramanga,22300438.86
VNT-0001609,2024-03-20 04:00:00,CLI-00524,Hardware,Servidor Rack 2U,6,12998826.95,0.0,Medellín,77992961.7
VNT-0001610,2023-02-27 20:00:00,CLI-01172,Servicios Cloud,Instancia VM vCPU4,19,478616.94,0.1,Bogotá,8184349.67
VNT-0001611,2025-12-07 03:00:00,CLI-00199,Muebles,Silla Ergonómica,13,892058.02,0.1,Bucaramanga,10437078.83
VNT-0001612,2024-11-09 23:00:00,CLI-00676,Papelería,Marcadores Pro,3,32480.28,0.0,Bucaramanga,97440.84
VNT-0001613,2025-10-16 09:00:00,CLI-00479,Hardware,Firewall Hardware,15,3034607.21,0.15,Duitama,38691241.93
VNT-0001614,2025-04-28 16:00:00,CLI-01013,Hardware,Servidor Rack 2U,4,13551415.7,0.1,Bogotá,48785096.52
VNT-0001615,2024-06-08 10:00:00,CLI-00672,Tecnología,Teclado Mecánico,13,296929.15,0.05,Cali,3667075.0
VNT-0001616,2023-09-13 06:00:00,CLI-01286,Servicios Cloud,Base de Datos RDS,19,824289.82,0.0,Duitama,15661506.58
VNT-0001617,2023-05-05 04:00:00,CLI-01055,Tecnología,Teclado Mecánico,15,275682.11,0.15,Medellín,3514946.9
VNT-0001618,2025-04-18 02:00:00,CLI-00903,Tecnología,Laptop Pro,19,4235066.2,0.05,Tunja,76442944.91
VNT-0001619,2023-03-19 20:00:00,CLI-00796,Servicios Cloud,Base de Datos RDS,18,819639.96,0.0,Bogotá,14753519.28
VNT-0001620,2024-02-05 19:00:00,CLI-00917,Muebles,Silla Ergonómica,10,864475.53,0.0,Medellín,8644755.3
VNT-0001621,2025-10-08 08:00:00,CLI-00655,Hardware,Firewall Hardware,9,3271626.77,0.0,Bogotá,29444640.93
VNT-0001622,2025-04-23 18:00:00,CLI-00227,Tecnología,Mouse Inalámbrico,3,128825.39,0.05,Duitama,367152.36
VNT-0001623,2025-11-22 03:00:00,CLI-00081,Papelería,Cuaderno Cuadriculado,15,18250.34,0.0,Medellín,273755.1
VNT-0001624,2025-08-19 06:00:00,CLI-00900,Hardware,Servidor Rack 2U,17,14359960.56,0.15,Bogotá,207501430.09
VNT-0001625,2023-08-26 03:00:00,CLI-01455,Hardware,Servidor Rack 2U,9,14217608.62,0.15,Medellín,108764705.94
VNT-0001626,2025-01-20 09:00:00,CLI-01408,Tecnología,Mouse Inalámbrico,5,116950.19,0.1,Cali,526275.86
VNT-0001627,2024-11-04 12:00:00,CLI-00033,Muebles,Escritorio Elevable,3,1506508.07,0.1,Medellín,4067571.79
VNT-0001628,2024-12-29 00:00:00,CLI-01498,Papelería,Marcadores Pro,17,33184.41,0.2,Cali,451307.98
VNT-0001629,2024-03-04 09:00:00,CLI-00361,Tecnología,Monitor 4K,16,1915714.89,0.15,Bucaramanga,26053722.5
VNT-0001630,2025-12-17 20:00:00,CLI-01193,Hardware,Firewall Hardware,12,3206339.16,0.1,Medellín,34628462.93
VNT-0001631,2024-04-17 15:00:00,CLI-00755,Hardware,Switch Gigabit 24p,4,1250591.7,0.0,Bucaramanga,5002366.8
VNT-0001632,2023-03-21 18:00:00,CLI-00884,Tecnología,Mouse Inalámbrico,11,115611.34,0.0,Tunja,1271724.74
VNT-0001633,2024-08-19 01:00:00,CLI-00138,Tecnología,Monitor 4K,8,1927245.45,0.05,Medellín,14647065.42
VNT-0001634,2023-11-08 00:00:00,CLI-00254,Tecnología,Mouse Inalámbrico,15,122945.42,0.2,Tunja,1475345.04
VNT-0001635,2024-02-16 15:00:00,CLI-00398,Hardware,Switch Gigabit 24p,13,1283664.13,0.15,Tunja,14184488.64
VNT-0001636,2024-05-28 12:00:00,CLI-00354,Tecnología,Teclado Mecánico,8,268248.83,0.1,Bucaramanga,1931391.58
VNT-0001637,2023-11-06 01:00:00,CLI-01500,Muebles,Escritorio Elevable,3,1522137.47,0.0,Medellín,4566412.41
VNT-0001638,2024-01-21 18:00:00,CLI-01266,Muebles,Silla Ergonómica,14,834697.88,0.1,Medellín,10517193.29
VNT-0001639,2024-06-06 02:00:00,CLI-00152,Papelería,Cuaderno Cuadriculado,8,19301.19,0.15,Tunja,131248.09
VNT-0001640,2025-03-16 00:00:00,CLI-00963,Tecnología,Teclado Mecánico,4,291830.82,0.05,Duitama,1108957.12
VNT-0001641,2023-02-18 07:00:00,CLI-01377,Tecnología,Laptop Pro,9,4725918.23,0.0,Bucaramanga,42533264.07
VNT-0001642,2023-10-10 10:00:00,CLI-01270,Hardware,Switch Gigabit 24p,2,1284742.72,0.15,Tunja,2184062.62
VNT-0001643,2023-07-04 15:00:00,CLI-01377,Hardware,Switch Gigabit 24p,1,1153274.15,0.15,Duitama,980283.03
VNT-0001644,2024-11-13 00:00:00,CLI-00267,Servicios Cloud,Instancia VM vCPU4,2,513889.75,0.0,Cali,1027779.5
VNT-0001645,2024-11-02 02:00:00,CLI-00593,Tecnología,Mouse Inalámbrico,15,121335.48,0.2,Bogotá,1456025.76
VNT-0001646,2023-11-22 02:00:00,CLI-01048,Muebles,Escritorio Elevable,15,1674402.77,0.1,Tunja,22604437.4
VNT-0001647,2023-08-02 16:00:00,CLI-00032,Papelería,Marcadores Pro,17,37166.81,0.0,Bucaramanga,631835.77
VNT-0001648,2024-11-02 00:00:00,CLI-01257,Tecnología,Monitor 4K,11,1779297.77,0.0,Medellín,19572275.47
VNT-0001649,2025-09-01 07:00:00,CLI-01188,Hardware,Firewall Hardware,4,3049638.53,0.0,Bucaramanga,12198554.12
VNT-0001650,2023-06-11 14:00:00,CLI-00855,Papelería,Resma Papel Bond,17,22434.21,0.0,Bucaramanga,381381.57
VNT-0001651,2024-12-21 00:00:00,CLI-00334,Tecnología,Monitor 4K,14,1675259.08,0.1,Bogotá,21108264.41
VNT-0001652,2025-11-17 00:00:00,CLI-00946,Hardware,Servidor Rack 2U,7,14366993.38,0.0,Medellín,100568953.66
VNT-0001653,2024-01-05 23:00:00,CLI-01445,Hardware,Firewall Hardware,6,3346681.88,0.1,Bogotá,18072082.15
VNT-0001654,2025-08-11 21:00:00,CLI-01084,Tecnología,Monitor 4K,18,1894766.97,0.15,Bogotá,28989934.64
VNT-0001655,2025-11-24 04:00:00,CLI-01333,Papelería,Resma Papel Bond,10,21730.74,0.0,Cali,217307.4
VNT-0001656,2023-03-02 14:00:00,CLI-00825,Muebles,Archivador Metálico,6,397116.51,0.1,Bogotá,2144429.15
VNT-0001657,2025-07-26 11:00:00,CLI-01325,Muebles,Archivador Metálico,2,396236.34,0.1,Bogotá,713225.41
VNT-0001658,2024-04-21 14:00:00,CLI-01097,Tecnología,Mouse Inalámbrico,16,116470.48,0.05,Duitama,1770351.3
VNT-0001659,2023-08-31 14:00:00,CLI-00102,Papelería,Resma Papel Bond,7,23284.71,0.0,Cali,162992.97
VNT-0001660,2023-09-24 09:00:00,CLI-00974,Hardware,Switch Gigabit 24p,16,1279354.7,0.2,Bogotá,16375740.16
VNT-0001661,2024-12-16 02:00:00,CLI-01415,Papelería,Marcadores Pro,7,33941.34,0.0,Sogamoso,237589.38
VNT-0001662,2024-08-27 16:00:00,CLI-00319,Tecnología,Mouse Inalámbrico,2,125842.41,0.1,Bucaramanga,226516.34
VNT-0001663,2024-08-22 00:00:00,CLI-00588,Papelería,Resma Papel Bond,4,21691.56,0.0,Tunja,86766.24
VNT-0001664,2025-09-12 20:00:00,CLI-00066,Muebles,Archivador Metálico,8,406815.95,0.0,Cali,3254527.6
VNT-0001665,2025-11-20 17:00:00,CLI-00006,Hardware,Servidor Rack 2U,9,14583155.58,0.0,Bucaramanga,131248400.22
VNT-0001666,2024-01-24 02:00:00,CLI-00667,Muebles,Silla Ergonómica,7,828783.38,0.1,Duitama,5221335.29
VNT-0001667,2023-09-27 23:00:00,CLI-00646,Tecnología,Teclado Mecánico,5,265826.72,0.0,Bogotá,1329133.6
VNT-0001668,2025-08-01 07:00:00,CLI-01238,Tecnología,Laptop Pro,8,4528056.16,0.15,Medellín,30790781.89
VNT-0001669,2024-07-18 17:00:00,CLI-00954,Servicios Cloud,Base de Datos RDS,14,909807.86,0.0,Sogamoso,12737310.04
VNT-0001670,2025-06-20 13:00:00,CLI-00851,Tecnología,Mouse Inalámbrico,2,123616.64,0.0,Duitama,247233.28
VNT-0001671,2024-01-20 15:00:00,CLI-00745,Servicios Cloud,Base de Datos RDS,15,873495.29,0.0,Tunja,13102429.35
VNT-0001672,2024-09-28 19:00:00,CLI-00782,Tecnología,Laptop Pro,3,4526941.66,0.15,Bucaramanga,11543701.23
VNT-0001673,2025-05-28 23:00:00,CLI-00740,Muebles,Silla Ergonómica,18,874110.67,0.0,Bogotá,15733992.06
VNT-0001674,2025-12-14 17:00:00,CLI-01467,Muebles,Silla Ergonómica,18,851452.3,0.1,Cali,13793527.26
VNT-0001675,2025-05-24 12:00:00,CLI-00507,Hardware,Switch Gigabit 24p,18,1161912.6,0.1,Sogamoso,18822984.12
VNT-0001676,2023-01-15 16:00:00,CLI-00559,Hardware,Firewall Hardware,13,3295692.46,0.1,Cali,38559601.78
VNT-0001677,2025-11-20 11:00:00,CLI-00507,Tecnología,Teclado Mecánico,15,281792.22,0.05,Sogamoso,4015539.14
VNT-0001678,2024-04-20 09:00:00,CLI-00998,Muebles,Archivador Metálico,12,437756.49,0.0,Bogotá,5253077.88
VNT-0001679,2023-05-21 20:00:00,CLI-01092,Tecnología,Mouse Inalámbrico,10,127189.8,0.0,Sogamoso,1271898.0
VNT-0001680,2025-06-11 04:00:00,CLI-00678,Papelería,Cuaderno Cuadriculado,10,19436.88,0.0,Bucaramanga,194368.8
VNT-0001681,2024-12-24 15:00:00,CLI-00898,Muebles,Archivador Metálico,7,450480.16,0.2,Sogamoso,2522688.9
VNT-0001682,2023-01-01 00:00:00,CLI-00508,Hardware,Switch Gigabit 24p,19,1242344.26,0.0,Bucaramanga,23604540.94
VNT-0001683,2024-09-17 04:00:00,CLI-00395,Hardware,Firewall Hardware,8,3240409.66,0.2,Bogotá,20738621.82
VNT-0001684,2025-07-20 18:00:00,CLI-00397,Muebles,Escritorio Elevable,19,1717070.56,0.0,Cali,32624340.64
VNT-0001685,2023-01-17 13:00:00,CLI-00343,Muebles,Silla Ergonómica,15,913291.43,0.2,Sogamoso,10959497.16
VNT-0001686,2024-08-09 15:00:00,CLI-01177,Hardware,Servidor Rack 2U,7,15103194.07,0.0,Tunja,105722358.49
VNT-0001687,2024-10-29 15:00:00,CLI-01202,Servicios Cloud,Almacenamiento S3 1TB,1,156133.51,0.0,Tunja,156133.51
VNT-0001688,2025-07-20 06:00:00,CLI-00549,Tecnología,Mouse Inalámbrico,10,127276.21,0.0,Duitama,1272762.1
VNT-0001689,2025-10-05 23:00:00,CLI-00523,Muebles,Archivador Metálico,13,404637.65,0.0,Bogotá,5260289.45
VNT-0001690,2024-11-17 14:00:00,CLI-00412,Muebles,Archivador Metálico,14,452329.74,0.1,Bogotá,5699354.72
VNT-0001691,2024-12-11 12:00:00,CLI-01304,Tecnología,Teclado Mecánico,8,271502.59,0.15,Medellín,1846217.61
VNT-0001692,2024-10-18 08:00:00,CLI-00696,Tecnología,Teclado Mecánico,7,262866.18,0.05,Tunja,1748060.1
VNT-0001693,2023-10-12 03:00:00,CLI-01353,Tecnología,Teclado Mecánico,1,285667.69,0.15,Bucaramanga,242817.54
VNT-0001694,2023-10-08 10:00:00,CLI-00221,Papelería,Marcadores Pro,13,35481.28,0.0,Duitama,461256.64
VNT-0001695,2025-01-11 23:00:00,CLI-00508,Tecnología,Mouse Inalámbrico,1,112935.25,0.05,Tunja,107288.49
VNT-0001696,2023-06-10 08:00:00,CLI-01210,Tecnología,Monitor 4K,17,1687324.27,0.0,Sogamoso,28684512.59
VNT-0001697,2025-11-02 11:00:00,CLI-00880,Tecnología,Monitor 4K,15,1782266.42,0.05,Cali,25397296.48
VNT-0001698,2024-03-10 04:00:00,CLI-00223,Servicios Cloud,Instancia VM vCPU4,9,510242.22,0.2,Tunja,3673743.98
VNT-0001699,2023-01-26 09:00:00,CLI-00568,Hardware,Servidor Rack 2U,11,14205339.65,0.15,Sogamoso,132819925.73
VNT-0001700,2023-10-08 10:00:00,CLI-01251,Muebles,Escritorio Elevable,17,1531156.4,0.0,Medellín,26029658.8
VNT-0001701,2024-06-15 10:00:00,CLI-01231,Muebles,Escritorio Elevable,18,1524962.32,0.15,Cali,23331923.5
VNT-0001702,2024-06-25 15:00:00,CLI-01169,Hardware,Servidor Rack 2U,3,13054420.23,0.0,Bogotá,39163260.69
VNT-0001703,2025-02-14 02:00:00,CLI-01084,Tecnología,Monitor 4K,8,1678470.44,0.0,Cali,13427763.52
VNT-0001704,2023-05-24 18:00:00,CLI-00411,Tecnología,Mouse Inalámbrico,16,120133.91,0.1,Tunja,1729928.3
VNT-0001705,2023-03-21 07:00:00,CLI-00649,Tecnología,Laptop Pro,1,4280443.93,0.0,Cali,4280443.93
VNT-0001706,2023-10-26 06:00:00,CLI-00273,Tecnología,Laptop Pro,18,4324050.69,0.0,Duitama,77832912.42
VNT-0001707,2024-04-12 11:00:00,CLI-00292,Muebles,Escritorio Elevable,2,1663612.11,0.0,Medellín,3327224.22
VNT-0001708,2024-08-11 08:00:00,CLI-00667,Hardware,Switch Gigabit 24p,5,1131863.73,0.0,Medellín,5659318.65
VNT-0001709,2024-05-27 10:00:00,CLI-00427,Papelería,Resma Papel Bond,6,21974.99,0.0,Cali,131849.94
VNT-0001710,2023-01-06 20:00:00,CLI-00074,Muebles,Escritorio Elevable,12,1536229.08,0.0,Bogotá,18434748.96
VNT-0001711,2023-05-17 16:00:00,CLI-01050,Hardware,Firewall Hardware,18,3311287.77,0.0,Medellín,59603179.86
VNT-0001712,2024-04-05 10:00:00,CLI-01095,Tecnología,Laptop Pro,11,4664458.33,0.15,Bucaramanga,43612685.39
VNT-0001713,2025-11-02 21:00:00,CLI-00235,Tecnología,Laptop Pro,13,4340358.63,0.05,Bucaramanga,53603429.08
VNT-0001714,2023-05-27 01:00:00,CLI-00211,Papelería,Cuaderno Cuadriculado,17,18510.12,0.15,Sogamoso,267471.23
VNT-0001715,2024-02-26 19:00:00,CLI-00754,Papelería,Cuaderno Cuadriculado,8,18248.24,0.1,Bucaramanga,131387.33
VNT-0001716,2024-07-01 00:00:00,CLI-01059,Tecnología,Teclado Mecánico,7,278881.71,0.0,Bogotá,1952171.97
VNT-0001717,2023-09-01 14:00:00,CLI-00843,Muebles,Escritorio Elevable,4,1616390.68,0.0,Bogotá,6465562.72
VNT-0001718,2025-02-19 06:00:00,CLI-00002,Papelería,Cuaderno Cuadriculado,9,17884.35,0.15,Duitama,136815.28
VNT-0001719,2025-01-01 00:00:00,CLI-00909,Servicios Cloud,Base de Datos RDS,13,892900.09,0.0,Bogotá,11607701.17
VNT-0001720,2023-07-21 00:00:00,CLI-00372,Papelería,Marcadores Pro,11,33225.57,0.05,Cali,347207.21
VNT-0001721,2025-11-01 01:00:00,CLI-01070,Muebles,Archivador Metálico,8,406029.68,0.0,Medellín,3248237.44
VNT-0001722,2023-12-24 03:00:00,CLI-01086,Tecnología,Laptop Pro,19,4723376.44,0.0,Tunja,89744152.36
VNT-0001723,2025-01-22 14:00:00,CLI-01278,Muebles,Archivador Metálico,11,395702.69,0.0,Sogamoso,4352729.59
VNT-0001724,2025-06-11 04:00:00,CLI-00527,Tecnología,Teclado Mecánico,18,284985.69,0.1,Cali,4616768.18
VNT-0001725,2024-03-24 02:00:00,CLI-01282,Hardware,Switch Gigabit 24p,7,1131910.18,0.05,Sogamoso,7527202.7
VNT-0001726,2025-10-05 23:00:00,CLI-00253,Muebles,Escritorio Elevable,13,1661383.9,0.15,Medellín,18358292.1
VNT-0001727,2023-11-16 17:00:00,CLI-00575,Muebles,Archivador Metálico,14,424918.43,0.0,Medellín,5948858.02
VNT-0001728,2025-01-17 00:00:00,CLI-00697,Servicios Cloud,Base de Datos RDS,6,938704.36,0.0,Cali,5632226.16
VNT-0001729,2025-06-14 09:00:00,CLI-00293,Muebles,Silla Ergonómica,5,806360.94,0.0,Sogamoso,4031804.7
VNT-0001730,2023-11-07 16:00:00,CLI-00371,Muebles,Escritorio Elevable,8,1503110.93,0.05,Medellín,11423643.07
VNT-0001731,2023-11-29 23:00:00,CLI-00129,Servicios Cloud,Instancia VM vCPU4,11,508876.12,0.0,Bucaramanga,5597637.32
VNT-0001732,2023-03-24 21:00:00,CLI-01331,Hardware,Servidor Rack 2U,7,14993854.2,0.0,Duitama,104956979.4
VNT-0001733,2024-11-16 23:00:00,CLI-00761,Servicios Cloud,Base de Datos RDS,4,903853.57,0.0,Medellín,3615414.28
