id_cliente,nombre,segmento,edad,ciudad_residencia,ingreso_anual
CLI-00391,Cliente_391,Gobierno,41,Bucaramanga,12106309.31
CLI-00392,Cliente_392,Pequeña Empresa,33,Bucaramanga,24675379.87
CLI-00393,Cliente_393,Pequeña Empresa,26,Duitama,30036733.6
CLI-00394,Cliente_394,Consumidor Final,56,Bogotá,57652251.89
CLI-00395,Cliente_395,Pequeña Empresa,41,Duitama,41678637.49
CLI-00396,Cliente_396,Gobierno,24,Tunja,18974221.17
CLI-00397,Cliente_397,Consumidor Final,21,Cali,40832435.47
CLI-00398,Cliente_398,Pequeña Empresa,46,Duitama,16432352.13
CLI-00399,Cliente_399,Consumidor Final,40,Bogotá,47992292.65
CLI-00400,Cliente_400,Consumidor Final,57,Medellín,29346504.18
CLI-00401,Cliente_401,Corporativo,34,Tunja,33876365.74
CLI-00402,Cliente_402,Gobierno,40,Medellín,50909559.77
CLI-00403,Cliente_403,Pequeña Empresa,29,Sogamoso,19554037.18
CLI-00404,Cliente_404,Consumidor Final,42,Duitama,18234581.78
CLI-00405,Cliente_405,Pequeña Empresa,58,Tunja,27996808.08
CLI-00406,Cliente_406,Consumidor Final,24,Cali,47460546.21
CLI-00407,Cliente_407,Pequeña Empresa,20,Duitama,16767847.09
CLI-00408,Cliente_408,Corporativo,32,Cali,12000000.0
CLI-00409,Cliente_409,Gobierno,40,Bucaramanga,29586093.7
CLI-00410,Cliente_410,Corporativo,45,Medellín,41620889.6
CLI-00411,Cliente_411,Pequeña Empresa,69,Tunja,49403141.0
CLI-00412,Cliente_412,Gobierno,64,Cali,29442063.65
CLI-00413,Cliente_413,Gobierno,40,Bogotá,30062880.71
CLI-00414,Cliente_414,Pequeña Empresa,37,Cali,48846808.81
CLI-00415,Cliente_415,Consumidor Final,56,Bogotá,12563099.6
CLI-00416,Cliente_416,Pequeña Empresa,64,Duitama,30337750.7
CLI-00417,Cliente_417,Pequeña Empresa,51,Tunja,37285086.68
CLI-00418,Cliente_418,Pequeña Empresa,55,Cali,40390624.66
CLI-00419,Cliente_419,Consumidor Final,36,Sogamoso,28882319.68
CLI-00420,Cliente_420,Consumidor Final,54,Cali,35413292.14
CLI-00421,Cliente_421,Consumidor Final,68,Sogamoso,12000000.0
CLI-00422,Cliente_422,Consumidor Final,30,Tunja,27101019.05
CLI-00423,Cliente_423,Corporativo,40,Cali,40442104.55
CLI-00424,Cliente_424,Pequeña Empresa,45,Bogotá,23212471.59
CLI-00425,Cliente_425,Corporativo,23,Cali,35707810.66
CLI-00426,Cliente_426,Pequeña Empresa,53,Medellín,40362470.01
CLI-00427,Cliente_427,Pequeña Empresa,67,Duitama,30889409.59
CLI-00428,Cliente_428,Consumidor Final,37,Bucaramanga,37045565.25
CLI-00429,Cliente_429,Pequeña Empresa,59,Bogotá,23447209.22
CLI-00430,Cliente_430,Corporativo,54,Medellín,32520664.64
CLI-00431,Cliente_431,Corporativo,60,Sogamoso,42322594.04
CLI-00432,Cliente_432,Consumidor Final,48,Duitama,36883675.53
CLI-00433,Cliente_433,Consumidor Final,48,Tunja,27961624.77
CLI-00434,Cliente_434,Corporativo,57,Bogotá,37690596.85
CLI-00435,Cliente_435,Corporativo,61,Bucaramanga,43575317.49
CLI-00436,Cliente_436,Consumidor Final,40,Duitama,12000000.0
CLI-00437,Cliente_437,Corporativo,61,Sogamoso,48908888.78
CLI-00438,Cliente_438,Consumidor Final,32,Bucaramanga,30964943.14
CLI-00439,Cliente_439,Consumidor Final,68,Tunja,40105879.2
CLI-00440,Cliente_440,Corporativo,60,Tunja,49366963.08
CLI-00441,Cliente_441,Corporativo,36,Sogamoso,18539915.63
CLI-00442,Cliente_442,Gobierno,28,Bogotá,26486707.97
CLI-00443,Cliente_443,Pequeña Empresa,60,Sogamoso,31537415.65
CLI-00444,Cliente_444,Pequeña Empresa,20,Cali,25594957.75
CLI-00445,Cliente_445,Consumidor Final,21,Tunja,55819238.91
CLI-00446,Cliente_446,Gobierno,67,Duitama,24718734.87
CLI-00447,Cliente_447,Gobierno,48,Cali,28333438.65
CLI-00448,Cliente_448,Consumidor Final,52,Medellín,37452668.38
CLI-00449,Cliente_449,Pequeña Empresa,29,Bucaramanga,20574205.69
CLI-00450,Cliente_450,Corporativo,69,Cali,30251831.46
CLI-00451,Cliente_451,Consumidor Final,59,Bucaramanga,38809439.14
CLI-00452,Cliente_452,Pequeña Empresa,40,Sogamoso,31005675.15
CLI-00453,Cliente_453,Pequeña Empresa,47,Cali,33879357.69
CLI-00454,Cliente_454,Gobierno,30,Sogamoso,28648014.65
CLI-00455,Cliente_455,Corporativo,53,Medellín,16826356.29
CLI-00456,Cliente_456,Pequeña Empresa,27,Tunja,38859118.54
CLI-00457,Cliente_457,Corporativo,41,Medellín,56059196.86
CLI-00458,Cliente_458,Pequeña Empresa,27,Tunja,35220819.57
CLI-00459,Cliente_459,Corporativo,68,Sogamoso,37703169.41
CLI-00460,Cliente_460,Corporativo,34,Tunja,43312673.06
CLI-00461,Cliente_461,Corporativo,36,Bucaramanga,19768034.04
CLI-00462,Cliente_462,Consumidor Final,42,Duitama,55430175.9
CLI-00463,Cliente_463,Consumidor Final,43,Medellín,37427945.56
CLI-00464,Cliente_464,Pequeña Empresa,64,Cali,54582282.79
CLI-00465,Cliente_465,Gobierno,38,Medellín,26203604.05
CLI-00466,Cliente_466,Pequeña Empresa,24,Bucaramanga,56816743.07
CLI-00467,Cliente_467,Pequeña Empresa,51,Tunja,44301865.93
CLI-00468,Cliente_468,Consumidor Final,63,Bucaramanga,41636481.03
CLI-00469,Cliente_469,Corporativo,20,Bogotá,37808293.45
CLI-00470,Cliente_470,Gobierno,42,Bogotá,32017656.58
CLI-00471,Cliente_471,Corporativo,56,Cali,49406379.9
CLI-00472,Cliente_472,Gobierno,27,Bucaramanga,36684318.44
CLI-00473,Cliente_473,Corporativo,32,Sogamoso,12000000.0
CLI-00474,Cliente_474,Consumidor Final,27,Cali,21593762.46
CLI-00475,Cliente_475,Pequeña Empresa,42,Sogamoso,32769850.97
CLI-00476,Cliente_476,Gobierno,62,Cali,38719987.8
CLI-00477,Cliente_477,Corporativo,20,Bogotá,34320938.13
CLI-00478,Cliente_478,Pequeña Empresa,64,Cali,49627649.48
CLI-00479,Cliente_479,Gobierno,43,Bogotá,12000000.0
CLI-00480,Cliente_480,Pequeña Empresa,54,Tunja,36723055.24
CLI-00481,Cliente_481,Consumidor Final,43,Sogamoso,13184249.3
CLI-00482,Cliente_482,Consumidor Final,36,Bucaramanga,44116547.55
CLI-00483,Cliente_483,Pequeña Empresa,24,Cali,33866495.43
CLI-00484,Cliente_484,Consumidor Final,39,Bogotá,40035319.66
CLI-00485,Cliente_485,Pequeña Empresa,40,Medellín,24633404.47
CLI-00486,Cliente_486,Gobierno,59,Sogamoso,50353579.18
CLI-00487,Cliente_487,Corporativo,50,Cali,47500695.97
CLI-00488,Cliente_488,Pequeña Empresa,65,Duitama,42002531.64
CLI-00489,Cliente_489,Gobierno,55,Tunja,33445793.04
CLI-00490,Cliente_490,Consumidor Final,30,Tunja,41958287.42
CLI-00491,Cliente_491,Pequeña Empresa,34,Medellín,26517289.18
CLI-00492,Cliente_492,Consumidor Final,38,Bogotá,45266667.91
CLI-00493,Cliente_493,Pequeña Empresa,26,Cali,54793770.73
CLI-00494,Cliente_494,Corporativo,47,Sogamoso,47847326.72
CLI-00495,Cliente_495,Pequeña Empresa,62,Bogotá,26244770.36
CLI-00496,Cliente_496,Pequeña Empresa,24,Tunja,39337007.81
CLI-00497,Cliente_497,Pequeña Empresa,24,Bogotá,19482301.47
CLI-00498,Cliente_498,Corporativo,49,Tunja,41868683.73
CLI-00499,Cliente_499,Gobierno,51,Bogotá,40407240.95
CLI-00500,Cliente_500,Gobierno,27,Medellín,12562203.93
CLI-00501,Cliente_501,Consumidor Final,29,Bucaramanga,21058593.87
CLI-00502,Cliente_502,Pequeña Empresa,57,Medellín,31602333.24
CLI-00503,Cliente_503,Pequeña Empresa,66,Medellín,31389683.03
CLI-00504,Cliente_504,Consumidor Final,51,Bucaramanga,20486276.77
CLI-00505,Cliente_505,Consumidor Final,67,Bucaramanga,39667744.75
CLI-00506,Cliente_506,Corporativo,47,Cali,38017683.31
CLI-00507,Cliente_507,Gobierno,36,Sogamoso,32668770.42
CLI-00508,Cliente_508,Consumidor Final,50,Sogamoso,25930502.0
CLI-00509,Cliente_509,Gobierno,27,Cali,47584485.52
CLI-00510,Cliente_510,Consumidor Final,59,Medellín,54864885.36
CLI-00511,Cliente_511,Consumidor Final,44,Medellín,29197262.19
CLI-00512,Cliente_512,Pequeña Empresa,28,Tunja,27653996.99
CLI-00513,Cliente_513,Gobierno,21,Tunja,40894491.98
CLI-00514,Cliente_514,Consumidor Final,34,Sogamoso,30703647.44
CLI-00515,Cliente_515,Corporativo,69,Cali,33327233.59
CLI-00516,Cliente_516,Corporativo,22,Duitama,43875837.82
CLI-00517,Cliente_517,Pequeña Empresa,68,Duitama,12087726.95
CLI-00518,Cliente_518,Consumidor Final,55,Cali,50819627.9
CLI-00519,Cliente_519,Gobierno,23,Tunja,35872166.29
CLI-00520,Cliente_520,Corporativo,33,Sogamoso,30062082.27
CLI-00521,Cliente_521,Pequeña Empresa,60,Sogamoso,33929190.15
CLI-00522,Cliente_522,Pequeña Empresa,60,Tunja,34549152.26
CLI-00523,Cliente_523,Gobierno,44,Duitama,14225584.36
CLI-00524,Cliente_524,Consumidor Final,69,Bogotá,52939258.73
CLI-00525,Cliente_525,Consumidor Final,29,Bogotá,35495907.59
CLI-00526,Cliente_526,Pequeña Empresa,40,Tunja,40316025.57
CLI-00527,Cliente_527,Pequeña Empresa,55,Bogotá,46418597.25
CLI-00528,Cliente_528,Pequeña Empresa,31,Bucaramanga,22746050.51
CLI-00529,Cliente_529,Corporativo,46,Cali,40681662.79
CLI-00530,Cliente_530,Consumidor Final,59,Cali,31788306.91
CLI-00531,Cliente_531,Consumidor Final,21,Tunja,45161249.3
CLI-00532,Cliente_532,Gobierno,32,Medellín,12000000.0
CLI-00533,Cliente_533,Gobierno,51,Duitama,33810868.4
CLI-00534,Cliente_534,Pequeña Empresa,50,Tunja,27766152.13
CLI-00535,Cliente_535,Consumidor Final,35,Bogotá,40187155.41
CLI-00536,Cliente_536,Gobierno,51,Duitama,40640530.25
CLI-00537,Cliente_537,Consumidor Final,51,Medellín,26508489.26
CLI-00538,Cliente_538,Corporativo,53,Bogotá,26453913.63
CLI-00539,Cliente_539,Pequeña Empresa,30,Sogamoso,33672015.58
CLI-00540,Cliente_540,Corporativo,29,Bucaramanga,24240293.27
CLI-00541,Cliente_541,Gobierno,34,Bogotá,45103804.35
CLI-00542,Cliente_542,Consumidor Final,36,Bucaramanga,30569513.59
CLI-00543,Cliente_543,Corporativo,59,Duitama,12000000.0
CLI-00544,Cliente_544,Consumidor Final,37,Bucaramanga,30502135.32
CLI-00545,Cliente_545,Consumidor Final,28,Duitama,22537474.15
CLI-00546,Cliente_546,Pequeña Empresa,44,Duitama,15424690.21
CLI-00547,Cliente_547,Corporativo,59,Duitama,20150880.34
CLI-00548,Cliente_548,Consumidor Final,33,Duitama,36312901.66
CLI-00549,Cliente_549,Pequeña Empresa,44,Duitama,50943689.94
CLI-00550,Cliente_550,Consumidor Final,69,Bogotá,38758213.69
CLI-00551,Cliente_551,Pequeña Empresa,41,Duitama,27721959.34
CLI-00552,Cliente_552,Consumidor Final,49,Bogotá,40470850.34
CLI-00553,Cliente_553,Pequeña Empresa,39,Duitama,29490916.28
CLI-00554,Cliente_554,Pequeña Empresa,40,Bucaramanga,26664795.57
CLI-00555,Cliente_555,Consumidor Final,63,Sogamoso,21147647.98
CLI-00556,Cliente_556,Pequeña Empresa,51,Duitama,13978054.32
CLI-00557,Cliente_557,Corporativo,65,Medellín,30320915.52
CLI-00558,Cliente_558,Corporativo,68,Duitama,36896641.88
CLI-00559,Cliente_559,Consumidor Final,40,Duitama,33840515.96
CLI-00560,Cliente_560,Consumidor Final,54,Bucaramanga,30008396.86
CLI-00561,Cliente_561,Consumidor Final,51,Cali,23651047.27
CLI-00562,Cliente_562,Corporativo,49,Bucaramanga,42298954.3
CLI-00563,Cliente_563,Corporativo,58,Medellín,19194416.96
CLI-00564,Cliente_564,Corporativo,68,Cali,44312334.97
CLI-00565,Cliente_565,Pequeña Empresa,31,Tunja,22973395.77
CLI-00566,Cliente_566,Pequeña Empresa,60,Tunja,25970777.15
CLI-00567,Cliente_567,Pequeña Empresa,66,Medellín,17398577.71
CLI-00568,Cliente_568,Pequeña Empresa,37,Bucaramanga,28983174.24
CLI-00569,Cliente_569,Gobierno,40,Bogotá,46703749.5
CLI-00570,Cliente_570,Pequeña Empresa,32,Medellín,41187537.06
CLI-00571,Cliente_571,Pequeña Empresa,40,Sogamoso,46741065.34
CLI-00572,Cliente_572,Consumidor Final,27,Cali,41265710.55
CLI-00573,Cliente_573,Pequeña Empresa,65,Cali,21755962.06
CLI-00574,Cliente_574,Consumidor Final,59,Duitama,31030529.31
CLI-00575,Cliente_575,Consumidor Final,65,Tunja,25637610.45
CLI-00576,Cliente_576,Gobierno,26,Cali,50966898.85
CLI-00577,Cliente_577,Corporativo,42,Medellín,20638536.24
CLI-00578,Cliente_578,Gobierno,63,Cali,45724372.27
CLI-00579,Cliente_579,Pequeña Empresa,51,Medellín,45715446.44
CLI-00580,Cliente_580,Pequeña Empresa,30,Bogotá,56955442.42
CLI-00581,Cliente_581,Pequeña Empresa,41,Duitama,30083760.89
CLI-00582,Cliente_582,Gobierno,41,Tunja,43547865.91
CLI-00583,Cliente_583,Pequeña Empresa,62,Cali,62379822.04
CLI-00584,Cliente_584,Pequeña Empresa,44,Medellín,27588299.88
CLI-00585,Cliente_585,Consumidor Final,41,Bucaramanga,16579517.03
CLI-00586,Cliente_586,Corporativo,47,Tunja,12439879.59
CLI-00587,Cliente_587,Corporativo,48,Bogotá,43552544.35
CLI-00588,Cliente_588,Corporativo,32,Medellín,12402197.5
CLI-00589,Cliente_589,Corporativo,37,Sogamoso,30532171.36
CLI-00590,Cliente_590,Corporativo,21,Sogamoso,40247758.24
CLI-00591,Cliente_591,Corporativo,48,Duitama,37222106.44
CLI-00592,Cliente_592,Consumidor Final,40,Duitama,40105338.37
CLI-00593,Cliente_593,Corporativo,34,Bogotá,37667478.27
CLI-00594,Cliente_594,Pequeña Empresa,46,Bogotá,50346389.76
CLI-00595,Cliente_595,Consumidor Final,69,Duitama,23572203.43
CLI-00596,Cliente_596,Pequeña Empresa,50,Cali,26876058.34
CLI-00597,Cliente_597,Consumidor Final,34,Cali,25728086.66
CLI-00598,Cliente_598,Corporativo,42,Medellín,44962301.74
CLI-00599,Cliente_599,Corporativo,43,Bucaramanga,45804783.06
CLI-00600,Cliente_600,Corporativo,63,Medellín,40414703.83
CLI-00601,Cliente_601,Corporativo,32,Bucaramanga,49201924.0
CLI-00602,Cliente_602,Pequeña Empresa,41,Bogotá,20863509.59
CLI-00603,Cliente_603,Corporativo,62,Tunja,55006689.34
CLI-00604,Cliente_604,Corporativo,56,Medellín,53278863.46
CLI-00605,Cliente_605,Corporativo,52,Medellín,43827463.97
CLI-00606,Cliente_606,Pequeña Empresa,22,Bucaramanga,56381586.91
CLI-00607,Cliente_607,Corporativo,38,Bogotá,15120521.51
CLI-00608,Cliente_608,Pequeña Empresa,42,Bogotá,28706622.36
CLI-00609,Cliente_609,Pequeña Empresa,48,Sogamoso,26176358.47
CLI-00610,Cliente_610,Consumidor Final,49,Bucaramanga,43657751.89
CLI-00611,Cliente_611,Corporativo,58,Bogotá,22398311.12
CLI-00612,Cliente_612,Consumidor Final,63,Duitama,44089941.79
CLI-00613,Cliente_613,Consumidor Final,66,Cali,51446433.73
CLI-00614,Cliente_614,Corporativo,44,Sogamoso,43342434.8
CLI-00615,Cliente_615,Consumidor Final,56,Duitama,38405012.28
CLI-00616,Cliente_616,Gobierno,66,Tunja,23145519.91
CLI-00617,Cliente_617,Corporativo,27,Medellín,24837788.41
CLI-00618,Cliente_618,Pequeña Empresa,61,Sogamoso,49995426.86
CLI-00619,Cliente_619,Consumidor Final,35,Tunja,44352188.05
CLI-00620,Cliente_620,Consumidor Final,27,Medellín,34531765.77
CLI-00621,Cliente_621,Corporativo,20,Cali,29985085.45
CLI-00622,Cliente_622,Corporativo,63,Bogotá,12000000.0
CLI-00623,Cliente_623,Pequeña Empresa,24,Duitama,22149770.98
CLI-00624,Cliente_624,Pequeña Empresa,22,Bucaramanga,57937029.05
CLI-00625,Cliente_625,Consumidor Final,20,Duitama,19634533.15
CLI-00626,Cliente_626,Pequeña Empresa,23,Cali,37273757.85
CLI-00627,Cliente_627,Pequeña Empresa,59,Tunja,47089327.68
CLI-00628,Cliente_628,Consumidor Final,54,Bucaramanga,19940927.98
CLI-00629,Cliente_629,Corporativo,51,Bogotá,37216525.7
CLI-00630,Cliente_630,Pequeña Empresa,61,Cali,46254986.45
CLI-00631,Cliente_631,Consumidor Final,53,Bucaramanga,35149991.86
CLI-00632,Cliente_632,Consumidor Final,62,Cali,69420836.67
CLI-00633,Cliente_633,Pequeña Empresa,44,Cali,14976808.89
CLI-00634,Cliente_634,Pequeña Empresa,29,Bogotá,47704742.36
CLI-00635,Cliente_635,Corporativo,40,Sogamoso,32926379.15
CLI-00636,Cliente_636,Pequeña Empresa,65,Medellín,44263041.86
CLI-00637,Cliente_637,Pequeña Empresa,58,Bucaramanga,40295685.82
CLI-00638,Cliente_638,Corporativo,46,Bogotá,26202125.63
CLI-00639,Cliente_639,Pequeña Empresa,46,Cali,37747956.71
CLI-00640,Cliente_640,Pequeña Empresa,21,Bogotá,12705182.58
CLI-00641,Cliente_641,Corporativo,60,Sogamoso,42238970.01
CLI-00642,Cliente_642,Pequeña Empresa,67,Medellín,38577901.59
CLI-00643,Cliente_643,Corporativo,32,Duitama,42663922.02
CLI-00644,Cliente_644,Pequeña Empresa,28,Bucaramanga,47697419.9
CLI-00645,Cliente_645,Corporativo,55,Medellín,39411438.08
CLI-00646,Cliente_646,Consumidor Final,41,Tunja,36777073.04
CLI-00647,Cliente_647,Pequeña Empresa,61,Bucaramanga,24427179.96
CLI-00648,Cliente_648,Consumidor Final,45,Medellín,26453350.84
CLI-00649,Cliente_649,Consumidor Final,31,Cali,49240815.44
CLI-00650,Cliente_650,Pequeña Empresa,36,Bucaramanga,52236024.87
CLI-00651,Cliente_651,Corporativo,33,Bucaramanga,32142674.76
CLI-00652,Cliente_652,Pequeña Empresa,33,Bogotá,35552032.97
CLI-00653,Cliente_653,Pequeña Empresa,53,Cali,24144627.5
CLI-00654,Cliente_654,Consumidor Final,39,Tunja,49073082.14
CLI-00655,Cliente_655,Pequeña Empresa,30,Duitama,42985001.88
CLI-00656,Cliente_656,Corporativo,35,Sogamoso,58294609.24
CLI-00657,Cliente_657,Pequeña Empresa,50,Medellín,24460123.07
CLI-00658,Cliente_658,Pequeña Empresa,25,Bogotá,30463905.21
CLI-00659,Cliente_659,Consumidor Final,38,Medellín,37777351.07
CLI-00660,Cliente_660,Pequeña Empresa,56,Tunja,42757874.45
CLI-00661,Cliente_661,Pequeña Empresa,23,Tunja,32411988.35
CLI-00662,Cliente_662,Gobierno,66,Bucaramanga,24524466.91
CLI-00663,Cliente_663,Consumidor Final,23,Sogamoso,45576890.35
CLI-00664,Cliente_664,Corporativo,39,Tunja,43653624.35
CLI-00665,Cliente_665,Corporativo,29,Medellín,24004710.79
CLI-00666,Cliente_666,Corporativo,43,Cali,51265313.61
CLI-00667,Cliente_667,Corporativo,54,Cali,49042384.51
CLI-00668,Cliente_668,Corporativo,45,Bucaramanga,36611557.97
CLI-00669,Cliente_669,Corporativo,56,Duitama,35955174.35
CLI-00670,Cliente_670,Pequeña Empresa,57,Medellín,41648693.25
CLI-00671,Cliente_671,Corporativo,40,Medellín,24659563.16
CLI-00672,Cliente_672,Consumidor Final,59,Tunja,35360377.75
CLI-00673,Cliente_673,Corporativo,58,Sogamoso,12000000.0
CLI-00674,Cliente_674,Pequeña Empresa,40,Medellín,45517467.75
CLI-00675,Cliente_675,Pequeña Empresa,29,Bogotá,16262081.33
CLI-00676,Cliente_676,Gobierno,57,Duitama,53041037.94
CLI-00677,Cliente_677,Corporativo,65,Tunja,31038558.87
CLI-00678,Cliente_678,Pequeña Empresa,23,Bogotá,32459996.22
CLI-00679,Cliente_679,Gobierno,64,Bucaramanga,27467193.13
CLI-00680,Cliente_680,Consumidor Final,39,Cali,31543533.51
CLI-00681,Cliente_681,Consumidor Final,36,Bucaramanga,52022376.14
CLI-00682,Cliente_682,Pequeña Empresa,26,Cali,12000000.0
CLI-00683,Cliente_683,Corporativo,23,Bucaramanga,50323584.63
CLI-00684,Cliente_684,Consumidor Final,48,Medellín,39056281.77
CLI-00685,Cliente_685,Gobierno,33,Bogotá,20515740.23
CLI-00686,Cliente_686,Pequeña Empresa,22,Cali,22096251.28
CLI-00687,Cliente_687,Pequeña Empresa,43,Tunja,55116716.33
CLI-00688,Cliente_688,Pequeña Empresa,56,Bogotá,23653917.44
CLI-00689,Cliente_689,Consumidor Final,35,Tunja,21159793.87
CLI-00690,Cliente_690,Corporativo,23,Bogotá,48647774.51
CLI-00691,Cliente_691,Pequeña Empresa,43,Bogotá,39062634.52
CLI-00692,Cliente_692,Pequeña Empresa,53,Bucaramanga,23744893.08
CLI-00693,Cliente_693,Pequeña Empresa,49,Cali,37599499.7
CLI-00694,Cliente_694,Corporativo,37,Cali,22690967.8
CLI-00695,Cliente_695,Corporativo,38,Sogamoso,48209856.78
CLI-00696,Cliente_696,Consumidor Final,50,Bogotá,47736451.58
CLI-00697,Cliente_697,Pequeña Empresa,38,Medellín,41384074.39
CLI-00698,Cliente_698,Pequeña Empresa,68,Medellín,39339932.73
CLI-00699,Cliente_699,Corporativo,65,Tunja,56134257.5
CLI-00700,Cliente_700,Pequeña Empresa,38,Tunja,34996235.93
CLI-00701,Cliente_701,Pequeña Empresa,41,Bucaramanga,20817510.49
CLI-00702,Cliente_702,Corporativo,43,Bogotá,40393686.95
CLI-00703,Cliente_703,Pequeña Empresa,64,Tunja,60032564.59
CLI-00704,Cliente_704,Corporativo,31,Tunja,22822886.08
CLI-00705,Cliente_705,Corporativo,49,Duitama,30662446.8
CLI-00706,Cliente_706,Gobierno,57,Bogotá,39997352.46
CLI-00707,Cliente_707,Pequeña Empresa,50,Bucaramanga,34353141.81
CLI-00708,Cliente_708,Consumidor Final,55,Tunja,23212357.04
CLI-00709,Cliente_709,Pequeña Empresa,38,Bucaramanga,48462294.27
CLI-00710,Cliente_710,Consumidor Final,67,Cali,62840488.66
CLI-00711,Cliente_711,Consumidor Final,64,Bucaramanga,37353577.51
CLI-00712,Cliente_712,Pequeña Empresa,55,Medellín,24151180.52
CLI-00713,Cliente_713,Pequeña Empresa,49,Medellín,16412473.7
CLI-00714,Cliente_714,Pequeña Empresa,68,Bucaramanga,38095711.77
CLI-00715,Cliente_715,Pequeña Empresa,52,Medellín,48246528.12
CLI-00716,Cliente_716,Gobierno,37,Cali,40702012.96
CLI-00717,Cliente_717,Consumidor Final,68,Bogotá,34971153.91
CLI-00718,Cliente_718,Gobierno,47,Medellín,27928740.18
CLI-00719,Cliente_719,Corporativo,66,Medellín,21894036.41
CLI-00720,Cliente_720,Consumidor Final,30,Bucaramanga,45017015.92
CLI-00721,Cliente_721,Gobierno,64,Cali,45965259.46
CLI-00722,Cliente_722,Corporativo,52,Sogamoso,16451242.56
CLI-00723,Cliente_723,Corporativo,36,Sogamoso,54078067.74
CLI-00724,Cliente_724,Consumidor Final,25,Sogamoso,41888854.65
CLI-00725,Cliente_725,Pequeña Empresa,23,Sogamoso,51795135.74
CLI-00726,Cliente_726,Consumidor Final,39,Bogotá,18894467.02
CLI-00727,Cliente_727,Corporativo,67,Bucaramanga,18610110.14
CLI-00728,Cliente_728,Consumidor Final,66,Bucaramanga,33212368.28
CLI-00729,Cliente_729,Corporativo,46,Duitama,41033413.12
CLI-00730,Cliente_730,Corporativo,34,Cali,56556329.88
CLI-00731,Cliente_731,Corporativo,25,Sogamoso,43472946.97
CLI-00732,Cliente_732,Consumidor Final,66,Bogotá,32087824.68
CLI-00733,Cliente_733,Consumidor Final,33,Cali,22683569.51
CLI-00734,Cliente_734,Pequeña Empresa,30,Sogamoso,49760006.87
CLI-00735,Cliente_735,Pequeña Empresa,58,Bogotá,23423534.89
CLI-00736,Cliente_736,Consumidor Final,28,Cali,54541622.66
CLI-00737,Cliente_737,Pequeña Empresa,45,Bucaramanga,31587384.2
CLI-00738,Cliente_738,Consumidor Final,35,Bucaramanga,54086984.87
CLI-00739,Cliente_739,Pequeña Empresa,24,Tunja,43147175.48
CLI-00740,Cliente_740,Pequeña Empresa,29,Medellín,33356054.13
CLI-00741,Cliente_741,Pequeña Empresa,69,Sogamoso,28767243.54
CLI-00742,Cliente_742,Pequeña Empresa,22,Duitama,30909105.47
CLI-00743,Cliente_743,Consumidor Final,32,Cali,40139800.31
CLI-00744,Cliente_744,Pequeña Empresa,62,Duitama,35925877.95
CLI-00745,Cliente_745,Corporativo,68,Tunja,27874263.1
CLI-00746,Cliente_746,Consumidor Final,49,Medellín,33012423.08
CLI-00747,Cliente_747,Pequeña Empresa,64,Cali,35942924.36
CLI-00748,Cliente_748,Pequeña Empresa,25,Bogotá,12000000.0
CLI-00749,Cliente_749,Gobierno,36,Sogamoso,40498017.38
CLI-00750,Cliente_750,Consumidor Final,64,Medellín,23243345.3
CLI-00751,Cliente_751,Corporativo,38,Bucaramanga,21160011.16
CLI-00752,Cliente_752,Gobierno,61,Tunja,14751867.83
CLI-00753,Cliente_753,Consumidor Final,54,Medellín,13473290.03
CLI-00754,Cliente_754,Pequeña Empresa,65,Sogamoso,18734629.96
CLI-00755,Cliente_755,Corporativo,45,Medellín,26491748.51
CLI-00756,Cliente_756,Consumidor Final,24,Sogamoso,58439109.65
CLI-00757,Cliente_757,Consumidor Final,48,Bucaramanga,28689443.89
CLI-00758,Cliente_758,Pequeña Empresa,56,Cali,37133001.28
CLI-00759,Cliente_759,Consumidor Final,39,Bogotá,39805776.64
CLI-00760,Cliente_760,Consumidor Final,68,Bucaramanga,36572782.23
CLI-00761,Cliente_761,Corporativo,40,Bogotá,34070678.47
CLI-00762,Cliente_762,Pequeña Empresa,29,Cali,20656474.84
CLI-00763,Cliente_763,Corporativo,24,Medellín,52411130.58
CLI-00764,Cliente_764,Consumidor Final,55,Bogotá,56686359.72
CLI-00765,Cliente_765,Corporativo,25,Tunja,14808095.67
CLI-00766,Cliente_766,Pequeña Empresa,45,Tunja,22711656.91
CLI-00767,Cliente_767,Consumidor Final,23,Sogamoso,31642275.89
CLI-00768,Cliente_768,Consumidor Final,58,Bucaramanga,23425546.46
CLI-00769,Cliente_769,Pequeña Empresa,58,Cali,41071586.64
CLI-00770,Cliente_770,Consumidor Final,69,Sogamoso,26260733.57
CLI-00771,Cliente_771,Corporativo,54,Bucaramanga,60980672.81
CLI-00772,Cliente_772,Consumidor Final,20,Bucaramanga,49286583.13
CLI-00773,Cliente_773,Corporativo,43,Sogamoso,37550888.37
CLI-00774,Cliente_774,Pequeña Empresa,55,Duitama,47323835.16
CLI-00775,Cliente_775,Consumidor Final,25,Bucaramanga,48270805.09
CLI-00776,Cliente_776,Corporativo,60,Duitama,28232630.14
CLI-00777,Cliente_777,Corporativo,65,Tunja,25205393.07
CLI-00778,Cliente_778,Consumidor Final,63,Tunja,35937716.76
CLI-00779,Cliente_779,Consumidor Final,50,Bucaramanga,45339633.49
CLI-00780,Cliente_780,Consumidor Final,39,Tunja,36668724.78
CLI-00781,Cliente_781,Consumidor Final,43,Cali,16076042.21
